begintime,ne_name,ne_type,vendor,integrity,btsDacWordValue,id
2022-03-12,"MRBTS-5083,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1944.0,30
2022-03-12,"MRBTS-5084,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,48.09,"2015.0,2024.0",31
2022-03-12,"MRBTS-5085,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1946.0,32
2022-03-12,"MRBTS-5086,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1922.0,33
2022-03-12,"MRBTS-5089,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1553.0,34
2022-03-12,"MRBTS-5090,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1998.0,35
2022-03-12,"MRBTS-5091,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1953.0,36
2022-03-12,"MRBTS-5102,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1922.0,37
2022-03-12,"MRBTS-5200,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,46.88,"1918.0,1922.0",38
2022-03-13,"MRBTS-5023,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1967.0,39
2022-03-13,"MRBTS-5044,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1920.0,40
2022-03-13,"MRBTS-5045,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1886.0,41
2022-03-13,"MRBTS-5050,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1962.0,42
2022-03-13,"MRBTS-5062,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,2011.0,43
2022-03-13,"MRBTS-5078,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1936.0,44
2022-03-13,"MRBTS-5079,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1903.0,45
2022-03-13,"MRBTS-5080,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1817.0,46
2022-03-13,"MRBTS-5081,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,97.01,1876.0,47
2022-03-13,"MRBTS-5082,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1935.0,48
2022-03-13,"MRBTS-5083,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1942.0,49
2022-03-13,"MRBTS-5084,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,2018.0,50
2022-03-13,"MRBTS-5085,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1945.0,51
2022-03-13,"MRBTS-5086,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1924.0,52
2022-03-13,"MRBTS-5089,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1548.0,53
2022-03-13,"MRBTS-5090,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,2000.0,54
2022-03-13,"MRBTS-5091,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1952.0,55
2022-03-13,"MRBTS-5102,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1924.0,56
2022-03-13,"MRBTS-5200,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,97.5,1920.0,57
2022-03-14,"MRBTS-5023,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1967.0,58
2022-03-14,"MRBTS-5044,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1918.0,59
2022-03-14,"MRBTS-5045,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1894.0,60
2022-03-14,"MRBTS-5050,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1959.0,61
2022-03-14,"MRBTS-5062,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,2009.0,62
2022-03-14,"MRBTS-5078,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1936.0,63
2022-03-14,"MRBTS-5079,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1905.0,64
2022-03-14,"MRBTS-5080,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1817.0,65
2022-03-14,"MRBTS-5081,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1876.0,66
2022-03-14,"MRBTS-5082,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1936.0,67
2022-03-14,"MRBTS-5083,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1944.0,68
2022-03-14,"MRBTS-5084,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,2019.0,69
2022-03-14,"MRBTS-5085,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1947.0,70
2022-03-14,"MRBTS-5086,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1923.0,71
2022-03-14,"MRBTS-5089,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1551.0,72
2022-03-14,"MRBTS-5090,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,2003.0,73
2022-03-14,"MRBTS-5091,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1952.0,74
2022-03-14,"MRBTS-5102,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1924.0,75
2022-03-14,"MRBTS-5200,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,98.75,1921.0,76
2022-03-15,"MRBTS-5023,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1968.0,77
2022-03-15,"MRBTS-5044,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1921.0,78
2022-03-15,"MRBTS-5045,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,98.33,1909.0,79
2022-03-15,"MRBTS-5050,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,95.69,1963.0,80
2022-03-15,"MRBTS-5062,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,2010.0,81
2022-03-15,"MRBTS-5078,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1936.0,82
2022-03-15,"MRBTS-5079,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1903.0,83
2022-03-15,"MRBTS-5080,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1816.0,84
2022-03-15,"MRBTS-5081,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1875.0,85
2022-03-15,"MRBTS-5082,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1935.0,86
2022-03-15,"MRBTS-5083,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1944.0,87
2022-03-15,"MRBTS-5084,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,94.58,2021.0,88
2022-03-15,"MRBTS-5085,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1946.0,89
2022-03-15,"MRBTS-5086,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1923.0,90
2022-03-15,"MRBTS-5089,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1546.0,91
2022-03-15,"MRBTS-5090,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,94.65,2002.0,92
2022-03-15,"MRBTS-5091,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1952.0,93
2022-03-15,"MRBTS-5102,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1923.0,94
2022-03-15,"MRBTS-5200,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,47.99,"0.0,1919.0",95
2022-03-16,"MRBTS-5023,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1967.0,96
2022-03-16,"MRBTS-5044,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1896.0,97
2022-03-16,"MRBTS-5045,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1876.0,98
2022-03-16,"MRBTS-5050,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,97.22,1996.0,99
2022-03-16,"MRBTS-5062,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,2009.0,100
2022-03-16,"MRBTS-5078,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1936.0,101
2022-03-16,"MRBTS-5079,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,95.69,1904.0,102
2022-03-16,"MRBTS-5080,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1817.0,103
2022-03-16,"MRBTS-5081,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1876.0,104
2022-03-16,"MRBTS-5082,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1936.0,105
2022-03-16,"MRBTS-5083,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,97.15,1924.0,106
2022-03-16,"MRBTS-5084,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,2020.0,107
2022-03-16,"MRBTS-5085,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1934.0,108
2022-03-16,"MRBTS-5086,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1923.0,109
2022-03-16,"MRBTS-5089,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1543.0,110
2022-03-16,"MRBTS-5090,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,97.15,1986.0,111
2022-03-16,"MRBTS-5091,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1952.0,112
2022-03-16,"MRBTS-5102,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1923.0,113
2022-03-16,"MRBTS-5200,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,98.68,1919.0,114
2022-03-17,"MRBTS-5023,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1968.0,115
2022-03-17,"MRBTS-5044,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,48.09,"1897.0,1952.0",116
2022-03-17,"MRBTS-5045,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,48.16,"1880.0,1898.0",117
2022-03-17,"MRBTS-5050,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,48.13,"1961.0,1963.0",118
2022-03-17,"MRBTS-5062,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,95.83,2012.0,119
2022-03-17,"MRBTS-5078,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1936.0,120
2022-03-17,"MRBTS-5079,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1903.0,121
2022-03-17,"MRBTS-5080,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1816.0,122
2022-03-17,"MRBTS-5081,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1875.0,123
2022-03-17,"MRBTS-5082,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1935.0,124
2022-03-17,"MRBTS-5083,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,48.13,"1923.0,1945.0",125
2022-03-17,"MRBTS-5084,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,48.13,"2019.0,2022.0",126
2022-03-17,"MRBTS-5085,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1945.0,127
2022-03-17,"MRBTS-5086,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1926.0,128
2022-03-17,"MRBTS-5089,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,48.13,"1541.0,1572.0",129
2022-03-17,"MRBTS-5090,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,48.13,"1993.0,2005.0",130
2022-03-17,"MRBTS-5091,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1952.0,131
2022-03-17,"MRBTS-5102,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,95.69,1924.0,132
2022-03-17,"MRBTS-5200,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,95.49,1922.0,133
2022-03-18,"MRBTS-5023,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1968.0,134
2022-03-18,"MRBTS-5044,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1919.0,135
2022-03-18,"MRBTS-5045,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1893.0,136
2022-03-18,"MRBTS-5050,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,44.38,"1961.0,1962.0",137
2022-03-18,"MRBTS-5062,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,2008.0,138
2022-03-18,"MRBTS-5078,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1935.0,139
2022-03-18,"MRBTS-5079,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1906.0,140
2022-03-18,"MRBTS-5080,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1815.0,141
2022-03-18,"MRBTS-5081,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1875.0,142
2022-03-18,"MRBTS-5082,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1935.0,143
2022-03-18,"MRBTS-5083,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1945.0,144
2022-03-18,"MRBTS-5084,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,2019.0,145
2022-03-18,"MRBTS-5085,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1945.0,146
2022-03-18,"MRBTS-5086,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1922.0,147
2022-03-18,"MRBTS-5089,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,1534.0,148
2022-03-18,"MRBTS-5090,EQM-1,APEQM-1,CABINET-1,SMOD-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD,Nokia,100.0,2015.0,149
