begintime,ne_name,ne_type,vendor,integrity,ifTxOctets_EF1,ifTxPackets_EF1,id
2022-03-16,"MRBTS-5080,TNLSVC-1,TNL-1,IPNO-1,QOS-1,FSTSCH-1",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-QOS-FSTSCH,Nokia,100.0,0.0,0.0,36
2022-03-16,"MRBTS-5082,TNLSVC-1,TNL-1,IPNO-1,QOS-1,FSTSCH-1",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-QOS-FSTSCH,Nokia,100.0,0.0,0.0,37
2022-03-16,"MRBTS-5083,TNLSVC-1,TNL-1,IPNO-1,QOS-1,FSTSCH-1",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-QOS-FSTSCH,Nokia,97.15,0.0,0.0,38
2022-03-16,"MRBTS-5085,TNLSVC-1,TNL-1,IPNO-1,QOS-1,FSTSCH-1",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-QOS-FSTSCH,Nokia,100.0,0.0,0.0,39
2022-03-16,"MRBTS-5089,TNLSVC-1,TNL-1,IPNO-1,QOS-1,FSTSCH-1",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-QOS-FSTSCH,Nokia,100.0,0.0,0.0,40
2022-03-16,"MRBTS-5091,TNLSVC-1,TNL-1,IPNO-1,QOS-1,FSTSCH-1",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-QOS-FSTSCH,Nokia,100.0,0.0,0.0,41
2022-03-16,"MRBTS-5102,TNLSVC-1,TNL-1,IPNO-1,QOS-1,FSTSCH-1",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-QOS-FSTSCH,Nokia,100.0,0.0,0.0,42
2022-03-17,"MRBTS-5080,TNLSVC-1,TNL-1,IPNO-1,QOS-1,FSTSCH-1",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-QOS-FSTSCH,Nokia,100.0,0.0,0.0,43
2022-03-17,"MRBTS-5082,TNLSVC-1,TNL-1,IPNO-1,QOS-1,FSTSCH-1",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-QOS-FSTSCH,Nokia,100.0,0.0,0.0,44
2022-03-17,"MRBTS-5083,TNLSVC-1,TNL-1,IPNO-1,QOS-1,FSTSCH-1",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-QOS-FSTSCH,Nokia,48.13,0.0,0.0,45
2022-03-17,"MRBTS-5085,TNLSVC-1,TNL-1,IPNO-1,QOS-1,FSTSCH-1",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-QOS-FSTSCH,Nokia,100.0,0.0,0.0,46
2022-03-17,"MRBTS-5089,TNLSVC-1,TNL-1,IPNO-1,QOS-1,FSTSCH-1",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-QOS-FSTSCH,Nokia,48.13,0.0,0.0,47
2022-03-17,"MRBTS-5091,TNLSVC-1,TNL-1,IPNO-1,QOS-1,FSTSCH-1",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-QOS-FSTSCH,Nokia,100.0,0.0,0.0,48
2022-03-17,"MRBTS-5102,TNLSVC-1,TNL-1,IPNO-1,QOS-1,FSTSCH-1",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-QOS-FSTSCH,Nokia,95.69,0.0,0.0,49
2022-03-18,"MRBTS-5080,TNLSVC-1,TNL-1,IPNO-1,QOS-1,FSTSCH-1",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-QOS-FSTSCH,Nokia,100.0,0.0,0.0,50
2022-03-18,"MRBTS-5082,TNLSVC-1,TNL-1,IPNO-1,QOS-1,FSTSCH-1",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-QOS-FSTSCH,Nokia,100.0,0.0,0.0,51
2022-03-18,"MRBTS-5083,TNLSVC-1,TNL-1,IPNO-1,QOS-1,FSTSCH-1",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-QOS-FSTSCH,Nokia,100.0,0.0,0.0,52
2022-03-18,"MRBTS-5085,TNLSVC-1,TNL-1,IPNO-1,QOS-1,FSTSCH-1",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-QOS-FSTSCH,Nokia,100.0,0.0,0.0,53
2022-03-18,"MRBTS-5089,TNLSVC-1,TNL-1,IPNO-1,QOS-1,FSTSCH-1",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-QOS-FSTSCH,Nokia,100.0,0.0,0.0,54
2022-03-18,"MRBTS-5091,TNLSVC-1,TNL-1,IPNO-1,QOS-1,FSTSCH-1",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-QOS-FSTSCH,Nokia,100.0,0.0,0.0,55
2022-03-18,"MRBTS-5102,TNLSVC-1,TNL-1,IPNO-1,QOS-1,FSTSCH-1",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-QOS-FSTSCH,Nokia,100.0,0.0,0.0,56
2022-03-19,"MRBTS-5080,TNLSVC-1,TNL-1,IPNO-1,QOS-1,FSTSCH-1",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-QOS-FSTSCH,Nokia,95.83,0.0,0.0,57
2022-03-19,"MRBTS-5082,TNLSVC-1,TNL-1,IPNO-1,QOS-1,FSTSCH-1",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-QOS-FSTSCH,Nokia,91.04,0.0,0.0,58
2022-03-19,"MRBTS-5083,TNLSVC-1,TNL-1,IPNO-1,QOS-1,FSTSCH-1",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-QOS-FSTSCH,Nokia,95.83,0.0,0.0,59
2022-03-19,"MRBTS-5085,TNLSVC-1,TNL-1,IPNO-1,QOS-1,FSTSCH-1",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-QOS-FSTSCH,Nokia,90.97,0.0,0.0,60
2022-03-19,"MRBTS-5089,TNLSVC-1,TNL-1,IPNO-1,QOS-1,FSTSCH-1",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-QOS-FSTSCH,Nokia,95.83,0.0,0.0,61
2022-03-19,"MRBTS-5091,TNLSVC-1,TNL-1,IPNO-1,QOS-1,FSTSCH-1",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-QOS-FSTSCH,Nokia,90.97,0.0,0.0,62
2022-03-19,"MRBTS-5102,TNLSVC-1,TNL-1,IPNO-1,QOS-1,FSTSCH-1",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-QOS-FSTSCH,Nokia,91.04,0.0,0.0,63
