begintime,sk_object,1282438822,1282438823,1282438847,1282438848,1282454549,1282454554,duration
2022-03-07 00:00:00,7525854.0,52.0,9.0,19.0,17.0,0.0,0.0,PT3600S
2022-03-07 01:00:00,7525853.0,19.0,4.0,6.0,6.0,0.0,0.0,PT3600S
2022-03-07 01:00:00,7525854.0,47.0,7.0,18.0,17.0,0.0,0.0,PT3600S
2022-03-07 02:00:00,7525853.0,19.0,4.0,6.0,6.0,0.0,0.0,PT3600S
2022-03-07 02:00:00,7525854.0,49.0,6.0,18.0,17.0,0.0,0.0,PT3600S
2022-03-07 03:00:00,7525853.0,22.0,4.0,6.0,6.0,0.0,0.0,PT3600S
2022-03-07 03:00:00,7525854.0,83.0,10.0,23.0,17.0,0.0,0.0,PT3600S
2022-03-07 04:00:00,7525853.0,49.0,5.0,9.0,6.0,0.0,0.0,PT3600S
2022-03-07 04:00:00,7525854.0,81.0,7.0,22.0,17.0,0.0,0.0,PT3600S
2022-03-07 05:00:00,7525853.0,42.0,5.0,7.0,6.0,0.0,0.0,PT3600S
2022-03-07 05:00:00,7525854.0,79.0,9.0,23.0,17.0,0.0,0.0,PT3600S
2022-03-07 06:00:00,7525853.0,20.0,4.0,6.0,6.0,0.0,0.0,PT3600S
2022-03-07 06:00:00,7525854.0,80.0,9.0,23.0,17.0,0.0,0.0,PT3600S
2022-03-07 07:00:00,7525853.0,23.0,4.0,7.0,6.0,0.0,0.0,PT3600S
2022-03-07 07:00:00,7525854.0,48.0,10.0,18.0,17.0,0.0,0.0,PT3600S
2022-03-07 08:00:00,7525853.0,20.0,4.0,6.0,6.0,0.0,0.0,PT3600S
2022-03-07 08:00:00,7525854.0,62.0,13.0,23.0,17.0,0.0,0.0,PT3600S
2022-03-07 09:00:00,7525853.0,20.0,4.0,7.0,6.0,0.0,0.0,PT3600S
2022-03-07 09:00:00,7525854.0,54.0,12.0,21.0,17.0,0.0,0.0,PT3600S
2022-03-07 10:00:00,7525853.0,20.0,4.0,7.0,6.0,0.0,0.0,PT3600S
2022-03-07 10:00:00,7525854.0,59.0,12.0,21.0,17.0,0.0,0.0,PT3600S
2022-03-07 11:00:00,7525853.0,20.0,4.0,7.0,6.0,0.0,0.0,PT3600S
2022-03-07 11:00:00,7525854.0,54.0,11.0,21.0,17.0,0.0,0.0,PT3600S
2022-03-07 12:00:00,7525853.0,24.0,4.0,7.0,6.0,0.0,0.0,PT3600S
2022-03-07 12:00:00,7525854.0,65.0,15.0,23.0,17.0,0.0,0.0,PT3600S
2022-03-07 13:00:00,7525853.0,20.0,4.0,7.0,6.0,0.0,0.0,PT3600S
2022-03-07 13:00:00,7525854.0,63.0,13.0,24.0,17.0,0.0,0.0,PT3600S
2022-03-07 14:00:00,7525853.0,20.0,4.0,6.0,6.0,0.0,0.0,PT3600S
