begintime,sk_object,duration,M51321C0,M51321C1,M51321C2,M51321C3,M51321C4,M51321C5,M51321C6,M51321C7,M51321C8,M51321C9,M51321C10,M51321C11,M51321C12,M51321C13,M51321C14
2022-03-11 00:00:00,15473.0,15,1326791353.0,1101783.0,104102605.0,647440.0,0.0,0.0,0.0,694.0,54002.0,0.0,0.0,694.0,54002.0,0.0,0.0
2022-03-11 00:00:00,15474.0,15,1144872.0,15763.0,523731.0,387.0,0.0,0.0,0.0,700.0,54436.0,0.0,0.0,700.0,54436.0,0.0,0.0
2022-03-11 00:00:00,15475.0,15,1145704.0,15775.0,540000.0,397.0,0.0,0.0,0.0,695.0,54036.0,0.0,0.0,695.0,54036.0,0.0,0.0
2022-03-11 00:00:00,15476.0,15,9004780.0,99230.0,4642280.0,58759.0,0.0,0.0,0.0,698.0,54276.0,0.0,0.0,698.0,54276.0,0.0,0.0
2022-03-11 00:00:00,15477.0,15,6116782.0,66717.0,1693508.0,33410.0,0.0,0.0,0.0,696.0,54162.0,0.0,0.0,696.0,54162.0,0.0,0.0
2022-03-11 00:00:00,15478.0,15,2559001144.0,2019569.0,227071741.0,1386596.0,0.0,0.0,0.0,699.0,54402.0,0.0,0.0,699.0,54402.0,0.0,0.0
2022-03-11 00:00:00,15479.0,15,1140971.0,15683.0,268596.0,211.0,0.0,0.0,0.0,694.0,54002.0,0.0,0.0,694.0,54002.0,0.0,0.0
2022-03-11 00:00:00,15480.0,15,6813834.0,75040.0,2479076.0,39617.0,0.0,0.0,0.0,698.0,54322.0,0.0,0.0,698.0,54322.0,0.0,0.0
2022-03-11 00:00:00,15481.0,15,4534992010.0,3904606.0,640024743.0,2998722.0,0.0,0.0,0.0,694.0,54002.0,0.0,0.0,694.0,54002.0,0.0,0.0
2022-03-11 00:00:00,15482.0,15,4204153601.0,3450394.0,501120449.0,2439157.0,0.0,0.0,0.0,686.0,53362.0,0.0,0.0,686.0,53362.0,0.0,0.0
2022-03-11 00:00:00,15483.0,15,1140519.0,15676.0,263812.0,198.0,0.0,0.0,0.0,697.0,54242.0,0.0,0.0,697.0,54242.0,0.0,0.0
2022-03-11 00:00:00,15484.0,15,1144428.0,15754.0,517473.0,378.0,0.0,0.0,0.0,697.0,54196.0,0.0,0.0,697.0,54196.0,0.0,0.0
2022-03-11 00:00:00,15485.0,15,2702510276.0,2277011.0,273617116.0,1256882.0,0.0,0.0,0.0,699.0,54356.0,0.0,0.0,699.0,54356.0,0.0,0.0
2022-03-11 00:00:00,15486.0,15,630417089.0,523086.0,32276416.0,219225.0,0.0,0.0,0.0,695.0,54036.0,0.0,0.0,695.0,54036.0,0.0,0.0
2022-03-11 00:00:00,15487.0,15,122539234.0,107912.0,42902826.0,82784.0,0.0,0.0,0.0,696.0,54162.0,0.0,0.0,696.0,54162.0,0.0,0.0
2022-03-11 00:00:00,15488.0,15,2393853670.0,2005603.0,267130763.0,1210847.0,0.0,0.0,0.0,694.0,54002.0,0.0,0.0,694.0,54002.0,0.0,0.0
2022-03-11 00:00:00,15489.0,15,2678940257.0,2314945.0,353201793.0,1638921.0,0.0,0.0,0.0,696.0,54162.0,0.0,0.0,696.0,54162.0,0.0,0.0
2022-03-11 00:00:00,15490.0,15,7099292.0,78565.0,2929592.0,43171.0,0.0,0.0,0.0,697.0,54196.0,0.0,0.0,697.0,54196.0,0.0,0.0
2022-03-11 00:00:00,15491.0,15,1145186.0,15763.0,526526.0,387.0,0.0,0.0,0.0,696.0,54162.0,0.0,0.0,696.0,54162.0,0.0,0.0
2022-03-11 00:00:00,15492.0,15,1146687.0,15783.0,530506.0,383.0,0.0,0.0,0.0,698.0,54322.0,0.0,0.0,698.0,54322.0,0.0,0.0
2022-03-11 00:00:00,15493.0,15,1144761.0,15731.0,264170.0,247.0,0.0,0.0,0.0,700.0,54436.0,0.0,0.0,700.0,54436.0,0.0,0.0
2022-03-11 00:00:00,15494.0,15,1149250.0,15821.0,532550.0,433.0,0.0,0.0,0.0,695.0,54082.0,0.0,0.0,695.0,54082.0,0.0,0.0
2022-03-11 00:00:00,15495.0,15,1145803.0,15776.0,534931.0,394.0,0.0,0.0,0.0,695.0,54082.0,0.0,0.0,695.0,54082.0,0.0,0.0
2022-03-11 00:00:00,15496.0,15,2477236.0,27719.0,1019056.0,14926.0,0.0,0.0,0.0,698.0,54276.0,0.0,0.0,698.0,54276.0,0.0,0.0
2022-03-11 00:00:00,15497.0,15,1141115.0,15683.0,254986.0,202.0,0.0,0.0,0.0,697.0,54242.0,0.0,0.0,697.0,54242.0,0.0,0.0
2022-03-11 00:00:00,15498.0,15,12250178.0,138234.0,8657812.0,90889.0,0.0,0.0,0.0,697.0,54242.0,0.0,0.0,697.0,54242.0,0.0,0.0
2022-03-11 00:00:00,15499.0,15,1144762.0,15732.0,277990.0,255.0,0.0,0.0,0.0,699.0,54402.0,0.0,0.0,699.0,54402.0,0.0,0.0
2022-03-11 00:00:00,15500.0,15,1140403.0,15674.0,264730.0,194.0,0.0,0.0,0.0,697.0,54242.0,0.0,0.0,697.0,54242.0,0.0,0.0
2022-03-11 00:00:00,15501.0,15,11173896.0,123103.0,6947220.0,77713.0,0.0,0.0,0.0,692.0,53888.0,0.0,0.0,692.0,53888.0,0.0,0.0
2022-03-11 00:00:00,15502.0,15,1985723000.0,1667177.0,245730756.0,1106104.0,0.0,0.0,0.0,687.0,53488.0,0.0,0.0,687.0,53488.0,0.0,0.0
2022-03-11 00:00:00,15503.0,15,1141586.0,15687.0,529417.0,459.0,0.0,0.0,0.0,691.0,53762.0,0.0,0.0,691.0,53762.0,0.0,0.0
2022-03-11 00:00:00,15504.0,15,7018190.0,78236.0,5729388.0,56735.0,0.0,0.0,0.0,695.0,54082.0,0.0,0.0,695.0,54082.0,0.0,0.0
2022-03-11 00:00:00,15505.0,15,4671309614.0,4122912.0,603288169.0,2935419.0,0.0,0.0,0.0,693.0,53922.0,0.0,0.0,693.0,53922.0,0.0,0.0
2022-03-11 00:00:00,15506.0,15,1600224144.0,1333500.0,156585240.0,823020.0,0.0,0.0,0.0,696.0,54162.0,0.0,0.0,696.0,54162.0,0.0,0.0
2022-03-11 00:00:00,15507.0,15,3341508.0,38239.0,1915232.0,23108.0,0.0,0.0,0.0,687.0,53488.0,0.0,0.0,687.0,53488.0,0.0,0.0
2022-03-11 00:00:00,15508.0,15,625403938.0,543224.0,94866573.0,321975.0,0.0,0.0,0.0,695.0,54036.0,0.0,0.0,695.0,54036.0,0.0,0.0
2022-03-11 00:00:00,15509.0,15,3938716797.0,3338663.0,421830161.0,2344022.0,0.0,0.0,0.0,696.0,54116.0,0.0,0.0,696.0,54116.0,0.0,0.0
2022-03-11 00:00:00,15510.0,15,1140213.0,15631.0,559881.0,547.0,0.0,0.0,0.0,688.0,53522.0,0.0,0.0,688.0,53522.0,0.0,0.0
2022-03-11 00:00:00,15511.0,15,6176470.0,67925.0,1877404.0,34603.0,0.0,0.0,0.0,697.0,54242.0,0.0,0.0,697.0,54242.0,0.0,0.0
2022-03-11 00:00:00,15512.0,15,5517446.0,63123.0,4265124.0,43545.0,0.0,0.0,0.0,696.0,54162.0,0.0,0.0,696.0,54162.0,0.0,0.0
2022-03-11 00:15:00,15456.0,15,3332786.0,38139.0,2039720.0,23412.0,0.0,0.0,0.0,698.0,54322.0,0.0,0.0,698.0,54322.0,0.0,0.0
2022-03-11 00:15:00,15457.0,15,3106656296.0,2669335.0,399762255.0,1522130.0,0.0,0.0,0.0,697.0,54242.0,0.0,0.0,697.0,54242.0,0.0,0.0
2022-03-11 00:15:00,15458.0,15,1137481.0,15604.0,7436.0,71.0,0.0,0.0,0.0,698.0,54276.0,0.0,0.0,698.0,54276.0,0.0,0.0
2022-03-11 00:15:00,15459.0,15,244625657.0,200183.0,15233375.0,84122.0,0.0,0.0,0.0,697.0,54242.0,0.0,0.0,697.0,54242.0,0.0,0.0
2022-03-11 00:15:00,15460.0,15,1121009461.0,930591.0,91121541.0,635289.0,0.0,0.0,0.0,693.0,53922.0,0.0,0.0,693.0,53922.0,0.0,0.0
2022-03-11 00:15:00,15461.0,15,7424572.0,82036.0,2476756.0,42799.0,0.0,0.0,0.0,926.0,72056.0,0.0,0.0,926.0,72056.0,0.0,0.0
2022-03-11 00:15:00,15462.0,15,4928874444.0,4580303.0,889282619.0,3510324.0,0.0,0.0,0.0,699.0,54402.0,0.0,0.0,699.0,54402.0,0.0,0.0
2022-03-11 00:15:00,15463.0,15,6248084.0,70049.0,2428152.0,37574.0,0.0,0.0,0.0,700.0,54436.0,0.0,0.0,700.0,54436.0,0.0,0.0
2022-03-11 00:15:00,15464.0,15,9828106.0,109694.0,6149108.0,69318.0,0.0,0.0,0.0,697.0,54242.0,0.0,0.0,697.0,54242.0,0.0,0.0
2022-03-11 00:15:00,15465.0,15,9140226.0,101626.0,5482920.0,62592.0,0.0,0.0,0.0,697.0,54242.0,0.0,0.0,697.0,54242.0,0.0,0.0
2022-03-11 00:15:00,15466.0,15,4536918.0,52042.0,3336916.0,34652.0,0.0,0.0,0.0,697.0,54242.0,0.0,0.0,697.0,54242.0,0.0,0.0
2022-03-11 00:15:00,15467.0,15,1133357.0,15550.0,3569.0,20.0,0.0,0.0,0.0,696.0,54162.0,0.0,0.0,696.0,54162.0,0.0,0.0
2022-03-11 00:15:00,15468.0,15,3626528.0,41490.0,2638340.0,26938.0,0.0,0.0,0.0,698.0,54276.0,0.0,0.0,698.0,54276.0,0.0,0.0
2022-03-11 00:15:00,15469.0,15,1136375.0,15589.0,6166.0,54.0,0.0,0.0,0.0,699.0,54356.0,0.0,0.0,699.0,54356.0,0.0,0.0
2022-03-11 00:15:00,15470.0,15,6494108.0,71019.0,5515984.0,54589.0,0.0,0.0,0.0,689.0,53648.0,0.0,0.0,689.0,53648.0,0.0,0.0
2022-03-11 00:15:00,15471.0,15,1137414.0,15602.0,7384.0,70.0,0.0,0.0,0.0,695.0,54128.0,0.0,0.0,695.0,54128.0,0.0,0.0
2022-03-11 00:15:00,15472.0,15,4818614141.0,4193655.0,991149026.0,3276606.0,0.0,0.0,0.0,699.0,54402.0,0.0,0.0,699.0,54402.0,0.0,0.0
2022-03-11 00:15:00,15473.0,15,1370729069.0,1085751.0,144471371.0,685158.0,0.0,0.0,0.0,466.0,36222.0,0.0,0.0,466.0,36222.0,0.0,0.0
2022-03-11 00:15:00,15474.0,15,1131972.0,15531.0,3570.0,20.0,0.0,0.0,0.0,694.0,54002.0,0.0,0.0,694.0,54002.0,0.0,0.0
2022-03-11 00:15:00,15475.0,15,1136762.0,15587.0,27552.0,52.0,0.0,0.0,0.0,698.0,54322.0,0.0,0.0,698.0,54322.0,0.0,0.0
2022-03-11 00:15:00,15476.0,15,7978714.0,88177.0,4233348.0,52468.0,0.0,0.0,0.0,696.0,54162.0,0.0,0.0,696.0,54162.0,0.0,0.0
2022-03-11 00:15:00,15477.0,15,5323810.0,58099.0,1488524.0,29095.0,0.0,0.0,0.0,697.0,54242.0,0.0,0.0,697.0,54242.0,0.0,0.0
2022-03-11 00:15:00,15478.0,15,1729198631.0,1413491.0,110779000.0,783215.0,0.0,0.0,0.0,692.0,53796.0,0.0,0.0,692.0,53796.0,0.0,0.0
2022-03-11 00:15:00,15479.0,15,1133821.0,15555.0,3734.0,22.0,0.0,0.0,0.0,696.0,54162.0,0.0,0.0,696.0,54162.0,0.0,0.0
2022-03-11 00:15:00,15480.0,15,5911236.0,65197.0,2120296.0,34231.0,0.0,0.0,0.0,697.0,54196.0,0.0,0.0,697.0,54196.0,0.0,0.0
2022-03-11 00:15:00,15481.0,15,4557084221.0,3847082.0,447745816.0,2875836.0,0.0,0.0,0.0,697.0,54242.0,0.0,0.0,697.0,54242.0,0.0,0.0
2022-03-11 00:15:00,15482.0,15,3119060965.0,2690301.0,386675642.0,1971720.0,0.0,0.0,0.0,687.0,53442.0,0.0,0.0,687.0,53442.0,0.0,0.0
2022-03-11 00:15:00,15483.0,15,1510375.0,20726.0,4506.0,32.0,0.0,0.0,0.0,925.0,71976.0,0.0,0.0,925.0,71976.0,0.0,0.0
2022-03-11 00:15:00,15484.0,15,1133454.0,15551.0,3733.0,22.0,0.0,0.0,0.0,697.0,54196.0,0.0,0.0,697.0,54196.0,0.0,0.0
2022-03-11 00:15:00,15485.0,15,2685914473.0,2283942.0,329928358.0,1484843.0,0.0,0.0,0.0,696.0,54162.0,0.0,0.0,696.0,54162.0,0.0,0.0
2022-03-11 00:15:00,15486.0,15,527705656.0,445254.0,44914978.0,246790.0,0.0,0.0,0.0,930.0,72330.0,0.0,0.0,930.0,72330.0,0.0,0.0
2022-03-11 00:15:00,15487.0,15,146347703.0,132598.0,50956265.0,100699.0,0.0,0.0,0.0,696.0,54162.0,0.0,0.0,696.0,54162.0,0.0,0.0
2022-03-11 00:15:00,15488.0,15,3181376237.0,2531476.0,244631393.0,1476976.0,0.0,0.0,0.0,693.0,53922.0,0.0,0.0,693.0,53922.0,0.0,0.0
2022-03-11 00:15:00,15489.0,15,2709847449.0,2326232.0,347162347.0,1734302.0,0.0,1.0,2.0,700.0,54436.0,0.0,0.0,700.0,54436.0,0.0,0.0
2022-03-11 00:15:00,15490.0,15,4119160.0,45711.0,1690936.0,25040.0,0.0,0.0,0.0,465.0,36188.0,0.0,0.0,465.0,36188.0,0.0,0.0
2022-03-11 00:15:00,15491.0,15,1132512.0,15538.0,3570.0,20.0,0.0,0.0,0.0,696.0,54162.0,0.0,0.0,696.0,54162.0,0.0,0.0
2022-03-11 00:15:00,15492.0,15,755863.0,10366.0,3407.0,18.0,0.0,0.0,0.0,465.0,36188.0,0.0,0.0,465.0,36188.0,0.0,0.0
2022-03-11 00:15:00,15493.0,15,1135711.0,15581.0,5559.0,46.0,0.0,0.0,0.0,697.0,54196.0,0.0,0.0,697.0,54196.0,0.0,0.0
2022-03-11 00:15:00,15494.0,15,1137158.0,15600.0,7284.0,69.0,0.0,0.0,0.0,696.0,54116.0,0.0,0.0,696.0,54116.0,0.0,0.0
2022-03-11 00:15:00,15495.0,15,1133881.0,15556.0,3735.0,22.0,0.0,0.0,0.0,697.0,54242.0,0.0,0.0,697.0,54242.0,0.0,0.0
2022-03-11 00:15:00,15496.0,15,2265828.0,25541.0,1006856.0,14025.0,0.0,0.0,0.0,695.0,54128.0,0.0,0.0,695.0,54128.0,0.0,0.0
2022-03-11 00:15:00,15497.0,15,1133051.0,15546.0,3096.0,14.0,0.0,0.0,0.0,698.0,54276.0,0.0,0.0,698.0,54276.0,0.0,0.0
2022-03-11 00:15:00,15498.0,15,10796868.0,122398.0,7734260.0,80311.0,0.0,0.0,0.0,694.0,53956.0,0.0,0.0,694.0,53956.0,0.0,0.0
2022-03-11 00:15:00,15499.0,15,1137212.0,15600.0,7077.0,66.0,0.0,0.0,0.0,698.0,54322.0,0.0,0.0,698.0,54322.0,0.0,0.0
2022-03-11 00:15:00,15500.0,15,1133449.0,15551.0,3570.0,20.0,0.0,0.0,0.0,697.0,54242.0,0.0,0.0,697.0,54242.0,0.0,0.0
2022-03-11 00:15:00,15501.0,15,9631432.0,107757.0,5951292.0,67478.0,0.0,0.0,0.0,699.0,54356.0,0.0,0.0,699.0,54356.0,0.0,0.0
2022-03-11 00:15:00,15502.0,15,2057202695.0,1717926.0,259445038.0,1133905.0,0.0,0.0,0.0,691.0,53670.0,0.0,0.0,691.0,53670.0,0.0,0.0
2022-03-11 00:15:00,15503.0,15,1124760.0,15429.0,6992.0,65.0,0.0,0.0,0.0,693.0,53922.0,0.0,0.0,693.0,53922.0,0.0,0.0
2022-03-11 00:15:00,15504.0,15,6365380.0,71047.0,5161804.0,51149.0,0.0,0.0,0.0,698.0,54276.0,0.0,0.0,698.0,54276.0,0.0,0.0
2022-03-11 00:15:00,15505.0,15,4344123538.0,3738522.0,567600664.0,2835552.0,0.0,0.0,0.0,700.0,54436.0,0.0,0.0,700.0,54436.0,0.0,0.0
2022-03-11 00:15:00,15506.0,15,2127666109.0,1749706.0,199741969.0,1047705.0,0.0,0.0,0.0,698.0,54322.0,0.0,0.0,698.0,54322.0,0.0,0.0
2022-03-11 00:15:00,15507.0,15,2940400.0,33565.0,1615868.0,20051.0,0.0,0.0,0.0,690.0,53728.0,0.0,0.0,690.0,53728.0,0.0,0.0
2022-03-11 00:15:00,15508.0,15,731132148.0,639027.0,111806754.0,312976.0,0.0,0.0,0.0,698.0,54322.0,0.0,0.0,698.0,54322.0,0.0,0.0
2022-03-11 00:15:00,15509.0,15,3822979178.0,3265225.0,443356701.0,2395690.0,0.0,0.0,0.0,695.0,54128.0,0.0,0.0,695.0,54128.0,0.0,0.0
2022-03-11 00:15:00,15510.0,15,1120517.0,15372.0,7306.0,69.0,0.0,0.0,0.0,689.0,53602.0,0.0,0.0,689.0,53602.0,0.0,0.0
2022-03-11 00:15:00,15511.0,15,5300106.0,58295.0,1591272.0,29545.0,0.0,0.0,0.0,696.0,54162.0,0.0,0.0,696.0,54162.0,0.0,0.0
2022-03-11 00:15:00,15512.0,15,5203202.0,59157.0,4094092.0,41117.0,0.0,0.0,0.0,695.0,54082.0,0.0,0.0,695.0,54082.0,0.0,0.0
2022-03-11 00:30:00,15456.0,15,3157002.0,36425.0,2017032.0,22565.0,0.0,0.0,0.0,697.0,54242.0,0.0,0.0,697.0,54242.0,0.0,0.0
2022-03-11 00:30:00,15457.0,15,2601180562.0,2256686.0,420777316.0,1362273.0,0.0,0.0,0.0,697.0,54242.0,0.0,0.0,697.0,54242.0,0.0,0.0
2022-03-11 00:30:00,15458.0,15,1136849.0,15596.0,6998.0,65.0,0.0,0.0,0.0,697.0,54196.0,0.0,0.0,697.0,54196.0,0.0,0.0
2022-03-11 00:30:00,15459.0,15,203734454.0,167928.0,19297699.0,80964.0,0.0,0.0,0.0,464.0,36108.0,0.0,0.0,464.0,36108.0,0.0,0.0
2022-03-11 00:30:00,15460.0,15,1075199482.0,891803.0,108877330.0,609552.0,0.0,0.0,0.0,697.0,54196.0,0.0,0.0,697.0,54196.0,0.0,0.0
2022-03-11 00:30:00,15461.0,15,5056504.0,55925.0,1714676.0,29186.0,0.0,0.0,0.0,699.0,54356.0,0.0,0.0,699.0,54356.0,0.0,0.0
2022-03-11 00:30:00,15462.0,15,5284168238.0,4788160.0,832660837.0,3568692.0,0.0,0.0,0.0,698.0,54322.0,0.0,0.0,698.0,54322.0,0.0,0.0
2022-03-11 00:30:00,15463.0,15,5630422.0,63245.0,2180460.0,33793.0,0.0,0.0,0.0,696.0,54162.0,0.0,0.0,696.0,54162.0,0.0,0.0
2022-03-11 00:30:00,15464.0,15,9019908.0,100983.0,5749536.0,64016.0,0.0,0.0,0.0,697.0,54196.0,0.0,0.0,697.0,54196.0,0.0,0.0
2022-03-11 00:30:00,15465.0,15,8559564.0,94725.0,5225280.0,58627.0,0.0,0.0,0.0,697.0,54288.0,0.0,0.0,697.0,54288.0,0.0,0.0
2022-03-11 00:30:00,15466.0,15,4200530.0,48309.0,3085252.0,32065.0,0.0,0.0,0.0,696.0,54162.0,0.0,0.0,696.0,54162.0,0.0,0.0
2022-03-11 00:30:00,15467.0,15,1133523.0,15552.0,3733.0,22.0,0.0,0.0,0.0,694.0,53956.0,0.0,0.0,694.0,53956.0,0.0,0.0
2022-03-11 00:30:00,15468.0,15,3410394.0,39312.0,2577424.0,25623.0,0.0,0.0,0.0,697.0,54242.0,0.0,0.0,697.0,54242.0,0.0,0.0
2022-03-11 00:30:00,15469.0,15,1135853.0,15582.0,5558.0,46.0,0.0,0.0,0.0,700.0,54482.0,0.0,0.0,700.0,54482.0,0.0,0.0
2022-03-11 00:30:00,15470.0,15,6157664.0,67665.0,5423044.0,52665.0,0.0,0.0,0.0,684.0,53156.0,0.0,0.0,684.0,53156.0,0.0,0.0
2022-03-11 00:30:00,15471.0,15,1135648.0,15579.0,6928.0,64.0,0.0,0.0,0.0,695.0,54082.0,0.0,0.0,695.0,54082.0,0.0,0.0
2022-03-11 00:30:00,15472.0,15,3872870452.0,3372797.0,740607161.0,2617400.0,0.0,0.0,0.0,694.0,53956.0,0.0,0.0,694.0,53956.0,0.0,0.0
2022-03-11 00:30:00,15473.0,15,953618691.0,816346.0,73013621.0,533331.0,0.0,0.0,0.0,696.0,54116.0,0.0,0.0,696.0,54116.0,0.0,0.0
2022-03-11 00:30:00,15474.0,15,1132666.0,15540.0,3734.0,22.0,0.0,0.0,0.0,695.0,54036.0,0.0,0.0,695.0,54036.0,0.0,0.0
2022-03-11 00:30:00,15475.0,15,1133400.0,15550.0,3735.0,22.0,0.0,0.0,0.0,694.0,54002.0,0.0,0.0,694.0,54002.0,0.0,0.0
2022-03-11 00:30:00,15476.0,15,7350574.0,82025.0,3962584.0,48855.0,0.0,0.0,0.0,698.0,54322.0,0.0,0.0,698.0,54322.0,0.0,0.0
2022-03-11 00:30:00,15477.0,15,4880704.0,53315.0,1391916.0,26825.0,0.0,0.0,0.0,699.0,54356.0,0.0,0.0,699.0,54356.0,0.0,0.0
2022-03-11 00:30:00,15478.0,15,521886817.0,453737.0,33648707.0,222769.0,0.0,0.0,0.0,695.0,54082.0,0.0,0.0,695.0,54082.0,0.0,0.0
2022-03-11 00:30:00,15479.0,15,1135595.0,15568.0,10147.0,39.0,0.0,0.0,0.0,697.0,54242.0,0.0,0.0,697.0,54242.0,0.0,0.0
2022-03-11 00:30:00,15480.0,15,5452148.0,60349.0,2067864.0,31936.0,0.0,0.0,0.0,698.0,54368.0,0.0,0.0,698.0,54368.0,0.0,0.0
2022-03-11 00:30:00,15481.0,15,4249197645.0,3512006.0,524950069.0,2690754.0,0.0,0.0,0.0,695.0,54082.0,0.0,0.0,695.0,54082.0,0.0,0.0
2022-03-11 00:30:00,15482.0,15,3507503522.0,2966461.0,409956951.0,1980420.0,0.0,0.0,0.0,679.0,52894.0,0.0,0.0,679.0,52894.0,0.0,0.0
2022-03-11 00:30:00,15483.0,15,1133111.0,15547.0,3044.0,13.0,0.0,0.0,0.0,698.0,54276.0,0.0,0.0,698.0,54276.0,0.0,0.0
2022-03-11 00:30:00,15484.0,15,1133108.0,15546.0,3733.0,22.0,0.0,0.0,0.0,693.0,53922.0,0.0,0.0,693.0,53922.0,0.0,0.0
