table_catalog,table_schema,table_name,column_name,ordinal_position,column_default,is_nullable,data_type,character_maximum_length,character_octet_length,numeric_precision,numeric_precision_radix,numeric_scale,datetime_precision,interval_type,interval_precision,character_set_catalog,character_set_schema,character_set_name,collation_catalog,collation_schema,collation_name,domain_catalog,domain_schema,domain_name,udt_catalog,udt_schema,udt_name,scope_catalog,scope_schema,scope_name,maximum_cardinality,dtd_identifier,is_self_referencing,is_identity,identity_generation,identity_start,identity_increment,identity_maximum,identity_minimum,identity_cycle,is_generated,generation_expression,is_updatable
postgres,public,hourly_huawei_bsc6900gsm_1275069420,1282411397,13,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,13,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069420,1282411394,14,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,14,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069420,1277269417,15,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,15,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069420,1277269419,16,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,16,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069420,1277269418,17,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,17,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069420,1277269441,18,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,18,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069420,1277269437,19,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,19,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069420,1277269438,20,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,20,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069420,1277269439,21,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,21,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069420,1277269420,22,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,22,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069420,1277269421,23,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,23,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069420,1277269422,24,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,24,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069420,1277269423,25,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,25,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069420,1277269424,26,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,26,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069420,1277269425,27,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,27,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069420,1277269426,28,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,28,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069420,1277269427,29,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,29,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069420,1277269428,30,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,30,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069420,1277269429,31,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,31,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069420,1277269430,32,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,32,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069420,1277269431,33,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,33,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069420,1277269432,34,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,34,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069420,1277269433,35,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,35,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069420,1277269434,36,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,36,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069420,1277269442,37,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,37,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069420,1277269443,38,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,38,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069420,1277269447,39,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,39,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069420,1277269449,40,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,40,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069420,1277869417,41,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,41,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069420,1277869418,42,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,42,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069420,1277869419,43,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,43,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069420,1278069417,44,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,44,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069420,1278069418,45,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,45,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069420,1278069419,46,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,46,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069420,1278069420,47,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,47,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069420,1278069421,48,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,48,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069420,1278069422,49,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,49,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069420,1279870420,50,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,50,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069420,1279870421,51,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,51,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069420,1279870422,52,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,52,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069420,1279869421,53,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,53,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069420,1279869422,54,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,54,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069420,1279869423,55,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,55,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069420,1279870423,56,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,56,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069420,1279869424,57,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,57,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069420,1279869425,58,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,58,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069420,1282411392,59,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,59,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069420,1282411393,60,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,60,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069420,1279869430,61,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,61,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069420,1279869420,62,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,62,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069420,1279870418,63,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,63,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069420,1279869417,64,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,64,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069420,1279869427,65,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,65,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069420,1279869429,66,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,66,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069420,1282423788,67,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,67,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069420,1282423789,68,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,68,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069420,1282432598,69,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,69,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069420,1282432498,70,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,70,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,hourly_huawei_bsc6900gsm_1275069420,1282435898,71,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,71,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,huawei_d_reported_objects,sk_object,1,nextval('d_reported_objects_sk_object_seq'::regclass),NO,integer,,,32.0,2.0,0.0,,,,,,,,,,,,,postgres,pg_catalog,int4,,,,,1,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,huawei_d_reported_objects,object,2,,NO,character varying,500.0,2000.0,,,,,,,,,,,,,,,,postgres,pg_catalog,varchar,,,,,2,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,huawei_d_reported_objects,objecttypeid,3,,NO,character varying,300.0,1200.0,,,,,,,,,,,,,,,,postgres,pg_catalog,varchar,,,,,3,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,huawei_d_reported_objects,duration,4,,NO,character varying,20.0,80.0,,,,,,,,,,,,,,,,postgres,pg_catalog,varchar,,,,,4,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,huawei_d_reported_objects,userlabel,5,,NO,character varying,500.0,2000.0,,,,,,,,,,,,,,,,postgres,pg_catalog,varchar,,,,,5,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,huawei_d_reported_objects,is_connected,6,1,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,6,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,huawei_d_reported_objects,is_included_in_validation,7,1,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,7,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,huawei_d_reported_objects,dwh_created,8,CURRENT_TIMESTAMP,YES,timestamp without time zone,,,,,,6.0,,,,,,,,,,,,postgres,pg_catalog,timestamp,,,,,8,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,huawei_d_reported_objects,dwh_last_modified,9,CURRENT_TIMESTAMP,YES,timestamp without time zone,,,,,,6.0,,,,,,,,,,,,postgres,pg_catalog,timestamp,,,,,9,NO,NO,,,,,,NO,NEVER,,YES
postgres,pg_catalog,pg_available_extension_versions,name,1,,YES,name,,,,,,,,,,,,postgres,pg_catalog,C,,,,postgres,pg_catalog,name,,,,,1,NO,NO,,,,,,NO,NEVER,,NO
postgres,pg_catalog,pg_available_extension_versions,version,2,,YES,text,,1073741824.0,,,,,,,,,,,,,,,,postgres,pg_catalog,text,,,,,2,NO,NO,,,,,,NO,NEVER,,NO
postgres,pg_catalog,pg_available_extension_versions,installed,3,,YES,boolean,,,,,,,,,,,,,,,,,,postgres,pg_catalog,bool,,,,,3,NO,NO,,,,,,NO,NEVER,,NO
postgres,pg_catalog,pg_available_extension_versions,superuser,4,,YES,boolean,,,,,,,,,,,,,,,,,,postgres,pg_catalog,bool,,,,,4,NO,NO,,,,,,NO,NEVER,,NO
postgres,pg_catalog,pg_available_extension_versions,trusted,5,,YES,boolean,,,,,,,,,,,,,,,,,,postgres,pg_catalog,bool,,,,,5,NO,NO,,,,,,NO,NEVER,,NO
postgres,pg_catalog,pg_available_extension_versions,relocatable,6,,YES,boolean,,,,,,,,,,,,,,,,,,postgres,pg_catalog,bool,,,,,6,NO,NO,,,,,,NO,NEVER,,NO
postgres,pg_catalog,pg_available_extension_versions,schema,7,,YES,name,,,,,,,,,,,,postgres,pg_catalog,C,,,,postgres,pg_catalog,name,,,,,7,NO,NO,,,,,,NO,NEVER,,NO
postgres,pg_catalog,pg_available_extension_versions,requires,8,,YES,ARRAY,,,,,,,,,,,,postgres,pg_catalog,C,,,,postgres,pg_catalog,_name,,,,,8,NO,NO,,,,,,NO,NEVER,,NO
postgres,pg_catalog,pg_available_extension_versions,comment,9,,YES,text,,1073741824.0,,,,,,,,,,,,,,,,postgres,pg_catalog,text,,,,,9,NO,NO,,,,,,NO,NEVER,,NO
postgres,public,det_huawei_bsc6900gsm_67109020,begintime,1,,NO,timestamp without time zone,,,,,,6.0,,,,,,,,,,,,postgres,pg_catalog,timestamp,,,,,1,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,det_huawei_bsc6900gsm_67109020,sk_object,4,,NO,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,4,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,det_huawei_bsc6900gsm_67109020,67194363,5,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,5,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,det_huawei_bsc6900gsm_67109020,67194364,6,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,6,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,det_huawei_bsc6900gsm_67109020,67194365,7,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,7,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,det_huawei_bsc6900gsm_67109020,67194368,8,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,8,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,det_huawei_bsc6900gsm_67109020,67194369,9,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,9,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,det_huawei_bsc6900gsm_67109020,67194370,10,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,10,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,det_huawei_bsc6900gsm_67109020,67194371,11,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,11,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,det_huawei_bsc6900gsm_67109020,67194372,12,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,12,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,det_huawei_bsc6900gsm_67109020,67194373,13,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,13,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,det_huawei_bsc6900gsm_67109020,67194374,14,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,14,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,det_huawei_bsc6900gsm_67109020,67204393,15,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,15,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,det_huawei_bsc6900gsm_67109020,67204394,16,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,16,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,det_huawei_bsc6900gsm_67109020,67204395,17,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,17,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,det_huawei_bsc6900gsm_67109020,67204396,18,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,18,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,det_huawei_bsc6900gsm_67109020,67204764,19,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,19,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,det_huawei_bsc6900gsm_67109020,67204765,20,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,20,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,det_huawei_bsc6900gsm_67109020,73441531,21,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,21,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,det_huawei_bsc6900gsm_67109020,73441532,22,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,22,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,det_huawei_bsc6900gsm_67109020,duration,24,'PT3600S'::character varying,YES,character varying,20.0,80.0,,,,,,,,,,,,,,,,postgres,pg_catalog,varchar,,,,,24,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,det_huawei_bsc6900gsm_67109007,begintime,1,,NO,timestamp without time zone,,,,,,6.0,,,,,,,,,,,,postgres,pg_catalog,timestamp,,,,,1,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,det_huawei_bsc6900gsm_67109007,sk_object,4,,NO,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,4,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,det_huawei_bsc6900gsm_67109007,67184352,5,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,5,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,det_huawei_bsc6900gsm_67109007,67191610,6,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,6,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,det_huawei_bsc6900gsm_67109007,67191611,7,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,7,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,det_huawei_bsc6900gsm_67109007,67191612,8,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,8,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,det_huawei_bsc6900gsm_67109007,67191613,9,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,9,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,det_huawei_bsc6900gsm_67109007,67191614,10,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,10,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,det_huawei_bsc6900gsm_67109007,67191615,11,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,11,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,det_huawei_bsc6900gsm_67109007,67191616,12,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,12,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,det_huawei_bsc6900gsm_67109007,67191617,13,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,13,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,det_huawei_bsc6900gsm_67109007,67191618,14,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,14,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,det_huawei_bsc6900gsm_67109007,67191619,15,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,15,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,det_huawei_bsc6900gsm_67109007,67192144,16,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,16,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,det_huawei_bsc6900gsm_67109007,73403174,17,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,17,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,det_huawei_bsc6900gsm_67109007,73403175,18,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,18,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,det_huawei_bsc6900gsm_67109007,73423484,19,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,19,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,det_huawei_bsc6900gsm_67109007,73453368,20,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,20,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,det_huawei_bsc6900gsm_67109007,73463289,21,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,21,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,det_huawei_bsc6900gsm_67109007,duration,23,'PT3600S'::character varying,YES,character varying,20.0,80.0,,,,,,,,,,,,,,,,postgres,pg_catalog,varchar,,,,,23,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,det_huawei_bsc6900gsm_67109016,begintime,1,,NO,timestamp without time zone,,,,,,6.0,,,,,,,,,,,,postgres,pg_catalog,timestamp,,,,,1,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,det_huawei_bsc6900gsm_67109016,sk_object,4,,NO,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,4,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,det_huawei_bsc6900gsm_67109016,67194090,5,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,5,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,det_huawei_bsc6900gsm_67109016,67194091,6,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,6,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,det_huawei_bsc6900gsm_67109016,67194092,7,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,7,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,det_huawei_bsc6900gsm_67109016,67194093,8,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,8,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,det_huawei_bsc6900gsm_67109016,67194094,9,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,9,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,det_huawei_bsc6900gsm_67109016,67194095,10,,YES,numeric,,,,10.0,,,,,,,,,,,,,,postgres,pg_catalog,numeric,,,,,10,NO,NO,,,,,,NO,NEVER,,YES
postgres,public,det_huawei_bsc6900gsm_67109016,duration,12,'PT3600S'::character varying,YES,character varying,20.0,80.0,,,,,,,,,,,,,,,,postgres,pg_catalog,varchar,,,,,12,NO,NO,,,,,,NO,NEVER,,YES
postgres,pg_catalog,pg_user_mapping,oid,1,,NO,oid,,,,,,,,,,,,,,,,,,postgres,pg_catalog,oid,,,,,1,NO,NO,,,,,,NO,NEVER,,YES
postgres,pg_catalog,pg_user_mapping,umuser,2,,NO,oid,,,,,,,,,,,,,,,,,,postgres,pg_catalog,oid,,,,,2,NO,NO,,,,,,NO,NEVER,,YES
postgres,pg_catalog,pg_user_mapping,umserver,3,,NO,oid,,,,,,,,,,,,,,,,,,postgres,pg_catalog,oid,,,,,3,NO,NO,,,,,,NO,NEVER,,YES
