node_id,node_name,tech,domain,type,vendor,lat,long,azimuth,Zone,district,region
104,G_Lamin 2,2G,Radio,site,Huawei,13.387227,-16.637169,150,GBA,Kombo North,Western Region
104,G_Lamin 2,2G,Radio,site,Huawei,13.387227,-16.637169,270,GBA,Kombo North,Western Region
105,G_Banjul Hope Street,2G,Radio,site,Huawei,13.45518,-16.579537,0,GBA,Banjul,Banjul
105,G_Banjul Hope Street,2G,Radio,site,Huawei,13.45518,-16.579537,120,GBA,Banjul,Banjul
105,G_Banjul Hope Street,2G,Radio,site,Huawei,13.45518,-16.579537,240,GBA,Banjul,Banjul
106,G_Farato 2,2G,Radio,site,Huawei,13.31827,-16.659674,0,GBA,Kombo North,Western Region
106,G_Farato 2,2G,Radio,site,Huawei,13.31827,-16.659674,110,GBA,Kombo North,Western Region
106,G_Farato 2,2G,Radio,site,Huawei,13.31827,-16.659674,190,GBA,Kombo North,Western Region
107,G_Brikama Sanchaba,2G,Radio,site,Huawei,13.26667,-16.636266,45,GBA,Kombo Central,Western Region
107,G_Brikama Sanchaba,2G,Radio,site,Huawei,13.26667,-16.636266,110,GBA,Kombo Central,Western Region
107,G_Brikama Sanchaba,2G,Radio,site,Huawei,13.26667,-16.636266,180,GBA,Kombo Central,Western Region
108,G_Brufut Medina,2G,Radio,site,Huawei,13.374471,-16.766777,65,GBA,Kombo East,Western Region
108,G_Brufut Medina,2G,Radio,site,Huawei,13.374471,-16.766777,210,GBA,Kombo East,Western Region
108,G_Brufut Medina,2G,Radio,site,Huawei,13.374471,-16.766777,335,GBA,Kombo East,Western Region
109,G_Kunkujang Keitaya,2G,Radio,site,Huawei,13.38308,-16.671482,0,GBA,Kombo North,Western Region
109,G_Kunkujang Keitaya,2G,Radio,site,Huawei,13.38308,-16.671482,120,GBA,Kombo North,Western Region
109,G_Kunkujang Keitaya,2G,Radio,site,Huawei,13.38308,-16.671482,240,GBA,Kombo North,Western Region
110,G_Lamin Babylon,2G,Radio,site,Huawei,13.352107,-16.628316,15,GBA,Kombo North,Western Region
110,G_Lamin Babylon,2G,Radio,site,Huawei,13.352107,-16.628316,138,GBA,Kombo North,Western Region
110,G_Lamin Babylon,2G,Radio,site,Huawei,13.352107,-16.628316,253,GBA,Kombo North,Western Region
111,G_LK Sabiji Market,2G,Radio,site,Huawei,13.414763,-16.673953,85,GBA,Kanifing,Kanifing Municipality
111,G_LK Sabiji Market,2G,Radio,site,Huawei,13.414763,-16.673953,190,GBA,Kanifing,Kanifing Municipality
111,G_LK Sabiji Market,2G,Radio,site,Huawei,13.414763,-16.673953,325,GBA,Kanifing,Kanifing Municipality
112,G_Sukuta 2,2G,Radio,site,Huawei,13.405242,-16.711958,60,GBA,Kombo North,Western Region
112,G_Sukuta 2,2G,Radio,site,Huawei,13.405242,-16.711958,180,GBA,Kombo North,Western Region
112,G_Sukuta 2,2G,Radio,site,Huawei,13.405242,-16.711958,300,GBA,Kombo North,Western Region
113,G_Jalambang,2G,Radio,site,Huawei,13.284791,-16.683275,0,GBA,Kombo Central,Western Region
113,G_Jalambang,2G,Radio,site,Huawei,13.284791,-16.683275,140,GBA,Kombo Central,Western Region
113,G_Jalambang,2G,Radio,site,Huawei,13.284791,-16.683275,230,GBA,Kombo Central,Western Region
114,G_Jabang,2G,Radio,site,Huawei,13.363692,-16.712418,60,GBA,Kombo North,Western Region
11,L18_Dippa Kunda_11,4G,Radio,cell,Huawei,,,,,,
114,G_Jabang,2G,Radio,site,Huawei,13.363692,-16.712418,220,GBA,Kombo North,Western Region
114,G_Jabang,2G,Radio,site,Huawei,13.363692,-16.712418,300,GBA,Kombo North,Western Region
115,G_Kanifing Estate,2G,Radio,site,Huawei,13.454845,-16.670718,0,GBA,Kanifing,Kanifing Municipality
115,G_Kanifing Estate,2G,Radio,site,Huawei,13.454845,-16.670718,120,GBA,Kanifing,Kanifing Municipality
115,G_Kanifing Estate,2G,Radio,site,Huawei,13.454845,-16.670718,240,GBA,Kanifing,Kanifing Municipality
116,G_Kerr Seringe,2G,Radio,site,Huawei,13.428288,-16.725166,49,GBA,Kombo North,Western Region
116,G_Kerr Seringe,2G,Radio,site,Huawei,13.428288,-16.725166,160,GBA,Kombo North,Western Region
116,G_Kerr Seringe,2G,Radio,site,Huawei,13.428288,-16.725166,263,GBA,Kombo North,Western Region
117,G_LK School,2G,Radio,site,Huawei,13.449622,-16.681927,108,GBA,Kanifing,Kanifing Municipality
117,G_LK School,2G,Radio,site,Huawei,13.449622,-16.681927,225,GBA,Kanifing,Kanifing Municipality
117,G_LK School,2G,Radio,site,Huawei,13.449622,-16.681927,350,GBA,Kanifing,Kanifing Municipality
118,G_Califonia,2G,Radio,site,Huawei,13.382105,-16.73226,60,GBA,Kombo North,Western Region
118,G_Califonia,2G,Radio,site,Huawei,13.382105,-16.73226,150,GBA,Kombo North,Western Region
118,G_Califonia,2G,Radio,site,Huawei,13.382105,-16.73226,240,GBA,Kombo North,Western Region
119,G_Mamuda,2G,Radio,site,Huawei,13.30083,-16.727552,70,GBA,Kombo South,Western Region
119,G_Mamuda,2G,Radio,site,Huawei,13.30083,-16.727552,195,GBA,Kombo South,Western Region
119,G_Mamuda,2G,Radio,site,Huawei,13.30083,-16.727552,305,GBA,Kombo South,Western Region
120,G_Tujereng Estate,2G,Radio,site,Huawei,13.292919,-16.78291,80,GBA,Kombo South,Western Region
120,G_Tujereng Estate,2G,Radio,site,Huawei,13.292919,-16.78291,190,GBA,Kombo South,Western Region
120,G_Tujereng Estate,2G,Radio,site,Huawei,13.292919,-16.78291,305,GBA,Kombo South,Western Region
121,G_Brufut_Nema,2G,Radio,site,Huawei,13.395149,-16.741104,40,GBA,Kombo North,Western Region
121,G_Brufut_Nema,2G,Radio,site,Huawei,13.395149,-16.741104,180,GBA,Kombo North,Western Region
121,G_Brufut_Nema,2G,Radio,site,Huawei,13.395149,-16.741104,270,GBA,Kombo North,Western Region
122,G_Latriya,2G,Radio,site,Huawei,13.329909,-16.707367,110,GBA,Kombo North,Western Region
122,G_Latriya,2G,Radio,site,Huawei,13.329909,-16.707367,240,GBA,Kombo North,Western Region
122,G_Latriya,2G,Radio,site,Huawei,13.329909,-16.707367,350,GBA,Kombo North,Western Region
123,G_Old Yundum 3,2G,Radio,site,Huawei,13.36629,-16.698078,57,GBA,Kombo North,Western Region
123,G_Old Yundum 3,2G,Radio,site,Huawei,13.36629,-16.698078,165,GBA,Kombo North,Western Region
123,G_Old Yundum 3,2G,Radio,site,Huawei,13.36629,-16.698078,301,GBA,Kombo North,Western Region
124,G_Sanchaba Touba,2G,Radio,site,Huawei,13.431632,-16.705403,40,GBA,Kombo North,Western Region
124,G_Sanchaba Touba,2G,Radio,site,Huawei,13.431632,-16.705403,130,GBA,Kombo North,Western Region
124,G_Sanchaba Touba,2G,Radio,site,Huawei,13.431632,-16.705403,250,GBA,Kombo North,Western Region
125,G_Sinchu Sorry,2G,Radio,site,Huawei,13.384708,-16.690123,5,GBA,Kombo North,Western Region
125,G_Sinchu Sorry,2G,Radio,site,Huawei,13.384708,-16.690123,125,GBA,Kombo North,Western Region
125,G_Sinchu Sorry,2G,Radio,site,Huawei,13.384708,-16.690123,245,GBA,Kombo North,Western Region
126,G_Welingara,2G,Radio,site,Huawei,13.402477,-16.665657,10,GBA,Kanifing,Kanifing Municipality
126,G_Welingara,2G,Radio,site,Huawei,13.402477,-16.665657,130,GBA,Kanifing,Kanifing Municipality
126,G_Welingara,2G,Radio,site,Huawei,13.402477,-16.665657,240,GBA,Kanifing,Kanifing Municipality
127,G_Yundum Medina,2G,Radio,site,Huawei,13.356411,-16.679857,15,GBA,Kombo North,Western Region
127,G_Yundum Medina,2G,Radio,site,Huawei,13.356411,-16.679857,120,GBA,Kombo North,Western Region
127,G_Yundum Medina,2G,Radio,site,Huawei,13.356411,-16.679857,255,GBA,Kombo North,Western Region
128,G_Bakau Newtown,2G,Radio,site,Huawei,13.473304,-16.684997,40,GBA,Kanifing,Kanifing Municipality
128,G_Bakau Newtown,2G,Radio,site,Huawei,13.473304,-16.684997,170,GBA,Kanifing,Kanifing Municipality
128,G_Bakau Newtown,2G,Radio,site,Huawei,13.473304,-16.684997,260,GBA,Kanifing,Kanifing Municipality
129,G_GTMI,2G,Radio,site,Huawei,13.4633,-16.6777,40,GBA,Kanifing,Kanifing Municipality
129,G_GTMI,2G,Radio,site,Huawei,13.4633,-16.6777,140,GBA,Kanifing,Kanifing Municipality
129,G_GTMI,2G,Radio,site,Huawei,13.4633,-16.6777,280,GBA,Kanifing,Kanifing Municipality
130,G_Kololi-Palma Junction,2G,Radio,site,Huawei,13.450964,-16.711972,115,GBA,Kanifing,Kanifing Municipality
130,G_Kololi-Palma Junction,2G,Radio,site,Huawei,13.450964,-16.711972,210,GBA,Kanifing,Kanifing Municipality
130,G_Kololi-Palma Junction,2G,Radio,site,Huawei,13.450964,-16.711972,325,GBA,Kanifing,Kanifing Municipality
131,G_Yuna,2G,Radio,site,Huawei,13.346569,-16.727217,0,GBA,Kombo North,Western Region
131,G_Yuna,2G,Radio,site,Huawei,13.346569,-16.727217,120,GBA,Kombo North,Western Region
131,G_Yuna,2G,Radio,site,Huawei,13.346569,-16.727217,240,GBA,Kombo North,Western Region
132,G_Lamin Daranka,2G,Radio,site,Huawei,13.378986,-16.632254,15,GBA,Kombo North,Western Region
132,G_Lamin Daranka,2G,Radio,site,Huawei,13.378986,-16.632254,150,GBA,Kombo North,Western Region
132,G_Lamin Daranka,2G,Radio,site,Huawei,13.378986,-16.632254,255,GBA,Kombo North,Western Region
133,G_Manjai,2G,Radio,site,Huawei,13.449818,-16.699864,105,GBA,Kanifing,Kanifing Municipality
133,G_Manjai,2G,Radio,site,Huawei,13.449818,-16.699864,210,GBA,Kanifing,Kanifing Municipality
133,G_Manjai,2G,Radio,site,Huawei,13.449818,-16.699864,290,GBA,Kanifing,Kanifing Municipality
134,G_Busumbala 4,2G,Radio,site,Huawei,13.322172,-16.649661,12,GBA,Kombo North,Western Region
134,G_Busumbala 4,2G,Radio,site,Huawei,13.322172,-16.649661,128,GBA,Kombo North,Western Region
134,G_Busumbala 4,2G,Radio,site,Huawei,13.322172,-16.649661,240,GBA,Kombo North,Western Region
135,G_Lamin Sateyba,2G,Radio,site,Huawei,13.390692,-16.638504,90,GBA,Kombo North,Western Region
135,G_Lamin Sateyba,2G,Radio,site,Huawei,13.390692,-16.638504,202,GBA,Kombo North,Western Region
135,G_Lamin Sateyba,2G,Radio,site,Huawei,13.390692,-16.638504,300,GBA,Kombo North,Western Region
136,G_Banjulinding,2G,Radio,site,Huawei,13.378188,-16.661955,100,GBA,Kombo North,Western Region
136,G_Banjulinding,2G,Radio,site,Huawei,13.378188,-16.661955,216,GBA,Kombo North,Western Region
136,G_Banjulinding,2G,Radio,site,Huawei,13.378188,-16.661955,346,GBA,Kombo North,Western Region
137,G_Bijilo II,2G,Radio,site,Huawei,13.415244,-16.715273,27,GBA,Kombo North,Western Region
137,G_Bijilo II,2G,Radio,site,Huawei,13.415244,-16.715273,140,GBA,Kombo North,Western Region
137,G_Bijilo II,2G,Radio,site,Huawei,13.415244,-16.715273,265,GBA,Kombo North,Western Region
94,G_Gouygui Market,2G,Radio,site,Huawei,13.345562,-16.689922,70,GBA,Kombo North,Western Region
94,G_Gouygui Market,2G,Radio,site,Huawei,13.345562,-16.689922,199,GBA,Kombo North,Western Region
94,G_Gouygui Market,2G,Radio,site,Huawei,13.345562,-16.689922,328,GBA,Kombo North,Western Region
138,G_Gunjur 2,2G,Radio,site,Huawei,13.179227,-16.757647,90,GBA,Kombo South,Western Region
138,G_Gunjur 2,2G,Radio,site,Huawei,13.179227,-16.757647,260,GBA,Kombo South,Western Region
138,G_Gunjur 2,2G,Radio,site,Huawei,13.179227,-16.757647,330,GBA,Kombo South,Western Region
139,G_Sanyang 2,2G,Radio,site,Huawei,13.26792,-16.753997,10,GBA,Kombo South,Western Region
139,G_Sanyang 2,2G,Radio,site,Huawei,13.26792,-16.753997,180,GBA,Kombo South,Western Region
139,G_Sanyang 2,2G,Radio,site,Huawei,13.26792,-16.753997,265,GBA,Kombo South,Western Region
140,G_Brusubi 2,2G,Radio,site,Huawei,13.399941,-16.732439,60,GBA,Kombo North,Western Region
140,G_Brusubi 2,2G,Radio,site,Huawei,13.399941,-16.732439,180,GBA,Kombo North,Western Region
140,G_Brusubi 2,2G,Radio,site,Huawei,13.399941,-16.732439,300,GBA,Kombo North,Western Region
141,G_Busumbala 3,2G,Radio,site,Huawei,13.322111,-16.677615,30,GBA,Kombo North,Western Region
141,G_Busumbala 3,2G,Radio,site,Huawei,13.322111,-16.677615,149,GBA,Kombo North,Western Region
141,G_Busumbala 3,2G,Radio,site,Huawei,13.322111,-16.677615,251,GBA,Kombo North,Western Region
142,G_Brikama Jamisa II,2G,Radio,site,Huawei,13.27063,-16.664241,110,GBA,Kombo Central,Western Region
142,G_Brikama Jamisa II,2G,Radio,site,Huawei,13.27063,-16.664241,210,GBA,Kombo Central,Western Region
142,G_Brikama Jamisa II,2G,Radio,site,Huawei,13.27063,-16.664241,280,GBA,Kombo Central,Western Region
143,G_Lamin Sanchaba,2G,Radio,site,Huawei,13.381143,-16.651904,30,GBA,Kombo North,Western Region
143,G_Lamin Sanchaba,2G,Radio,site,Huawei,13.381143,-16.651904,100,GBA,Kombo North,Western Region
143,G_Lamin Sanchaba,2G,Radio,site,Huawei,13.381143,-16.651904,230,GBA,Kombo North,Western Region
144,G_Yundum Medina II,2G,Radio,site,Huawei,13.348298,-16.677543,0,GBA,Kombo North,Western Region
144,G_Yundum Medina II,2G,Radio,site,Huawei,13.348298,-16.677543,120,GBA,Kombo North,Western Region
144,G_Yundum Medina II,2G,Radio,site,Huawei,13.348298,-16.677543,240,GBA,Kombo North,Western Region
145,G_Sinchu Alagie 2,2G,Radio,site,Huawei,13.375224,-16.682885,0,GBA,Kombo North,Western Region
145,G_Sinchu Alagie 2,2G,Radio,site,Huawei,13.375224,-16.682885,120,GBA,Kombo North,Western Region
145,G_Sinchu Alagie 2,2G,Radio,site,Huawei,13.375224,-16.682885,240,GBA,Kombo North,Western Region
146,G_Allunghari,2G,Radio,site,Huawei,13.314534,-14.234234,65,Rural,Fuladou East,Upper River Region
146,G_Allunghari,2G,Radio,site,Huawei,13.314534,-14.234234,170,Rural,Fuladou East,Upper River Region
146,G_Allunghari,2G,Radio,site,Huawei,13.314534,-14.234234,290,Rural,Fuladou East,Upper River Region
147,G_Brufut TAF Estate,2G,Radio,site,Huawei,13.388248,-16.761083,60,GBA,Kombo North,Western Region
147,G_Brufut TAF Estate,2G,Radio,site,Huawei,13.388248,-16.761083,130,GBA,Kombo North,Western Region
147,G_Brufut TAF Estate,2G,Radio,site,Huawei,13.388248,-16.761083,220,GBA,Kombo North,Western Region
148,G_Mansajang,2G,Radio,site,Huawei,13.300362,-14.212259,60,Rural,Fuladou East,Upper River Region
148,G_Mansajang,2G,Radio,site,Huawei,13.300362,-14.212259,150,Rural,Fuladou East,Upper River Region
148,G_Mansajang,2G,Radio,site,Huawei,13.300362,-14.212259,300,Rural,Fuladou East,Upper River Region
,BSC,2G,Radio,BSC,Huawei,,,,,,
1,L07_Nemasu II_1,4G,Radio,cell,Huawei,13.407845,-16.698915,45,GBA,Kombo North,Western Region
2,L07_Nemasu II_2,4G,Radio,cell,Huawei,13.407845,-16.698915,120,GBA,Kombo North,Western Region
3,L07_Nemasu II_3,4G,Radio,cell,Huawei,13.407845,-16.698915,245,GBA,Kombo North,Western Region
4,L18_Nemasu II_4,4G,Radio,cell,Huawei,13.407845,-16.698915,45,GBA,Kombo North,Western Region
5,L18_Nemasu II_5,4G,Radio,cell,Huawei,13.407845,-16.698915,120,GBA,Kombo North,Western Region
6,L18_Nemasu II_6,4G,Radio,cell,Huawei,13.407845,-16.698915,245,GBA,Kombo North,Western Region
7,L21_Nemasu II_7,4G,Radio,cell,Huawei,13.407845,-16.698915,45,GBA,Kombo North,Western Region
8,L21_Nemasu II_8,4G,Radio,cell,Huawei,13.407845,-16.698915,120,GBA,Kombo North,Western Region
9,L21_Nemasu II_9,4G,Radio,cell,Huawei,13.407845,-16.698915,245,GBA,Kombo North,Western Region
10,L18_Nemasu II_10,4G,Radio,cell,Huawei,13.407845,-16.698915,45,GBA,Kombo North,Western Region
11,L18_Nemasu II_11,4G,Radio,cell,Huawei,13.407845,-16.698915,120,GBA,Kombo North,Western Region
12,L18_Nemasu II_12,4G,Radio,cell,Huawei,13.407845,-16.698915,245,GBA,Kombo North,Western Region
1,L07_Mansakonko_1,4G,Radio,cell,Huawei,13.455152,-15.535005,70,Rural,Mansakonko,Lower River Region
2,L07_Mansakonko_2,4G,Radio,cell,Huawei,13.455152,-15.535005,140,Rural,Mansakonko,Lower River Region
3,L07_Mansakonko_3,4G,Radio,cell,Huawei,13.455152,-15.535005,240,Rural,Mansakonko,Lower River Region
4,L18_Mansakonko_4,4G,Radio,cell,Huawei,13.455152,-15.535005,70,Rural,Mansakonko,Lower River Region
5,L18_Mansakonko_5,4G,Radio,cell,Huawei,13.455152,-15.535005,140,Rural,Mansakonko,Lower River Region
6,L18_Mansakonko_6,4G,Radio,cell,Huawei,13.455152,-15.535005,240,Rural,Mansakonko,Lower River Region
7,L21_Mansakonko_7,4G,Radio,cell,Huawei,13.455152,-15.535005,70,Rural,Mansakonko,Lower River Region
8,L21_Mansakonko_8,4G,Radio,cell,Huawei,13.455152,-15.535005,140,Rural,Mansakonko,Lower River Region
9,L21_Mansakonko_9,4G,Radio,cell,Huawei,13.455152,-15.535005,240,Rural,Mansakonko,Lower River Region
10,L18_Mansakonko_10,4G,Radio,cell,Huawei,13.455152,-15.535005,70,Rural,Mansakonko,Lower River Region
11,L18_Mansakonko_11,4G,Radio,cell,Huawei,13.455152,-15.535005,140,Rural,Mansakonko,Lower River Region
12,L18_Mansakonko_12,4G,Radio,cell,Huawei,13.455152,-15.535005,240,Rural,Mansakonko,Lower River Region
1,L07_Sheraton_1,4G,Radio,cell,Huawei,13.395622,-16.753732,60,GBA,Kombo North,Western Region
2,L07_Sheraton_2,4G,Radio,cell,Huawei,13.395622,-16.753732,140,GBA,Kombo North,Western Region
3,L07_Sheraton_3,4G,Radio,cell,Huawei,13.395622,-16.753732,220,GBA,Kombo North,Western Region
4,L18_Sheraton_4,4G,Radio,cell,Huawei,13.395622,-16.753732,60,GBA,Kombo North,Western Region
5,L18_Sheraton_5,4G,Radio,cell,Huawei,13.395622,-16.753732,140,GBA,Kombo North,Western Region
6,L18_Sheraton_6,4G,Radio,cell,Huawei,13.395622,-16.753732,220,GBA,Kombo North,Western Region
7,L21_Sheraton_7,4G,Radio,cell,Huawei,13.395622,-16.753732,60,GBA,Kombo North,Western Region
8,L21_Sheraton_8,4G,Radio,cell,Huawei,13.395622,-16.753732,140,GBA,Kombo North,Western Region
9,L21_Sheraton_9,4G,Radio,cell,Huawei,13.395622,-16.753732,220,GBA,Kombo North,Western Region
1,L07_Sukuta_1,4G,Radio,cell,Huawei,13.419277,-16.705192,50,GBA,Kombo North,Western Region
2,L07_Sukuta_2,4G,Radio,cell,Huawei,13.419277,-16.705192,170,GBA,Kombo North,Western Region
3,L07_Sukuta_3,4G,Radio,cell,Huawei,13.419277,-16.705192,290,GBA,Kombo North,Western Region
4,L18_Sukuta_4,4G,Radio,cell,Huawei,13.419277,-16.705192,50,GBA,Kombo North,Western Region
5,L18_Sukuta_5,4G,Radio,cell,Huawei,13.419277,-16.705192,170,GBA,Kombo North,Western Region
6,L18_Sukuta_6,4G,Radio,cell,Huawei,13.419277,-16.705192,290,GBA,Kombo North,Western Region
7,L21_Sukuta_7,4G,Radio,cell,Huawei,13.419277,-16.705192,50,GBA,Kombo North,Western Region
8,L21_Sukuta_8,4G,Radio,cell,Huawei,13.419277,-16.705192,170,GBA,Kombo North,Western Region
9,L21_Sukuta_9,4G,Radio,cell,Huawei,13.419277,-16.705192,290,GBA,Kombo North,Western Region
10,L18_Sukuta_10,4G,Radio,cell,Huawei,13.419277,-16.705192,50,GBA,Kombo North,Western Region
11,L18_Sukuta_11,4G,Radio,cell,Huawei,13.419277,-16.705192,170,GBA,Kombo North,Western Region
12,L18_Sukuta_12,4G,Radio,cell,Huawei,13.419277,-16.705192,290,GBA,Kombo North,Western Region
1,L07_Pakali Ba_1,4G,Radio,cell,Huawei,,,,,,
2,L07_Pakali Ba_2,4G,Radio,cell,Huawei,,,,,,
3,L07_Pakali Ba_3,4G,Radio,cell,Huawei,,,,,,
4,L18_Pakali Ba_4,4G,Radio,cell,Huawei,,,,,,
5,L18_Pakali Ba_5,4G,Radio,cell,Huawei,,,,,,
6,L18_Pakali Ba_6,4G,Radio,cell,Huawei,,,,,,
1,L07_kalaji_1,4G,Radio,cell,Huawei,,,,,,
2,L07_Kalaji_2,4G,Radio,cell,Huawei,13.248927,-15.834784,250,Rural,Foni Jarrol,Western Region
3,L07_Kalaji_3,4G,Radio,cell,Huawei,13.248927,-15.834784,350,Rural,Foni Jarrol,Western Region
4,L18_Kalaji_4,4G,Radio,cell,Huawei,13.248927,-15.834784,160,Rural,Foni Jarrol,Western Region
5,L18_Kalaji_5,4G,Radio,cell,Huawei,13.248927,-15.834784,250,Rural,Foni Jarrol,Western Region
6,L18_Kalaji_6,4G,Radio,cell,Huawei,13.248927,-15.834784,350,Rural,Foni Jarrol,Western Region
1,L07_Kwenilla_1,4G,Radio,cell,Huawei,13.396557,-15.793325,80,Rural,Kiang Central,Lower River Region
2,L07_Kwenilla_2,4G,Radio,cell,Huawei,13.396557,-15.793325,230,Rural,Kiang Central,Lower River Region
3,L07_Kwenilla_3,4G,Radio,cell,Huawei,13.396557,-15.793325,340,Rural,Kiang Central,Lower River Region
4,L18_Kwenilla_4,4G,Radio,cell,Huawei,13.396557,-15.793325,80,Rural,Kiang Central,Lower River Region
5,L18_Kwenilla_5,4G,Radio,cell,Huawei,13.396557,-15.793325,230,Rural,Kiang Central,Lower River Region
6,L18_Kwenilla_6,4G,Radio,cell,Huawei,13.396557,-15.793325,340,Rural,Kiang Central,Lower River Region
1,L07_Kanilai Village_1,4G,Radio,cell,Huawei,13.167975,-16.010147,60,Rural,Foni Kansala,Western Region
2,L07_Kanilai Village_2,4G,Radio,cell,Huawei,13.167975,-16.010147,230,Rural,Foni Kansala,Western Region
3,L07_Kanilai Village_3,4G,Radio,cell,Huawei,13.167975,-16.010147,330,Rural,Foni Kansala,Western Region
4,L18_Kanilai Village_4,4G,Radio,cell,Huawei,13.167975,-16.010147,60,Rural,Foni Kansala,Western Region
5,L18_Kanilai Village_5,4G,Radio,cell,Huawei,13.167975,-16.010147,230,Rural,Foni Kansala,Western Region
6,L18_Kanilai Village_6,4G,Radio,cell,Huawei,13.167975,-16.010147,330,Rural,Foni Kansala,Western Region
1,L07_Ndugu Kebbeh_1,4G,Radio,cell,Huawei,13.542507,-16.319659,120,Rural,Lower Niumi,North Bank Region
2,L07_Ndugu Kebbeh_2,4G,Radio,cell,Huawei,13.542507,-16.319659,230,Rural,Lower Niumi,North Bank Region
3,L07_Ndugu Kebbeh_3,4G,Radio,cell,Huawei,13.542507,-16.319659,330,Rural,Lower Niumi,North Bank Region
4,L18_Ndugu Kebbeh_4,4G,Radio,cell,Huawei,13.542507,-16.319659,120,Rural,Lower Niumi,North Bank Region
5,L18_Ndugu Kebbeh_5,4G,Radio,cell,Huawei,13.542507,-16.319659,230,Rural,Lower Niumi,North Bank Region
6,L18_Ndugu Kebbeh_6,4G,Radio,cell,Huawei,13.542507,-16.319659,330,Rural,Lower Niumi,North Bank Region
10,L18_Ndugu Kebbeh_10,4G,Radio,cell,Huawei,13.542507,-16.319659,120,Rural,Lower Niumi,North Bank Region
11,L18_Ndugu Kebbeh_11,4G,Radio,cell,Huawei,13.542507,-16.319659,230,Rural,Lower Niumi,North Bank Region
12,L18_Ndugu Kebbeh_12,4G,Radio,cell,Huawei,13.542507,-16.319659,330,Rural,Lower Niumi,North Bank Region
1,L07_Sibanor_1,4G,Radio,cell,Huawei,13.207006,-16.191847,80,Rural,Foni Brefet,Western Region
2,L07_Sibanor_2,4G,Radio,cell,Huawei,13.207006,-16.191847,170,Rural,Foni Brefet,Western Region
3,L07_Sibanor_3,4G,Radio,cell,Huawei,13.207006,-16.191847,270,Rural,Foni Brefet,Western Region
4,L18_Sibanor_4,4G,Radio,cell,Huawei,13.207006,-16.191847,80,Rural,Foni Brefet,Western Region
5,L18_Sibanor_5,4G,Radio,cell,Huawei,13.207006,-16.191847,170,Rural,Foni Brefet,Western Region
6,L18_Sibanor_6,4G,Radio,cell,Huawei,13.207006,-16.191847,270,Rural,Foni Brefet,Western Region
1,L07_Mariama Kunda_1,4G,Radio,cell,Huawei,13.36486,-16.729403,120,GBA,Kombo North,Western Region
2,L07_Mariama Kunda_2,4G,Radio,cell,Huawei,13.36486,-16.729403,240,GBA,Kombo North,Western Region
3,L07_Mariama Kunda_3,4G,Radio,cell,Huawei,13.36486,-16.729403,340,GBA,Kombo North,Western Region
4,L18_Mariama Kunda_4,4G,Radio,cell,Huawei,13.36486,-16.729403,120,GBA,Kombo North,Western Region
5,L18_Mariama Kunda_5,4G,Radio,cell,Huawei,13.36486,-16.729403,240,GBA,Kombo North,Western Region
6,L18_Mariama Kunda_6,4G,Radio,cell,Huawei,13.36486,-16.729403,340,GBA,Kombo North,Western Region
7,L21_Mariama Kunda_7,4G,Radio,cell,Huawei,13.36486,-16.729403,120,GBA,Kombo North,Western Region
8,L21_Mariama Kunda_8,4G,Radio,cell,Huawei,13.36486,-16.729403,240,GBA,Kombo North,Western Region
9,L21_Mariama Kunda_9,4G,Radio,cell,Huawei,13.36486,-16.729403,340,GBA,Kombo North,Western Region
10,L18_Mariama Kunda_10,4G,Radio,cell,Huawei,13.36486,-16.729403,120,GBA,Kombo North,Western Region
11,L18_Mariama Kunda_11,4G,Radio,cell,Huawei,13.36486,-16.729403,240,GBA,Kombo North,Western Region
12,L18_Mariama Kunda_12,4G,Radio,cell,Huawei,13.36486,-16.729403,340,GBA,Kombo North,Western Region
1,L07_Kartong_1,4G,Radio,cell,Huawei,13.097707,-16.761586,20,GBA,Kombo South,Western Region
2,L07_Kartong_2,4G,Radio,cell,Huawei,13.097707,-16.761586,90,GBA,Kombo South,Western Region
3,L07_Kartong_3,4G,Radio,cell,Huawei,13.097707,-16.761586,160,GBA,Kombo South,Western Region
4,L18_Kartong_4,4G,Radio,cell,Huawei,13.097707,-16.761586,20,GBA,Kombo South,Western Region
5,L18_Kartong_5,4G,Radio,cell,Huawei,13.097707,-16.761586,90,GBA,Kombo South,Western Region
6,L18_Kartong_6,4G,Radio,cell,Huawei,13.097707,-16.761586,160,GBA,Kombo South,Western Region
7,L21_Kartong_7,4G,Radio,cell,Huawei,13.097707,-16.761586,20,GBA,Kombo South,Western Region
8,L21_Kartong_8,4G,Radio,cell,Huawei,13.097707,-16.761586,90,GBA,Kombo South,Western Region
9,L21_Kartong_9,4G,Radio,cell,Huawei,13.097707,-16.761586,160,GBA,Kombo South,Western Region
1,L07_Marakissa_1,4G,Radio,cell,Huawei,13.216425,-16.648561,50,GBA,Kombo Central,Western Region
2,L07_Marakissa_2,4G,Radio,cell,Huawei,13.216425,-16.648561,160,GBA,Kombo Central,Western Region
3,L07_Marakissa_3,4G,Radio,cell,Huawei,13.216425,-16.648561,240,GBA,Kombo Central,Western Region
4,L18_Marakissa_4,4G,Radio,cell,Huawei,13.216425,-16.648561,50,GBA,Kombo Central,Western Region
5,L18_Marakissa_5,4G,Radio,cell,Huawei,13.216425,-16.648561,160,GBA,Kombo Central,Western Region
6,L18_Marakissa_6,4G,Radio,cell,Huawei,13.216425,-16.648561,240,GBA,Kombo Central,Western Region
