begintime,duration,object,20000110,20000111,20000112,20000113,20000114,20000115,20000116,20000117,20000118,20000119,20000120,20000121,20000122,20000123,20000124,20000125,20000126,20000127,20000128,20000129,20000130,20000131,20000132,20000133,20000134,20000135,20000136
2021-09-26 21:15:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM001,ManagedElement=1,Equipment=1,Subrack=1,DownlinkBaseBandPool=1",,908.0,0.0,,,,,,,,900.0,,,,,,,,,,,,,,,2100.0,
2021-09-26 21:15:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM001,ManagedElement=1,Equipment=1,Subrack=1,DownlinkBaseBandPool=3",,302.0,0.0,,,,,,,,900.0,,,,,,,,,,,,,,,661.0,
2021-09-26 20:00:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM002,ManagedElement=1,Equipment=1,Subrack=1,DownlinkBaseBandPool=1",,1028.0,0.0,,,,,,,,900.0,,,,,,,,,,,,,,,1807.0,
2021-09-26 20:00:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM002,ManagedElement=1,Equipment=1,Subrack=1,DownlinkBaseBandPool=3",,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,
2021-09-26 21:15:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM002,ManagedElement=1,Equipment=1,Subrack=1,DownlinkBaseBandPool=1",,750.0,0.0,,,,,,,,900.0,,,,,,,,,,,,,,,2005.0,
2021-09-26 21:15:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM002,ManagedElement=1,Equipment=1,Subrack=1,DownlinkBaseBandPool=3",,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,
2021-09-26 20:15:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM001,ManagedElement=1,Equipment=1,Subrack=1,DownlinkBaseBandPool=1",,925.0,0.0,,,,,,,,900.0,,,,,,,,,,,,,,,2500.0,
2021-09-26 20:15:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM001,ManagedElement=1,Equipment=1,Subrack=1,DownlinkBaseBandPool=3",,416.0,0.0,,,,,,,,900.0,,,,,,,,,,,,,,,1213.0,
2021-09-26 20:15:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM002,ManagedElement=1,Equipment=1,Subrack=1,DownlinkBaseBandPool=1",,990.0,0.0,,,,,,,,900.0,,,,,,,,,,,,,,,2031.0,
2021-09-26 20:15:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM002,ManagedElement=1,Equipment=1,Subrack=1,DownlinkBaseBandPool=3",,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,
2021-09-26 21:30:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM001,ManagedElement=1,Equipment=1,Subrack=1,DownlinkBaseBandPool=1",,926.0,0.0,,,,,,,,900.0,,,,,,,,,,,,,,,2099.0,
2021-09-26 21:30:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM001,ManagedElement=1,Equipment=1,Subrack=1,DownlinkBaseBandPool=3",,325.0,0.0,,,,,,,,900.0,,,,,,,,,,,,,,,820.0,
2021-09-26 21:30:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM002,ManagedElement=1,Equipment=1,Subrack=1,DownlinkBaseBandPool=1",,763.0,0.0,,,,,,,,900.0,,,,,,,,,,,,,,,1315.0,
2021-09-26 21:30:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM002,ManagedElement=1,Equipment=1,Subrack=1,DownlinkBaseBandPool=3",,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,
2021-09-26 20:30:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM001,ManagedElement=1,Equipment=1,Subrack=1,DownlinkBaseBandPool=1",,1044.0,0.0,,,,,,,,900.0,,,,,,,,,,,,,,,2799.0,
2021-09-26 20:30:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM001,ManagedElement=1,Equipment=1,Subrack=1,DownlinkBaseBandPool=3",,356.0,0.0,,,,,,,,900.0,,,,,,,,,,,,,,,842.0,
2021-09-26 21:45:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM001,ManagedElement=1,Equipment=1,Subrack=1,DownlinkBaseBandPool=1",,777.0,0.0,,,,,,,,900.0,,,,,,,,,,,,,,,1708.0,
2021-09-26 21:45:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM001,ManagedElement=1,Equipment=1,Subrack=1,DownlinkBaseBandPool=3",,185.0,0.0,,,,,,,,900.0,,,,,,,,,,,,,,,300.0,
2021-09-26 21:45:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM002,ManagedElement=1,Equipment=1,Subrack=1,DownlinkBaseBandPool=1",,692.0,0.0,,,,,,,,900.0,,,,,,,,,,,,,,,1324.0,
2021-09-26 21:45:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM002,ManagedElement=1,Equipment=1,Subrack=1,DownlinkBaseBandPool=3",,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,
2021-09-26 22:00:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM001,ManagedElement=1,Equipment=1,Subrack=1,DownlinkBaseBandPool=1",,788.0,0.0,,,,,,,,900.0,,,,,,,,,,,,,,,1694.0,
2021-09-26 22:00:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM001,ManagedElement=1,Equipment=1,Subrack=1,DownlinkBaseBandPool=3",,298.0,0.0,,,,,,,,900.0,,,,,,,,,,,,,,,539.0,
2021-09-26 22:00:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM002,ManagedElement=1,Equipment=1,Subrack=1,DownlinkBaseBandPool=1",,782.0,0.0,,,,,,,,900.0,,,,,,,,,,,,,,,1233.0,
2021-09-26 22:00:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM002,ManagedElement=1,Equipment=1,Subrack=1,DownlinkBaseBandPool=3",,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,
2021-09-26 22:15:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM001,ManagedElement=1,Equipment=1,Subrack=1,DownlinkBaseBandPool=1",,818.0,0.0,,,,,,,,900.0,,,,,,,,,,,,,,,1611.0,
2021-09-26 22:15:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM001,ManagedElement=1,Equipment=1,Subrack=1,DownlinkBaseBandPool=3",,298.0,0.0,,,,,,,,900.0,,,,,,,,,,,,,,,419.0,
2021-09-26 22:15:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM002,ManagedElement=1,Equipment=1,Subrack=1,DownlinkBaseBandPool=1",,738.0,0.0,,,,,,,,900.0,,,,,,,,,,,,,,,1455.0,
2021-09-26 22:15:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM002,ManagedElement=1,Equipment=1,Subrack=1,DownlinkBaseBandPool=3",,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,
2021-09-26 22:30:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM001,ManagedElement=1,Equipment=1,Subrack=1,DownlinkBaseBandPool=1",,796.0,0.0,,,,,,,,900.0,,,,,,,,,,,,,,,1507.0,
2021-09-26 22:30:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM001,ManagedElement=1,Equipment=1,Subrack=1,DownlinkBaseBandPool=3",,263.0,0.0,,,,,,,,900.0,,,,,,,,,,,,,,,414.0,
2021-09-26 22:30:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM002,ManagedElement=1,Equipment=1,Subrack=1,DownlinkBaseBandPool=1",,693.0,0.0,,,,,,,,900.0,,,,,,,,,,,,,,,1248.0,
2021-09-26 22:30:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM002,ManagedElement=1,Equipment=1,Subrack=1,DownlinkBaseBandPool=3",,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,
2021-09-26 22:45:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM001,ManagedElement=1,Equipment=1,Subrack=1,DownlinkBaseBandPool=1",,704.0,0.0,,,,,,,,900.0,,,,,,,,,,,,,,,1433.0,
2021-09-26 22:45:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM001,ManagedElement=1,Equipment=1,Subrack=1,DownlinkBaseBandPool=3",,222.0,0.0,,,,,,,,900.0,,,,,,,,,,,,,,,519.0,
2021-09-26 22:45:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM002,ManagedElement=1,Equipment=1,Subrack=1,DownlinkBaseBandPool=1",,610.0,0.0,,,,,,,,900.0,,,,,,,,,,,,,,,998.0,
2021-09-26 22:45:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM002,ManagedElement=1,Equipment=1,Subrack=1,DownlinkBaseBandPool=3",,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,
