begintime,ne_name,ne_type,vendor,integrity,ifInOctets,ifInPackets,ifOutOctets,id
2022-03-11,"MRBTS-5090,TNLSVC-1,TNL-1,IPNO-1,IPIF-3",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,100.0,317619792230.0,280604268.0,49044059603.0,48
2022-03-11,"MRBTS-5091,TNLSVC-1,TNL-1,IPNO-1,IPIF-1",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,100.0,109002902.0,1496012.0,6672057.0,49
2022-03-11,"MRBTS-5091,TNLSVC-1,TNL-1,IPNO-1,IPIF-2",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,100.0,787034440.0,8766916.0,296427476.0,50
2022-03-11,"MRBTS-5091,TNLSVC-1,TNL-1,IPNO-1,IPIF-3",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,100.0,76808798806.0,64974982.0,8619874215.0,51
2022-03-11,"MRBTS-5102,TNLSVC-1,TNL-1,IPNO-1,IPIF-1",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,100.0,109438534.0,1501914.0,6778073.0,52
2022-03-11,"MRBTS-5102,TNLSVC-1,TNL-1,IPNO-1,IPIF-2",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,100.0,738666718.0,8081560.0,251489784.0,53
2022-03-11,"MRBTS-5102,TNLSVC-1,TNL-1,IPNO-1,IPIF-3",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,100.0,53572473639.0,48001420.0,10958682501.0,54
2022-03-11,"MRBTS-5200,TNLSVC-1,TNL-1,IPNO-1,IPIF-1",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,45.45,98727430.0,1355156.0,18395263.0,55
2022-03-11,"MRBTS-5200,TNLSVC-1,TNL-1,IPNO-1,IPIF-2",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,45.45,1149028304.0,12876913.0,790118304.0,56
2022-03-11,"MRBTS-5200,TNLSVC-1,TNL-1,IPNO-1,IPIF-3",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,45.45,411682566757.0,368488217.0,62868784535.0,57
2022-03-12,"MRBTS-5023,TNLSVC-1,TNL-1,IPNO-1,IPIF-1",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,100.0,109059988.0,1495871.0,13964462.0,58
2022-03-12,"MRBTS-5023,TNLSVC-1,TNL-1,IPNO-1,IPIF-2",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,100.0,1334087728.0,14220613.0,883911536.0,59
2022-03-12,"MRBTS-5023,TNLSVC-1,TNL-1,IPNO-1,IPIF-3",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,100.0,348923851173.0,307476510.0,53921216806.0,60
2022-03-12,"MRBTS-5044,TNLSVC-1,TNL-1,IPNO-1,IPIF-1",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,100.0,106446858.0,1460199.0,13778739.0,61
2022-03-12,"MRBTS-5044,TNLSVC-1,TNL-1,IPNO-1,IPIF-2",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,100.0,843698954.0,9043398.0,714911328.0,62
2022-03-12,"MRBTS-5044,TNLSVC-1,TNL-1,IPNO-1,IPIF-3",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,100.0,376788444301.0,329405078.0,54463152246.0,63
2022-03-12,"MRBTS-5045,TNLSVC-1,TNL-1,IPNO-1,IPIF-1",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,100.0,107692254.0,1477477.0,13493291.0,64
2022-03-12,"MRBTS-5045,TNLSVC-1,TNL-1,IPNO-1,IPIF-2",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,100.0,640506682.0,7162078.0,534282496.0,65
2022-03-12,"MRBTS-5045,TNLSVC-1,TNL-1,IPNO-1,IPIF-3",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,100.0,311598256245.0,271193628.0,52321981023.0,66
2022-03-12,"MRBTS-5050,TNLSVC-1,TNL-1,IPNO-1,IPIF-1",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,97.36,103151488.0,1420812.0,75961493.0,67
2022-03-12,"MRBTS-5050,TNLSVC-1,TNL-1,IPNO-1,IPIF-2",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,97.36,348814726.0,3975607.0,196196256.0,68
2022-03-12,"MRBTS-5050,TNLSVC-1,TNL-1,IPNO-1,IPIF-3",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,97.36,136906665746.0,117306508.0,21430567449.0,69
2022-03-12,"MRBTS-5062,TNLSVC-1,TNL-1,IPNO-1,IPIF-1",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,100.0,104854396.0,1436759.0,14138858.0,70
2022-03-12,"MRBTS-5062,TNLSVC-1,TNL-1,IPNO-1,IPIF-2",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,100.0,409588686.0,4603489.0,261462740.0,71
2022-03-12,"MRBTS-5062,TNLSVC-1,TNL-1,IPNO-1,IPIF-3",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,100.0,156015810191.0,132415771.0,24373223313.0,72
2022-03-12,"MRBTS-5078,TNLSVC-1,TNL-1,IPNO-1,IPIF-1",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,100.0,109118212.0,1498257.0,12871335.0,73
2022-03-12,"MRBTS-5078,TNLSVC-1,TNL-1,IPNO-1,IPIF-2",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,100.0,1225546486.0,12970414.0,752757172.0,74
2022-03-12,"MRBTS-5078,TNLSVC-1,TNL-1,IPNO-1,IPIF-3",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,100.0,317611617070.0,277977047.0,47332487108.0,75
2022-03-12,"MRBTS-5079,TNLSVC-1,TNL-1,IPNO-1,IPIF-1",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,100.0,109121766.0,1498166.0,12715624.0,76
2022-03-12,"MRBTS-5079,TNLSVC-1,TNL-1,IPNO-1,IPIF-2",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,100.0,1025326672.0,11013264.0,537689776.0,77
2022-03-12,"MRBTS-5079,TNLSVC-1,TNL-1,IPNO-1,IPIF-3",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,100.0,204861414527.0,177129721.0,28079603065.0,78
2022-03-12,"MRBTS-5080,TNLSVC-1,TNL-1,IPNO-1,IPIF-1",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,100.0,108275428.0,1485971.0,6945449.0,79
2022-03-12,"MRBTS-5080,TNLSVC-1,TNL-1,IPNO-1,IPIF-2",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,100.0,418479814.0,4651348.0,322608596.0,80
2022-03-12,"MRBTS-5080,TNLSVC-1,TNL-1,IPNO-1,IPIF-3",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,100.0,179032387931.0,155358506.0,25518012678.0,81
2022-03-12,"MRBTS-5081,TNLSVC-1,TNL-1,IPNO-1,IPIF-1",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,100.0,109136344.0,1498446.0,13204859.0,82
2022-03-12,"MRBTS-5081,TNLSVC-1,TNL-1,IPNO-1,IPIF-2",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,100.0,1321774162.0,14303367.0,861818088.0,83
2022-03-12,"MRBTS-5081,TNLSVC-1,TNL-1,IPNO-1,IPIF-3",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,100.0,386847106537.0,351716695.0,61173169736.0,84
2022-03-12,"MRBTS-5082,TNLSVC-1,TNL-1,IPNO-1,IPIF-1",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,100.0,108902782.0,1494796.0,6464778.0,85
2022-03-12,"MRBTS-5082,TNLSVC-1,TNL-1,IPNO-1,IPIF-2",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,100.0,700147428.0,7666162.0,210039756.0,86
2022-03-12,"MRBTS-5082,TNLSVC-1,TNL-1,IPNO-1,IPIF-3",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,100.0,28989649583.0,25924844.0,5555741699.0,87
2022-03-12,"MRBTS-5083,TNLSVC-1,TNL-1,IPNO-1,IPIF-1",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,100.0,106173774.0,1456084.0,7276246.0,88
2022-03-12,"MRBTS-5083,TNLSVC-1,TNL-1,IPNO-1,IPIF-2",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,100.0,290937324.0,3247794.0,134909816.0,89
2022-03-12,"MRBTS-5083,TNLSVC-1,TNL-1,IPNO-1,IPIF-3",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,100.0,58508792103.0,49181978.0,8219637447.0,90
2022-03-12,"MRBTS-5084,TNLSVC-1,TNL-1,IPNO-1,IPIF-1",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,48.09,103527909.0,1420217.0,12430406.0,91
2022-03-12,"MRBTS-5084,TNLSVC-1,TNL-1,IPNO-1,IPIF-2",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,48.09,524883762.0,5826045.0,384686576.0,92
2022-03-12,"MRBTS-5084,TNLSVC-1,TNL-1,IPNO-1,IPIF-3",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,48.09,264316423010.0,222285138.0,33013462241.0,93
2022-03-12,"MRBTS-5085,TNLSVC-1,TNL-1,IPNO-1,IPIF-1",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,100.0,108301310.0,1485609.0,7053670.0,94
2022-03-12,"MRBTS-5085,TNLSVC-1,TNL-1,IPNO-1,IPIF-2",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,100.0,713041040.0,7828467.0,234188280.0,95
2022-03-12,"MRBTS-5085,TNLSVC-1,TNL-1,IPNO-1,IPIF-3",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,100.0,31956723598.0,27211348.0,4609661595.0,96
2022-03-12,"MRBTS-5086,TNLSVC-1,TNL-1,IPNO-1,IPIF-1",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,100.0,109151606.0,1498458.0,12875830.0,97
2022-03-12,"MRBTS-5086,TNLSVC-1,TNL-1,IPNO-1,IPIF-2",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,100.0,854443464.0,9343252.0,378136396.0,98
2022-03-12,"MRBTS-5086,TNLSVC-1,TNL-1,IPNO-1,IPIF-3",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,100.0,108076969595.0,93504623.0,12394874943.0,99
2022-03-12,"MRBTS-5089,TNLSVC-1,TNL-1,IPNO-1,IPIF-1",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,100.0,106687508.0,1463780.0,7075125.0,100
2022-03-12,"MRBTS-5089,TNLSVC-1,TNL-1,IPNO-1,IPIF-2",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,100.0,796799758.0,8764820.0,311196824.0,101
2022-03-12,"MRBTS-5089,TNLSVC-1,TNL-1,IPNO-1,IPIF-3",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,100.0,91895089461.0,80823918.0,17650785737.0,102
2022-03-12,"MRBTS-5090,TNLSVC-1,TNL-1,IPNO-1,IPIF-1",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,100.0,105373415.0,1445519.0,13406567.0,103
2022-03-12,"MRBTS-5090,TNLSVC-1,TNL-1,IPNO-1,IPIF-2",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,100.0,734478062.0,7693203.0,608400624.0,104
2022-03-12,"MRBTS-5090,TNLSVC-1,TNL-1,IPNO-1,IPIF-3",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,100.0,289720754788.0,254162353.0,39891638688.0,105
2022-03-12,"MRBTS-5091,TNLSVC-1,TNL-1,IPNO-1,IPIF-1",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,100.0,108980638.0,1495790.0,6666157.0,106
2022-03-12,"MRBTS-5091,TNLSVC-1,TNL-1,IPNO-1,IPIF-2",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,100.0,796923898.0,8878306.0,304512224.0,107
2022-03-12,"MRBTS-5091,TNLSVC-1,TNL-1,IPNO-1,IPIF-3",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,100.0,69460792964.0,59555674.0,10545732753.0,108
2022-03-12,"MRBTS-5102,TNLSVC-1,TNL-1,IPNO-1,IPIF-1",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,100.0,108984946.0,1495859.0,6634309.0,109
2022-03-12,"MRBTS-5102,TNLSVC-1,TNL-1,IPNO-1,IPIF-2",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,100.0,749186334.0,8181973.0,257894552.0,110
2022-03-12,"MRBTS-5102,TNLSVC-1,TNL-1,IPNO-1,IPIF-3",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,100.0,55635953642.0,47748745.0,7345183689.0,111
2022-03-12,"MRBTS-5200,TNLSVC-1,TNL-1,IPNO-1,IPIF-1",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,46.88,101395666.0,1391043.0,15718877.0,112
2022-03-12,"MRBTS-5200,TNLSVC-1,TNL-1,IPNO-1,IPIF-2",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,46.88,1261317960.0,14050974.0,887154728.0,113
2022-03-12,"MRBTS-5200,TNLSVC-1,TNL-1,IPNO-1,IPIF-3",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,46.88,422454640564.0,381902235.0,67573120298.0,114
2022-03-13,"MRBTS-5023,TNLSVC-1,TNL-1,IPNO-1,IPIF-1",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,100.0,108994596.0,1496386.0,13165892.0,115
2022-03-13,"MRBTS-5023,TNLSVC-1,TNL-1,IPNO-1,IPIF-2",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,100.0,1248370960.0,13279471.0,802503876.0,116
2022-03-13,"MRBTS-5023,TNLSVC-1,TNL-1,IPNO-1,IPIF-3",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,100.0,317726588364.0,281273651.0,47121964399.0,117
2022-03-13,"MRBTS-5044,TNLSVC-1,TNL-1,IPNO-1,IPIF-1",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,100.0,108177786.0,1484800.0,13268611.0,118
2022-03-13,"MRBTS-5044,TNLSVC-1,TNL-1,IPNO-1,IPIF-2",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,100.0,809177384.0,8635521.0,687529564.0,119
2022-03-13,"MRBTS-5044,TNLSVC-1,TNL-1,IPNO-1,IPIF-3",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,100.0,365123314938.0,317194893.0,54177243314.0,120
2022-03-13,"MRBTS-5045,TNLSVC-1,TNL-1,IPNO-1,IPIF-1",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,100.0,108660420.0,1490222.0,13892950.0,121
2022-03-13,"MRBTS-5045,TNLSVC-1,TNL-1,IPNO-1,IPIF-2",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,100.0,633447930.0,7067388.0,507474528.0,122
2022-03-13,"MRBTS-5045,TNLSVC-1,TNL-1,IPNO-1,IPIF-3",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,100.0,320697971224.0,279040047.0,54077424694.0,123
