begintime,sk_object,1279470417,1279470418,1279470419,1279470420,1279470421,1279470422,1279470423,duration
2022-03-10 19:00:00,7524261.0,70473782.0,84419414.0,0.0,12049102745.0,33742842149.0,19696122.0,53267165.0,PT3600S
2022-03-10 20:00:00,7524261.0,83959568.0,95332274.0,0.0,14137411050.0,36233499797.0,20986328.0,54339463.0,PT3600S
2022-03-10 21:00:00,7524261.0,85899235.0,99299885.0,0.0,14730089615.0,38680371900.0,22935639.0,62854545.0,PT3600S
2022-03-10 22:00:00,7524261.0,83649583.0,105815881.0,0.0,15136150628.0,45279156086.0,24402756.0,71979426.0,PT3600S
2022-03-10 23:00:00,7524261.0,61157536.0,88943897.0,0.0,11493612000.0,41924357481.0,21193528.0,70748000.0,PT3600S
2022-03-11 00:00:00,7524261.0,36948497.0,56900136.0,0.0,6881122687.0,27851598722.0,12930484.0,49197273.0,PT3600S
2022-03-11 01:00:00,7524261.0,21310395.0,33938538.0,0.0,3675235022.0,16699627341.0,7405170.0,31852661.0,PT3600S
2022-03-11 02:00:00,7524261.0,14642929.0,21559147.0,0.0,2452833843.0,10277009355.0,4247596.0,18327940.0,PT3600S
2022-03-11 03:00:00,7524261.0,12471828.0,18551763.0,0.0,2025987468.0,8765359656.0,3535254.0,14312319.0,PT3600S
2022-03-11 04:00:00,7524261.0,11805744.0,17333167.0,0.0,1848533371.0,8495838156.0,3345551.0,14434817.0,PT3600S
2022-03-11 06:00:00,7524261.0,24534447.0,37512696.0,0.0,4343500042.0,18452577093.0,8967122.0,36953393.0,PT3600S
2022-03-11 05:00:00,7524261.0,13951388.0,20602269.0,0.0,2272487612.0,9895891906.0,4190479.0,17316348.0,PT3600S
2022-03-11 07:00:00,7524261.0,42669336.0,60951473.0,0.0,7705185526.0,28510399318.0,12872535.0,44618322.0,PT3600S
2022-03-11 08:00:00,7524261.0,51954862.0,68147453.0,0.0,9191706392.0,30066401968.0,14640037.0,45182975.0,PT3600S
2022-03-11 09:00:00,7524261.0,57730699.0,74751255.0,0.0,10070091691.0,32056861241.0,15725475.0,48988127.0,PT3600S
2022-03-11 10:00:00,7524261.0,59621065.0,76494689.0,0.0,10408720155.0,32661115260.0,15975304.0,49144912.0,PT3600S
2022-03-11 11:00:00,7524261.0,58182736.0,74666921.0,0.0,10206535041.0,31759059324.0,15292446.0,48982823.0,PT3600S
2022-03-11 12:00:00,7524261.0,52732473.0,68346716.0,0.0,9268044223.0,28932201339.0,14628287.0,45704379.0,PT3600S
2022-03-11 13:00:00,7524261.0,46674523.0,62332130.0,0.0,8274777105.0,27243847281.0,13250582.0,43779949.0,PT3600S
2022-03-11 14:00:00,7524261.0,51720287.0,67127217.0,0.0,9088452004.0,28756685345.0,14772177.0,45037608.0,PT3600S
2022-03-11 15:00:00,7524261.0,56457724.0,70734481.0,0.0,9717294197.0,29583249423.0,15003864.0,45267069.0,PT3600S
2022-03-11 16:00:00,7524261.0,51348150.0,66062492.0,0.0,8996615312.0,27787120249.0,14513724.0,45630124.0,PT3600S
2022-03-11 17:00:00,7524261.0,52542141.0,67484353.0,0.0,9224855772.0,28798747513.0,14546082.0,45745178.0,PT3600S
2022-03-11 18:00:00,7524261.0,56629961.0,72889399.0,0.0,9993230450.0,31168514968.0,15545570.0,47449236.0,PT3600S
2022-03-11 19:00:00,7524261.0,69615785.0,84490391.0,0.0,11948442222.0,33763625303.0,19925720.0,51442438.0,PT3600S
2022-03-11 20:00:00,7524261.0,78895675.0,88759126.0,0.0,13254725740.0,33208397811.0,21812822.0,54421858.0,PT3600S
2022-03-11 21:00:00,7524261.0,85274137.0,97261697.0,0.0,14688282769.0,37472090993.0,23664927.0,64603215.0,PT3600S
