NE Name,fdn,DI,DLFREQ,HISPM,HORAD,MAXPWR,MOIndex,NODEBFUNCTIONNAME,RADIUS,ULBASEBANDEQMID,ULFREQ,ULOCELLID,className,name,neID
3G_ADONKIA,"NE=1023,NodeBLocalCell=23",0,10562,FALSE,0,448,779_23,3G_ADONKIA,29000,3,9612,23,BTS3900ULOCELL,"NodeB Function Name=3G_ADONKIA, Local Cell ID=23, Cell Name=N/A",779
3G_ADONKIA,"NE=1023,NodeBLocalCell=24",0,10713,FALSE,0,448,779_24,3G_ADONKIA,29000,0,9763,24,BTS3900ULOCELL,"NodeB Function Name=3G_ADONKIA, Local Cell ID=24, Cell Name=N/A",779
3G_ADONKIA,"NE=1023,NodeBLocalCell=25",0,10738,FALSE,0,448,779_25,3G_ADONKIA,29000,2,9788,25,BTS3900ULOCELL,"NodeB Function Name=3G_ADONKIA, Local Cell ID=25, Cell Name=N/A",779
3G_ADONKIA,"NE=1023,NodeBLocalCell=26",0,10763,FALSE,0,448,779_26,3G_ADONKIA,29000,1,9813,26,BTS3900ULOCELL,"NodeB Function Name=3G_ADONKIA, Local Cell ID=26, Cell Name=N/A",779
3G_ADONKIA,"NE=1023,NodeBLocalCell=27",0,10562,FALSE,0,448,779_27,3G_ADONKIA,29000,3,9612,27,BTS3900ULOCELL,"NodeB Function Name=3G_ADONKIA, Local Cell ID=27, Cell Name=N/A",779
3G_ADONKIA,"NE=1023,NodeBLocalCell=28",0,10713,FALSE,0,448,779_28,3G_ADONKIA,29000,0,9763,28,BTS3900ULOCELL,"NodeB Function Name=3G_ADONKIA, Local Cell ID=28, Cell Name=N/A",779
3G_ADONKIA,"NE=1023,NodeBLocalCell=29",0,10738,FALSE,0,448,779_29,3G_ADONKIA,29000,2,9788,29,BTS3900ULOCELL,"NodeB Function Name=3G_ADONKIA, Local Cell ID=29, Cell Name=N/A",779
3G_ADONKIA,"NE=1023,NodeBLocalCell=3",0,10738,FALSE,0,448,779_3,3G_ADONKIA,29000,2,9788,3,BTS3900ULOCELL,"NodeB Function Name=3G_ADONKIA, Local Cell ID=3, Cell Name=N/A",779
3G_ADONKIA,"NE=1023,NodeBLocalCell=30",0,10763,FALSE,0,448,779_30,3G_ADONKIA,29000,1,9813,30,BTS3900ULOCELL,"NodeB Function Name=3G_ADONKIA, Local Cell ID=30, Cell Name=N/A",779
3G_ADONKIA,"NE=1023,NodeBLocalCell=31",0,10562,FALSE,0,448,779_31,3G_ADONKIA,29000,3,9612,31,BTS3900ULOCELL,"NodeB Function Name=3G_ADONKIA, Local Cell ID=31, Cell Name=N/A",779
3G_ADONKIA,"NE=1023,NodeBLocalCell=4",0,10738,FALSE,0,448,779_4,3G_ADONKIA,29000,2,9788,4,BTS3900ULOCELL,"NodeB Function Name=3G_ADONKIA, Local Cell ID=4, Cell Name=N/A",779
3G_ADONKIA,"NE=1023,NodeBLocalCell=5",0,10738,FALSE,0,448,779_5,3G_ADONKIA,29000,2,9788,5,BTS3900ULOCELL,"NodeB Function Name=3G_ADONKIA, Local Cell ID=5, Cell Name=N/A",779
3G_ADONKIA,"NE=1023,NodeBLocalCell=6",0,10763,FALSE,0,448,779_6,3G_ADONKIA,29000,1,9813,6,BTS3900ULOCELL,"NodeB Function Name=3G_ADONKIA, Local Cell ID=6, Cell Name=N/A",779
3G_ADONKIA,"NE=1023,NodeBLocalCell=7",0,10763,FALSE,0,448,779_7,3G_ADONKIA,29000,1,9813,7,BTS3900ULOCELL,"NodeB Function Name=3G_ADONKIA, Local Cell ID=7, Cell Name=N/A",779
3G_ADONKIA,"NE=1023,NodeBLocalCell=8",0,10763,FALSE,0,448,779_8,3G_ADONKIA,29000,1,9813,8,BTS3900ULOCELL,"NodeB Function Name=3G_ADONKIA, Local Cell ID=8, Cell Name=N/A",779
3G_ADONKIA,"NE=1023,NodeBLocalCell=9",0,10713,FALSE,0,460,779_9,3G_ADONKIA,29000,0,9763,9,BTS3900ULOCELL,"NodeB Function Name=3G_ADONKIA, Local Cell ID=9, Cell Name=N/A",779
3G_ALKALIA,"NE=1346,ULOCELL=0_2",0,10713,FALSE,0,460,1102_2_0,3G_ALKALIA,29000,0,9763,2,BTS3900ULOCELL,"NodeB Function Name=3G_ALKALIA, Local Cell ID=2, Cell Name=N/A",1102
3G_ALKALIA,"NE=1346,ULOCELL=0_1",0,10713,FALSE,0,460,1102_1_0,3G_ALKALIA,29000,0,9763,1,BTS3900ULOCELL,"NodeB Function Name=3G_ALKALIA, Local Cell ID=1, Cell Name=N/A",1102
3G_ALKALIA,"NE=1346,ULOCELL=0_0",0,10713,FALSE,0,478,1102_0_0,3G_ALKALIA,29000,0,9763,0,BTS3900ULOCELL,"NodeB Function Name=3G_ALKALIA, Local Cell ID=0, Cell Name=N/A",1102
3G_ALLENTOWN,"NE=986,NodeBLocalCell=0",0,10713,FALSE,0,460,742_0,3G_ALLENTOWN,29000,1,9763,0,BTS3900ULOCELL,"NodeB Function Name=3G_ALLENTOWN, Local Cell ID=0, Cell Name=N/A",742
3G_ALLENTOWN,"NE=986,NodeBLocalCell=1",0,10713,FALSE,0,460,742_1,3G_ALLENTOWN,29000,1,9763,1,BTS3900ULOCELL,"NodeB Function Name=3G_ALLENTOWN, Local Cell ID=1, Cell Name=N/A",742
3G_ALLENTOWN,"NE=986,NodeBLocalCell=10",0,10738,FALSE,0,460,742_10,3G_ALLENTOWN,29000,0,9788,10,BTS3900ULOCELL,"NodeB Function Name=3G_ALLENTOWN, Local Cell ID=10, Cell Name=N/A",742
3G_ALLENTOWN,"NE=986,NodeBLocalCell=11",0,10763,FALSE,0,460,742_11,3G_ALLENTOWN,29000,2,9813,11,BTS3900ULOCELL,"NodeB Function Name=3G_ALLENTOWN, Local Cell ID=11, Cell Name=N/A",742
3G_ALLENTOWN,"NE=986,NodeBLocalCell=12",0,10713,FALSE,0,460,742_12,3G_ALLENTOWN,29000,1,9763,12,BTS3900ULOCELL,"NodeB Function Name=3G_ALLENTOWN, Local Cell ID=12, Cell Name=N/A",742
3G_ALLENTOWN,"NE=986,NodeBLocalCell=13",0,10738,FALSE,0,460,742_13,3G_ALLENTOWN,29000,0,9788,13,BTS3900ULOCELL,"NodeB Function Name=3G_ALLENTOWN, Local Cell ID=13, Cell Name=N/A",742
3G_ALLENTOWN,"NE=986,NodeBLocalCell=14",0,10763,FALSE,0,460,742_14,3G_ALLENTOWN,29000,2,9813,14,BTS3900ULOCELL,"NodeB Function Name=3G_ALLENTOWN, Local Cell ID=14, Cell Name=N/A",742
3G_ALLENTOWN,"NE=986,NodeBLocalCell=15",0,10713,FALSE,0,448,742_15,3G_ALLENTOWN,29000,1,9763,15,BTS3900ULOCELL,"NodeB Function Name=3G_ALLENTOWN, Local Cell ID=15, Cell Name=N/A",742
3G_ALLENTOWN,"NE=986,NodeBLocalCell=16",0,10738,FALSE,0,448,742_16,3G_ALLENTOWN,29000,0,9788,16,BTS3900ULOCELL,"NodeB Function Name=3G_ALLENTOWN, Local Cell ID=16, Cell Name=N/A",742
3G_ALLENTOWN,"NE=986,NodeBLocalCell=17",0,10763,FALSE,0,448,742_17,3G_ALLENTOWN,29000,2,9813,17,BTS3900ULOCELL,"NodeB Function Name=3G_ALLENTOWN, Local Cell ID=17, Cell Name=N/A",742
3G_ALLENTOWN,"NE=986,NodeBLocalCell=18",0,10562,FALSE,0,460,742_18,3G_ALLENTOWN,29000,3,9612,18,BTS3900ULOCELL,"NodeB Function Name=3G_ALLENTOWN, Local Cell ID=18, Cell Name=N/A",742
3G_ALLENTOWN,"NE=986,NodeBLocalCell=19",0,10562,FALSE,0,460,742_19,3G_ALLENTOWN,29000,3,9612,19,BTS3900ULOCELL,"NodeB Function Name=3G_ALLENTOWN, Local Cell ID=19, Cell Name=N/A",742
3G_ALLENTOWN,"NE=986,NodeBLocalCell=2",0,10713,FALSE,0,460,742_2,3G_ALLENTOWN,29000,1,9763,2,BTS3900ULOCELL,"NodeB Function Name=3G_ALLENTOWN, Local Cell ID=2, Cell Name=N/A",742
3G_ALLENTOWN,"NE=986,NodeBLocalCell=20",0,10562,FALSE,0,460,742_20,3G_ALLENTOWN,29000,3,9612,20,BTS3900ULOCELL,"NodeB Function Name=3G_ALLENTOWN, Local Cell ID=20, Cell Name=N/A",742
3G_ALLENTOWN,"NE=986,NodeBLocalCell=21",0,10562,FALSE,0,460,742_21,3G_ALLENTOWN,29000,3,9612,21,BTS3900ULOCELL,"NodeB Function Name=3G_ALLENTOWN, Local Cell ID=21, Cell Name=N/A",742
3G_ALLENTOWN,"NE=986,NodeBLocalCell=22",0,10562,FALSE,0,460,742_22,3G_ALLENTOWN,29000,3,9612,22,BTS3900ULOCELL,"NodeB Function Name=3G_ALLENTOWN, Local Cell ID=22, Cell Name=N/A",742
3G_ALLENTOWN,"NE=986,NodeBLocalCell=23",0,10562,FALSE,0,448,742_23,3G_ALLENTOWN,29000,3,9612,23,BTS3900ULOCELL,"NodeB Function Name=3G_ALLENTOWN, Local Cell ID=23, Cell Name=N/A",742
3G_ALLENTOWN,"NE=986,NodeBLocalCell=24",0,10713,FALSE,0,448,742_24,3G_ALLENTOWN,29000,1,9763,24,BTS3900ULOCELL,"NodeB Function Name=3G_ALLENTOWN, Local Cell ID=24, Cell Name=N/A",742
3G_ALLENTOWN,"NE=986,NodeBLocalCell=25",0,10738,FALSE,0,448,742_25,3G_ALLENTOWN,29000,0,9788,25,BTS3900ULOCELL,"NodeB Function Name=3G_ALLENTOWN, Local Cell ID=25, Cell Name=N/A",742
3G_ALLENTOWN,"NE=986,NodeBLocalCell=26",0,10763,FALSE,0,448,742_26,3G_ALLENTOWN,29000,2,9813,26,BTS3900ULOCELL,"NodeB Function Name=3G_ALLENTOWN, Local Cell ID=26, Cell Name=N/A",742
3G_ALLENTOWN,"NE=986,NodeBLocalCell=27",0,10562,FALSE,0,448,742_27,3G_ALLENTOWN,29000,3,9612,27,BTS3900ULOCELL,"NodeB Function Name=3G_ALLENTOWN, Local Cell ID=27, Cell Name=N/A",742
3G_ALLENTOWN,"NE=986,NodeBLocalCell=28",0,10713,FALSE,0,448,742_28,3G_ALLENTOWN,29000,1,9763,28,BTS3900ULOCELL,"NodeB Function Name=3G_ALLENTOWN, Local Cell ID=28, Cell Name=N/A",742
3G_ALLENTOWN,"NE=986,NodeBLocalCell=29",0,10738,FALSE,0,448,742_29,3G_ALLENTOWN,29000,0,9788,29,BTS3900ULOCELL,"NodeB Function Name=3G_ALLENTOWN, Local Cell ID=29, Cell Name=N/A",742
3G_ALLENTOWN,"NE=986,NodeBLocalCell=3",0,10738,FALSE,0,460,742_3,3G_ALLENTOWN,29000,0,9788,3,BTS3900ULOCELL,"NodeB Function Name=3G_ALLENTOWN, Local Cell ID=3, Cell Name=N/A",742
3G_ALLENTOWN,"NE=986,NodeBLocalCell=30",0,10763,FALSE,0,448,742_30,3G_ALLENTOWN,29000,2,9813,30,BTS3900ULOCELL,"NodeB Function Name=3G_ALLENTOWN, Local Cell ID=30, Cell Name=N/A",742
3G_ALLENTOWN,"NE=986,NodeBLocalCell=31",0,10562,FALSE,0,448,742_31,3G_ALLENTOWN,29000,3,9612,31,BTS3900ULOCELL,"NodeB Function Name=3G_ALLENTOWN, Local Cell ID=31, Cell Name=N/A",742
3G_ALLENTOWN,"NE=986,NodeBLocalCell=4",0,10738,FALSE,0,460,742_4,3G_ALLENTOWN,29000,0,9788,4,BTS3900ULOCELL,"NodeB Function Name=3G_ALLENTOWN, Local Cell ID=4, Cell Name=N/A",742
3G_ALLENTOWN,"NE=986,NodeBLocalCell=5",0,10738,FALSE,0,460,742_5,3G_ALLENTOWN,29000,0,9788,5,BTS3900ULOCELL,"NodeB Function Name=3G_ALLENTOWN, Local Cell ID=5, Cell Name=N/A",742
3G_ALLENTOWN,"NE=986,NodeBLocalCell=6",0,10763,FALSE,0,460,742_6,3G_ALLENTOWN,29000,2,9813,6,BTS3900ULOCELL,"NodeB Function Name=3G_ALLENTOWN, Local Cell ID=6, Cell Name=N/A",742
3G_ALLENTOWN,"NE=986,NodeBLocalCell=7",0,10763,FALSE,0,460,742_7,3G_ALLENTOWN,29000,2,9813,7,BTS3900ULOCELL,"NodeB Function Name=3G_ALLENTOWN, Local Cell ID=7, Cell Name=N/A",742
3G_ALLENTOWN,"NE=986,NodeBLocalCell=8",0,10763,FALSE,0,460,742_8,3G_ALLENTOWN,29000,2,9813,8,BTS3900ULOCELL,"NodeB Function Name=3G_ALLENTOWN, Local Cell ID=8, Cell Name=N/A",742
3G_ALLENTOWN,"NE=986,NodeBLocalCell=9",0,10713,FALSE,0,460,742_9,3G_ALLENTOWN,29000,1,9763,9,BTS3900ULOCELL,"NodeB Function Name=3G_ALLENTOWN, Local Cell ID=9, Cell Name=N/A",742
3G_ABERDEEN,"NE=339,NodeBLocalCell=5",0,10738,FALSE,0,460,85_5,3G_ABERDEEN,29000,1,9788,5,BTS3900ULOCELL,"NodeB Function Name=3G_ABERDEEN, Local Cell ID=5, Cell Name=N/A",85
3G_ABERDEEN,"NE=339,NodeBLocalCell=4",0,10738,FALSE,0,460,85_4,3G_ABERDEEN,29000,1,9788,4,BTS3900ULOCELL,"NodeB Function Name=3G_ABERDEEN, Local Cell ID=4, Cell Name=N/A",85
3G_ABERDEEN,"NE=339,NodeBLocalCell=3",0,10738,FALSE,0,460,85_3,3G_ABERDEEN,29000,1,9788,3,BTS3900ULOCELL,"NodeB Function Name=3G_ABERDEEN, Local Cell ID=3, Cell Name=N/A",85
3G_ABERDEEN,"NE=339,NodeBLocalCell=6",0,10763,FALSE,0,460,85_6,3G_ABERDEEN,29000,0,9813,6,BTS3900ULOCELL,"NodeB Function Name=3G_ABERDEEN, Local Cell ID=6, Cell Name=N/A",85
3G_ABERDEEN,"NE=339,NodeBLocalCell=7",0,10763,FALSE,0,460,85_7,3G_ABERDEEN,29000,0,9813,7,BTS3900ULOCELL,"NodeB Function Name=3G_ABERDEEN, Local Cell ID=7, Cell Name=N/A",85
3G_ABERDEEN,"NE=339,NodeBLocalCell=8",0,10763,FALSE,0,460,85_8,3G_ABERDEEN,29000,0,9813,8,BTS3900ULOCELL,"NodeB Function Name=3G_ABERDEEN, Local Cell ID=8, Cell Name=N/A",85
3G_ABERDEEN,"NE=339,NodeBLocalCell=2",0,10713,FALSE,0,460,85_2,3G_ABERDEEN,29000,1,9763,2,BTS3900ULOCELL,"NodeB Function Name=3G_ABERDEEN, Local Cell ID=2, Cell Name=N/A",85
3G_ABERDEEN,"NE=339,NodeBLocalCell=1",0,10713,FALSE,0,460,85_1,3G_ABERDEEN,29000,1,9763,1,BTS3900ULOCELL,"NodeB Function Name=3G_ABERDEEN, Local Cell ID=1, Cell Name=N/A",85
3G_ABERDEEN,"NE=339,NodeBLocalCell=0",0,10713,FALSE,0,460,85_0,3G_ABERDEEN,29000,1,9763,0,BTS3900ULOCELL,"NodeB Function Name=3G_ABERDEEN, Local Cell ID=0, Cell Name=N/A",85
3G_ABERDEEN,"NE=339,NodeBLocalCell=10",0,10738,FALSE,0,448,85_10,3G_ABERDEEN,29000,1,9788,10,BTS3900ULOCELL,"NodeB Function Name=3G_ABERDEEN, Local Cell ID=10, Cell Name=N/A",85
3G_ABERDEEN,"NE=339,NodeBLocalCell=11",0,10763,FALSE,0,448,85_11,3G_ABERDEEN,29000,0,9813,11,BTS3900ULOCELL,"NodeB Function Name=3G_ABERDEEN, Local Cell ID=11, Cell Name=N/A",85
3G_ABERDEEN,"NE=339,NodeBLocalCell=9",0,10713,FALSE,0,448,85_9,3G_ABERDEEN,29000,1,9763,9,BTS3900ULOCELL,"NodeB Function Name=3G_ABERDEEN, Local Cell ID=9, Cell Name=N/A",85
3G_ABERDEEN,"NE=339,NodeBLocalCell=18",0,10562,FALSE,0,460,85_18,3G_ABERDEEN,29000,0,9612,18,BTS3900ULOCELL,"NodeB Function Name=3G_ABERDEEN, Local Cell ID=18, Cell Name=N/A",85
3G_ABERDEEN,"NE=339,NodeBLocalCell=19",0,10562,FALSE,0,460,85_19,3G_ABERDEEN,29000,0,9612,19,BTS3900ULOCELL,"NodeB Function Name=3G_ABERDEEN, Local Cell ID=19, Cell Name=N/A",85
3G_ABERDEEN,"NE=339,NodeBLocalCell=20",0,10562,FALSE,0,460,85_20,3G_ABERDEEN,29000,0,9612,20,BTS3900ULOCELL,"NodeB Function Name=3G_ABERDEEN, Local Cell ID=20, Cell Name=N/A",85
3G_ABERDEEN,"NE=339,NodeBLocalCell=21",0,10562,FALSE,0,448,85_21,3G_ABERDEEN,29000,0,9612,21,BTS3900ULOCELL,"NodeB Function Name=3G_ABERDEEN, Local Cell ID=21, Cell Name=N/A",85
3G_ADAMSTREET,"NE=1071,ULOCELL=0_8",0,10763,FALSE,0,448,827_8_0,3G_ADAMSTREET,29000,0,9813,8,BTS3900ULOCELL,"NodeB Function Name=3G_ADAMSTREET, Local Cell ID=8, Cell Name=N/A",827
3G_ADAMSTREET,"NE=1071,ULOCELL=0_7",0,10763,FALSE,0,448,827_7_0,3G_ADAMSTREET,29000,0,9813,7,BTS3900ULOCELL,"NodeB Function Name=3G_ADAMSTREET, Local Cell ID=7, Cell Name=N/A",827
3G_ADAMSTREET,"NE=1071,ULOCELL=0_6",0,10763,FALSE,0,448,827_6_0,3G_ADAMSTREET,29000,0,9813,6,BTS3900ULOCELL,"NodeB Function Name=3G_ADAMSTREET, Local Cell ID=6, Cell Name=N/A",827
3G_ADAMSTREET,"NE=1071,ULOCELL=0_5",0,10738,FALSE,0,448,827_5_0,3G_ADAMSTREET,29000,0,9788,5,BTS3900ULOCELL,"NodeB Function Name=3G_ADAMSTREET, Local Cell ID=5, Cell Name=N/A",827
3G_ADAMSTREET,"NE=1071,ULOCELL=0_4",0,10738,FALSE,0,448,827_4_0,3G_ADAMSTREET,29000,0,9788,4,BTS3900ULOCELL,"NodeB Function Name=3G_ADAMSTREET, Local Cell ID=4, Cell Name=N/A",827
3G_ADAMSTREET,"NE=1071,ULOCELL=0_3",0,10738,FALSE,0,448,827_3_0,3G_ADAMSTREET,29000,0,9788,3,BTS3900ULOCELL,"NodeB Function Name=3G_ADAMSTREET, Local Cell ID=3, Cell Name=N/A",827
3G_ADAMSTREET,"NE=1071,ULOCELL=0_2",0,10713,FALSE,0,448,827_2_0,3G_ADAMSTREET,29000,0,9763,2,BTS3900ULOCELL,"NodeB Function Name=3G_ADAMSTREET, Local Cell ID=2, Cell Name=N/A",827
3G_ADAMSTREET,"NE=1071,ULOCELL=0_1",0,10713,FALSE,0,448,827_1_0,3G_ADAMSTREET,29000,0,9763,1,BTS3900ULOCELL,"NodeB Function Name=3G_ADAMSTREET, Local Cell ID=1, Cell Name=N/A",827
3G_ADAMSTREET,"NE=1071,ULOCELL=0_0",0,10713,FALSE,0,448,827_0_0,3G_ADAMSTREET,29000,0,9763,0,BTS3900ULOCELL,"NodeB Function Name=3G_ADAMSTREET, Local Cell ID=0, Cell Name=N/A",827
3G_ADAMSTREET,"NE=1071,ULOCELL=0_18",0,10562,FALSE,0,448,827_18_0,3G_ADAMSTREET,29000,0,9612,18,BTS3900ULOCELL,"NodeB Function Name=3G_ADAMSTREET, Local Cell ID=18, Cell Name=N/A",827
3G_ADAMSTREET,"NE=1071,ULOCELL=0_19",0,10562,FALSE,0,448,827_19_0,3G_ADAMSTREET,29000,0,9612,19,BTS3900ULOCELL,"NodeB Function Name=3G_ADAMSTREET, Local Cell ID=19, Cell Name=N/A",827
3G_ADAMSTREET,"NE=1071,ULOCELL=0_20",0,10562,FALSE,0,448,827_20_0,3G_ADAMSTREET,29000,0,9612,20,BTS3900ULOCELL,"NodeB Function Name=3G_ADAMSTREET, Local Cell ID=20, Cell Name=N/A",827
3G_ADDAX,"NE=885,NodeBLocalCell=0",0,10713,FALSE,0,430,641_0,3G_ADDAX,29000,0,9763,0,BTS3900ULOCELL,"NodeB Function Name=3G_ADDAX, Local Cell ID=0, Cell Name=N/A",641
3G_ADDAX,"NE=885,NodeBLocalCell=1",0,10713,FALSE,0,430,641_1,3G_ADDAX,29000,0,9763,1,BTS3900ULOCELL,"NodeB Function Name=3G_ADDAX, Local Cell ID=1, Cell Name=N/A",641
3G_ADDAX,"NE=885,NodeBLocalCell=10",0,10738,FALSE,0,430,641_10,3G_ADDAX,29000,1,9788,10,BTS3900ULOCELL,"NodeB Function Name=3G_ADDAX, Local Cell ID=10, Cell Name=N/A",641
3G_ADDAX,"NE=885,NodeBLocalCell=11",0,10763,FALSE,0,430,641_11,3G_ADDAX,29000,2,9813,11,BTS3900ULOCELL,"NodeB Function Name=3G_ADDAX, Local Cell ID=11, Cell Name=N/A",641
3G_ADDAX,"NE=885,NodeBLocalCell=2",0,10713,FALSE,0,430,641_2,3G_ADDAX,29000,0,9763,2,BTS3900ULOCELL,"NodeB Function Name=3G_ADDAX, Local Cell ID=2, Cell Name=N/A",641
3G_ADDAX,"NE=885,NodeBLocalCell=3",0,10738,FALSE,0,430,641_3,3G_ADDAX,29000,1,9788,3,BTS3900ULOCELL,"NodeB Function Name=3G_ADDAX, Local Cell ID=3, Cell Name=N/A",641
3G_ADDAX,"NE=885,NodeBLocalCell=4",0,10738,FALSE,0,430,641_4,3G_ADDAX,29000,1,9788,4,BTS3900ULOCELL,"NodeB Function Name=3G_ADDAX, Local Cell ID=4, Cell Name=N/A",641
3G_ADDAX,"NE=885,NodeBLocalCell=5",0,10738,FALSE,0,430,641_5,3G_ADDAX,29000,1,9788,5,BTS3900ULOCELL,"NodeB Function Name=3G_ADDAX, Local Cell ID=5, Cell Name=N/A",641
3G_ADDAX,"NE=885,NodeBLocalCell=6",0,10763,FALSE,0,430,641_6,3G_ADDAX,29000,2,9813,6,BTS3900ULOCELL,"NodeB Function Name=3G_ADDAX, Local Cell ID=6, Cell Name=N/A",641
3G_ADDAX,"NE=885,NodeBLocalCell=7",0,10763,FALSE,0,430,641_7,3G_ADDAX,29000,2,9813,7,BTS3900ULOCELL,"NodeB Function Name=3G_ADDAX, Local Cell ID=7, Cell Name=N/A",641
3G_ADDAX,"NE=885,NodeBLocalCell=8",0,10763,FALSE,0,430,641_8,3G_ADDAX,29000,2,9813,8,BTS3900ULOCELL,"NodeB Function Name=3G_ADDAX, Local Cell ID=8, Cell Name=N/A",641
3G_ADDAX,"NE=885,NodeBLocalCell=9",0,10713,FALSE,0,448,641_9,3G_ADDAX,29000,0,9763,9,BTS3900ULOCELL,"NodeB Function Name=3G_ADDAX, Local Cell ID=9, Cell Name=N/A",641
