begintime,ne_name,ne_type,vendor,integrity,4G Traffic ,sum_L.Thrp.bits.DL,sum_PDCP_SDU_VOL_DL,id
2022-02-03,"4G_COLLEGIATESCHOOL_II/Cell:eNodeB Function Name=4G_COLLEGIATESCHOOL_II, Local Cell ID=3, Cell Name=4G_COLLEGIATESCHOOL_II-3, eNodeB ID=5017, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,94003.136,752025088464.0,0,475
2022-02-03,"4G_COLLEGIATESCHOOL_II/Cell:eNodeB Function Name=4G_COLLEGIATESCHOOL_II, Local Cell ID=6, Cell Name=4G_COLLEGIATESCHOOL_II-6, eNodeB ID=5017, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,172487.473,1379899787440.0,0,476
2022-02-03,"4G_COLLEGIATESCHOOL_II/Cell:eNodeB Function Name=4G_COLLEGIATESCHOOL_II, Local Cell ID=7, Cell Name=4G_COLLEGIATESCHOOL_II-7, eNodeB ID=5017, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,188233.592,1505868736800.0,0,477
2022-02-03,"4G_COLLEGIATESCHOOL_II/Cell:eNodeB Function Name=4G_COLLEGIATESCHOOL_II, Local Cell ID=8, Cell Name=4G_COLLEGIATESCHOOL_II-8, eNodeB ID=5017, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,83667.431,669339445152.0,0,478
2022-02-03,"4G_CONGOTOWN/Cell:eNodeB Function Name=4G_CONGOTOWN, Local Cell ID=1, Cell Name=4G_CONGOTOWN-1, eNodeB ID=5007, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,51687.243,413497940488.0,0,479
2022-02-03,"4G_CONGOTOWN/Cell:eNodeB Function Name=4G_CONGOTOWN, Local Cell ID=2, Cell Name=4G_CONGOTOWN-2, eNodeB ID=5007, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,66904.949,535239592616.0,0,480
2022-02-03,"4G_CONGOTOWN/Cell:eNodeB Function Name=4G_CONGOTOWN, Local Cell ID=3, Cell Name=4G_CONGOTOWN-3, eNodeB ID=5007, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,84006.241,672049925016.0,0,481
2022-02-03,"4G_CONGOTOWN/Cell:eNodeB Function Name=4G_CONGOTOWN, Local Cell ID=6, Cell Name=4G_CONGOTOWN-6, eNodeB ID=5007, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,48609.219,388873754976.0,0,482
2022-02-03,"4G_CONGOTOWN/Cell:eNodeB Function Name=4G_CONGOTOWN, Local Cell ID=7, Cell Name=4G_CONGOTOWN-7, eNodeB ID=5007, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,113467.879,907743032480.0,0,483
2022-02-03,"4G_CONGOTOWN/Cell:eNodeB Function Name=4G_CONGOTOWN, Local Cell ID=8, Cell Name=4G_CONGOTOWN-8, eNodeB ID=5007, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,88491.585,707932676200.0,0,484
2022-02-03,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD, Local Cell ID=1, Cell Name=4G_DAMAROAD-1, eNodeB ID=5043, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,169768.196,1358145568328.0,0,485
2022-02-03,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD, Local Cell ID=2, Cell Name=4G_DAMAROAD-2, eNodeB ID=5043, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,41903.558,335228466504.0,0,486
2022-02-03,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD, Local Cell ID=3, Cell Name=4G_DAMAROAD-3, eNodeB ID=5043, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,74636.547,597092373008.0,0,487
2022-02-03,"4G_DILLET/Cell:eNodeB Function Name=4G_DILLET, Local Cell ID=1, Cell Name=4G_DILLET-1, eNodeB ID=5069, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,63174.835,505398683568.0,0,488
2022-02-03,"4G_DILLET/Cell:eNodeB Function Name=4G_DILLET, Local Cell ID=2, Cell Name=4G_DILLET-2, eNodeB ID=5069, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,41831.788,334654304184.0,0,489
2022-02-03,"4G_DILLET/Cell:eNodeB Function Name=4G_DILLET, Local Cell ID=3, Cell Name=4G_DILLET-3, eNodeB ID=5069, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,45080.758,360646066760.0,0,490
2022-02-03,"4G_DILLET/Cell:eNodeB Function Name=4G_DILLET, Local Cell ID=6, Cell Name=4G_DILLET-6, eNodeB ID=5069, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,34458.431,275667451768.0,0,491
2022-02-03,"4G_DILLET/Cell:eNodeB Function Name=4G_DILLET, Local Cell ID=7, Cell Name=4G_DILLET-7, eNodeB ID=5069, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,74885.965,599087718056.0,0,492
2022-02-03,"4G_DILLET/Cell:eNodeB Function Name=4G_DILLET, Local Cell ID=8, Cell Name=4G_DILLET-8, eNodeB ID=5069, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,48074.623,384596981680.0,0,493
2022-02-03,"4G_DUKESTREET_II/Cell:eNodeB Function Name=4G_DUKESTREET_II, Local Cell ID=1, Cell Name=4G_DUKESTREET_II-1, eNodeB ID=5010, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,98600.891,788807130128.0,0,494
2022-02-03,"4G_DUKESTREET_II/Cell:eNodeB Function Name=4G_DUKESTREET_II, Local Cell ID=2, Cell Name=4G_DUKESTREET_II-2, eNodeB ID=5010, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,57639.616,461116931328.0,0,495
2022-02-03,"4G_DUKESTREET_II/Cell:eNodeB Function Name=4G_DUKESTREET_II, Local Cell ID=3, Cell Name=4G_DUKESTREET_II-3, eNodeB ID=5010, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,60348.984,482791871464.0,0,496
2022-02-03,"4G_DUKESTREET_II/Cell:eNodeB Function Name=4G_DUKESTREET_II, Local Cell ID=6, Cell Name=4G_DUKESTREET_II-6, eNodeB ID=5010, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,82851.427,662811413928.0,0,497
2022-02-03,"4G_DUKESTREET_II/Cell:eNodeB Function Name=4G_DUKESTREET_II, Local Cell ID=7, Cell Name=4G_DUKESTREET_II-7, eNodeB ID=5010, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,54237.263,433898106432.0,0,498
2022-02-03,"4G_DUKESTREET_II/Cell:eNodeB Function Name=4G_DUKESTREET_II, Local Cell ID=8, Cell Name=4G_DUKESTREET_II-8, eNodeB ID=5010, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,105196.828,841574621440.0,0,499
2022-02-03,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET, Local Cell ID=1, Cell Name=4G_DUNDASTREET-1, eNodeB ID=5020, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,81768.6,654148801304.0,0,500
2022-02-03,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET, Local Cell ID=2, Cell Name=4G_DUNDASTREET-2, eNodeB ID=5020, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,33792.481,270339849392.0,0,501
2022-02-03,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET, Local Cell ID=3, Cell Name=4G_DUNDASTREET-3, eNodeB ID=5020, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,85791.392,686331136488.0,0,502
2022-02-03,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET, Local Cell ID=6, Cell Name=4G_DUNDASTREET-6, eNodeB ID=5020, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,29215.43,233723440984.0,0,503
2022-02-03,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET, Local Cell ID=7, Cell Name=4G_DUNDASTREET-7, eNodeB ID=5020, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,52384.711,419077690864.0,0,504
2022-02-03,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET, Local Cell ID=8, Cell Name=4G_DUNDASTREET-8, eNodeB ID=5020, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,61800.307,494402458360.0,0,505
2022-02-03,"4G_DWARZK/Cell:eNodeB Function Name=4G_DWARZK, Local Cell ID=1, Cell Name=4G_DWARZK-1, eNodeB ID=5024, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,58025.283,464202265648.0,0,506
2022-02-03,"4G_DWARZK/Cell:eNodeB Function Name=4G_DWARZK, Local Cell ID=2, Cell Name=4G_DWARZK-2, eNodeB ID=5024, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,62040.008,496320064256.0,0,507
2022-02-03,"4G_DWARZK/Cell:eNodeB Function Name=4G_DWARZK, Local Cell ID=3, Cell Name=4G_DWARZK-3, eNodeB ID=5024, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,49115.46,392923683880.0,0,508
2022-02-03,"4G_DWARZK/Cell:eNodeB Function Name=4G_DWARZK, Local Cell ID=7, Cell Name=4G_DWARZK-7, eNodeB ID=5024, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,62718.184,501745474320.0,0,509
2022-02-03,"4G_ECOWASST/Cell:eNodeB Function Name=4G_ECOWASST, Local Cell ID=1, Cell Name=4G_ECOWASST-1, eNodeB ID=5063, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,38280.073,306240585968.0,0,510
2022-02-03,"4G_ECOWASST/Cell:eNodeB Function Name=4G_ECOWASST, Local Cell ID=2, Cell Name=4G_ECOWASST-2, eNodeB ID=5063, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,45994.024,367952191008.0,0,511
2022-02-03,"4G_ECOWASST/Cell:eNodeB Function Name=4G_ECOWASST, Local Cell ID=6, Cell Name=4G_ECOWASST-6, eNodeB ID=5063, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,26032.744,208261952984.0,0,512
2022-02-03,"4G_ECOWASST/Cell:eNodeB Function Name=4G_ECOWASST, Local Cell ID=7, Cell Name=4G_ECOWASST-7, eNodeB ID=5063, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,62473.507,499788056792.0,0,513
2022-02-03,"4G_FBC/Cell:eNodeB Function Name=4G_FBC, Local Cell ID=1, Cell Name=4G_FBC-1, eNodeB ID=5026, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,144747.71,1157981681208.0,0,514
2022-02-03,"4G_FBC/Cell:eNodeB Function Name=4G_FBC, Local Cell ID=2, Cell Name=4G_FBC-2, eNodeB ID=5026, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,9513.466,76107731800.0,0,515
2022-02-03,"4G_FBC/Cell:eNodeB Function Name=4G_FBC, Local Cell ID=3, Cell Name=4G_FBC-3, eNodeB ID=5026, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,21472.253,171778026920.0,0,516
2022-02-03,"4G_FBC/Cell:eNodeB Function Name=4G_FBC, Local Cell ID=6, Cell Name=4G_FBC-6, eNodeB ID=5026, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,147280.903,1178247226072.0,0,517
2022-02-03,"4G_GODERICH/Cell:eNodeB Function Name=4G_GODERICH, Local Cell ID=1, Cell Name=4G_GODERICH-1, eNodeB ID=5016, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,88512.686,708101484960.0,0,518
2022-02-03,"4G_GODERICH/Cell:eNodeB Function Name=4G_GODERICH, Local Cell ID=2, Cell Name=4G_GODERICH-2, eNodeB ID=5016, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,15183.194,121465548784.0,0,519
2022-02-03,"4G_GODERICH/Cell:eNodeB Function Name=4G_GODERICH, Local Cell ID=3, Cell Name=4G_GODERICH-3, eNodeB ID=5016, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,81514.669,652117348912.0,0,520
2022-02-03,"4G_GODERICH/Cell:eNodeB Function Name=4G_GODERICH, Local Cell ID=6, Cell Name=4G_GODERICH-6, eNodeB ID=5016, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,73840.463,590723704856.0,0,521
2022-02-03,"4G_GODERICH/Cell:eNodeB Function Name=4G_GODERICH, Local Cell ID=7, Cell Name=4G_GODERICH-7, eNodeB ID=5016, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,91216.697,729733577504.0,0,522
2022-02-03,"4G_GODERICH/Cell:eNodeB Function Name=4G_GODERICH, Local Cell ID=8, Cell Name=4G_GODERICH-8, eNodeB ID=5016, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,85086.871,680694971712.0,0,523
2022-02-03,"4G_GODRECHSTREET/Cell:eNodeB Function Name=4G_GODRECHSTREET, Local Cell ID=1, Cell Name=4G_GODRECHSTREET-1, eNodeB ID=5019, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,52351.645,418813160864.0,0,524
2022-02-03,"4G_GODRECHSTREET/Cell:eNodeB Function Name=4G_GODRECHSTREET, Local Cell ID=2, Cell Name=4G_GODRECHSTREET-2, eNodeB ID=5019, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,98333.199,786665588224.0,0,525
2022-02-03,"4G_GODRECHSTREET/Cell:eNodeB Function Name=4G_GODRECHSTREET, Local Cell ID=3, Cell Name=4G_GODRECHSTREET-3, eNodeB ID=5019, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,71286.073,570288587800.0,0,526
2022-02-03,"4G_GODRECHSTREET/Cell:eNodeB Function Name=4G_GODRECHSTREET, Local Cell ID=6, Cell Name=4G_GODRECHSTREET-6, eNodeB ID=5019, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,70040.619,560324953744.0,0,527
2022-02-03,"4G_GODRECHSTREET/Cell:eNodeB Function Name=4G_GODRECHSTREET, Local Cell ID=7, Cell Name=4G_GODRECHSTREET-7, eNodeB ID=5019, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,97014.586,776116687448.0,0,528
2022-02-03,"4G_HILLCUTROAD_II/Cell:eNodeB Function Name=4G_HILLCUTROAD_II, Local Cell ID=1, Cell Name=4G_HILLCUTROAD_II-1, eNodeB ID=5113, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,90096.577,720772615288.0,0,529
2022-02-03,"4G_HILLCUTROAD_II/Cell:eNodeB Function Name=4G_HILLCUTROAD_II, Local Cell ID=2, Cell Name=4G_HILLCUTROAD_II-2, eNodeB ID=5113, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,79775.132,638201053928.0,0,530
2022-02-03,"4G_HILLCUTROAD_II/Cell:eNodeB Function Name=4G_HILLCUTROAD_II, Local Cell ID=3, Cell Name=4G_HILLCUTROAD_II-3, eNodeB ID=5113, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,87111.017,696888138480.0,0,531
2022-02-03,"4G_HILLSTATION/Cell:eNodeB Function Name=4G_HILLSTATION, Local Cell ID=1, Cell Name=4G_HILLSTATION-1, eNodeB ID=5064, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,89533.804,716270433136.0,0,532
2022-02-03,"4G_HILLSTATION/Cell:eNodeB Function Name=4G_HILLSTATION, Local Cell ID=2, Cell Name=4G_HILLSTATION-2, eNodeB ID=5064, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,72168.323,577346584936.0,0,533
2022-02-03,"4G_HILLSTATION/Cell:eNodeB Function Name=4G_HILLSTATION, Local Cell ID=3, Cell Name=4G_HILLSTATION-3, eNodeB ID=5064, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,45124.976,360999804176.0,0,534
2022-02-03,"4G_HILLSTATION/Cell:eNodeB Function Name=4G_HILLSTATION, Local Cell ID=6, Cell Name=4G_HILLSTATION-6, eNodeB ID=5064, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,13075.291,104602331872.0,0,535
2022-02-03,"4G_HILLSTATION/Cell:eNodeB Function Name=4G_HILLSTATION, Local Cell ID=7, Cell Name=4G_HILLSTATION-7, eNodeB ID=5064, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,61401.137,491209099552.0,0,536
2022-02-03,"4G_HILLSTATION/Cell:eNodeB Function Name=4G_HILLSTATION, Local Cell ID=8, Cell Name=4G_HILLSTATION-8, eNodeB ID=5064, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,39507.869,316062949072.0,0,537
2022-02-03,"4G_IMATT_II/Cell:eNodeB Function Name=4G_IMATT_II, Local Cell ID=1, Cell Name=4G_IMATT_II-1, eNodeB ID=5030, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,38080.947,304647579256.0,0,538
2022-02-03,"4G_IMATT_II/Cell:eNodeB Function Name=4G_IMATT_II, Local Cell ID=2, Cell Name=4G_IMATT_II-2, eNodeB ID=5030, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,29468.644,235749154168.0,0,539
2022-02-03,"4G_IMATT_II/Cell:eNodeB Function Name=4G_IMATT_II, Local Cell ID=3, Cell Name=4G_IMATT_II-3, eNodeB ID=5030, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,36774.583,294196661488.0,0,540
2022-02-03,"4G_IMATT_II/Cell:eNodeB Function Name=4G_IMATT_II, Local Cell ID=6, Cell Name=4G_IMATT_II-6, eNodeB ID=5030, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,14602.357,116818852576.0,0,541
2022-02-03,"4G_IMATT_II/Cell:eNodeB Function Name=4G_IMATT_II, Local Cell ID=7, Cell Name=4G_IMATT_II-7, eNodeB ID=5030, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,80951.365,647610916488.0,0,542
2022-02-03,"4G_JUBAHILL/Cell:eNodeB Function Name=4G_JUBAHILL, Local Cell ID=0, Cell Name=4G_JUBAHILL-1, eNodeB ID=5004, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,90213.241,721705924472.0,0,543
2022-02-03,"4G_JUBAHILL/Cell:eNodeB Function Name=4G_JUBAHILL, Local Cell ID=1, Cell Name=4G_JUBAHILL-2, eNodeB ID=5004, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,71576.167,572609335872.0,0,544
2022-02-03,"4G_JUBAHILL/Cell:eNodeB Function Name=4G_JUBAHILL, Local Cell ID=2, Cell Name=4G_JUBAHILL-3, eNodeB ID=5004, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,169208.696,1353669567168.0,0,545
2022-02-03,"4G_JUBAHILL/Cell:eNodeB Function Name=4G_JUBAHILL, Local Cell ID=6, Cell Name=4G_JUBAHILL-6, eNodeB ID=5004, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,82345.24,658761923408.0,0,546
2022-02-03,"4G_JUBAHILL/Cell:eNodeB Function Name=4G_JUBAHILL, Local Cell ID=7, Cell Name=4G_JUBAHILL-7, eNodeB ID=5004, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,201781.066,1614248524648.0,0,547
2022-02-03,"4G_JUBAHILL/Cell:eNodeB Function Name=4G_JUBAHILL, Local Cell ID=8, Cell Name=4G_JUBAHILL-8, eNodeB ID=5004, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,32052.76,256422078392.0,0,548
2022-02-03,"4G_JUITOWN_II/Cell:eNodeB Function Name=4G_JUITOWN_II, Local Cell ID=1, Cell Name=4G_JUITOWN_II-1, eNodeB ID=5032, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,84389.896,675119168600.0,0,549
2022-02-03,"4G_JUITOWN_II/Cell:eNodeB Function Name=4G_JUITOWN_II, Local Cell ID=2, Cell Name=4G_JUITOWN_II-2, eNodeB ID=5032, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,40258.625,322069001112.0,0,550
2022-02-03,"4G_JUITOWN_II/Cell:eNodeB Function Name=4G_JUITOWN_II, Local Cell ID=3, Cell Name=4G_JUITOWN_II-3, eNodeB ID=5032, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,141287.54,1130300323160.0,0,551
2022-02-03,"4G_JUITOWN_II/Cell:eNodeB Function Name=4G_JUITOWN_II, Local Cell ID=7, Cell Name=4G_JUITOWN_II-7, eNodeB ID=5032, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,26140.439,209123515760.0,0,552
2022-02-03,"4G_KALABATOWN/Cell:eNodeB Function Name=4G_KALABATOWN, Local Cell ID=1, Cell Name=4G_KALABATOWN-1, eNodeB ID=5035, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,83355.95,666847597008.0,0,553
2022-02-03,"4G_KALABATOWN/Cell:eNodeB Function Name=4G_KALABATOWN, Local Cell ID=2, Cell Name=4G_KALABATOWN-2, eNodeB ID=5035, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,130069.301,1040554405288.0,0,554
2022-02-03,"4G_KALABATOWN/Cell:eNodeB Function Name=4G_KALABATOWN, Local Cell ID=3, Cell Name=4G_KALABATOWN-3, eNodeB ID=5035, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,116933.272,935466177400.0,0,555
2022-02-03,"4G_KALABATOWN/Cell:eNodeB Function Name=4G_KALABATOWN, Local Cell ID=6, Cell Name=4G_KALABATOWN-6, eNodeB ID=5035, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,77081.161,616649291776.0,0,556
2022-02-03,"4G_KALABATOWN/Cell:eNodeB Function Name=4G_KALABATOWN, Local Cell ID=7, Cell Name=4G_KALABATOWN-7, eNodeB ID=5035, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,34759.053,278072426824.0,0,557
2022-02-03,"4G_KALABATOWN/Cell:eNodeB Function Name=4G_KALABATOWN, Local Cell ID=8, Cell Name=4G_KALABATOWN-8, eNodeB ID=5035, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,77302.556,618420444760.0,0,558
2022-02-03,"4G_KAMBIA_RELIEVE/Cell:eNodeB Function Name=4G_KAMBIA_RELIEVE, Local Cell ID=1, Cell Name=4G_KAMBIA_RELIEVE-1, eNodeB ID=5108, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,50496.811,403974487824.0,0,559
2022-02-03,"4G_KAMBIA_RELIEVE/Cell:eNodeB Function Name=4G_KAMBIA_RELIEVE, Local Cell ID=2, Cell Name=4G_KAMBIA_RELIEVE-2, eNodeB ID=5108, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,6783.081,54264650656.0,0,560
2022-02-03,"4G_KAMBIA_RELIEVE/Cell:eNodeB Function Name=4G_KAMBIA_RELIEVE, Local Cell ID=3, Cell Name=4G_KAMBIA_RELIEVE-3, eNodeB ID=5108, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,20805.962,166447699456.0,0,561
2022-02-03,"4G_KENEMA_ENTRANCE/Cell:eNodeB Function Name=4G_KENEMA_ENTRANCE, Local Cell ID=1, Cell Name=4G_KENEMA_ENTRANCE-1, eNodeB ID=5075, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,91.67,1805.312,14442492008.0,0,562
2022-02-03,"4G_KENEMA_ENTRANCE/Cell:eNodeB Function Name=4G_KENEMA_ENTRANCE, Local Cell ID=2, Cell Name=4G_KENEMA_ENTRANCE-2, eNodeB ID=5075, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,91.67,3198.998,25591981552.0,0,563
2022-02-03,"4G_KENEMA_ENTRANCE/Cell:eNodeB Function Name=4G_KENEMA_ENTRANCE, Local Cell ID=3, Cell Name=4G_KENEMA_ENTRANCE-3, eNodeB ID=5075, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,91.67,855.208,6841663368.0,0,564
2022-02-03,"4G_KENEMA_MFS/Cell:eNodeB Function Name=4G_KENEMA_MFS, Local Cell ID=1, Cell Name=4G_KENEMA_MFS-1, eNodeB ID=5076, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,31242.656,249941245992.0,0,565
