vendor,table_name,table_id,counter_name,counter_name_alias,counter_id,counter_description,counter_unit,aggregation,enabled,enable_for_parser_module,mapped_object_id,tables_in_database,mapped_object_name
Huawei,Measurement of Cell Performance,67108972,VS.AMR.UL.RateUp,VS.AMR.UL.RateUp,67190520,Number of UL Rate Increases for AMR Services for Cell,None,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Huawei,Measurement of QAAL2 Adjacent Node Performance,67108977,VS.QAAL2.TxMod,VS.QAAL2.TxMod,67190553,Number of AAL2 Connection Modification Requests (MODs) Sent by the QAAL2,None,SUM,1,1,17,,"?/ANI_QAAL2:Label=?, ANI=?"
Huawei,Measurement of QAAL2 Adjacent Node Performance,67108977,VS.QAAL2.RxMod,VS.QAAL2.RxMod,67190554,Number of AAL2 Connection Modification Requests (MODs) Received by the QAAL2,None,SUM,1,1,17,,"?/ANI_QAAL2:Label=?, ANI=?"
Huawei,Measurement of QAAL2 Adjacent Node Performance,67108977,VS.QAAL2.AllocedFwd.AAL2BitRate,VS.QAAL2.AllocedFwd.AAL2BitRate,67190555,Mean Forward Bandwidth of AAL2 Path Allocated to an Adjacent Node,bit,AVG,1,1,17,,"?/ANI_QAAL2:Label=?, ANI=?"
Huawei,Measurement of QAAL2 Adjacent Node Performance,67108977,VS.QAAL2.AllocedMaxFwd.AAL2BitRate.Value,VS.QAAL2.AllocedMaxFwd.AAL2BitRate.Value,67190562,Maximum Value of AAL2 Path Forward Bandwidth Allocated to an Adjacent Node,bit,MAX,1,1,17,,"?/ANI_QAAL2:Label=?, ANI=?"
Huawei,Measurement of QAAL2 Adjacent Node Performance,67108977,VS.QAAL2.AllocedMaxBwd.AAL2BitRate.Value,VS.QAAL2.AllocedMaxBwd.AAL2BitRate.Value,67190565,Maximum Value of AAL2 Path Backward Bandwidth Allocated to an Adjacent Node,bit,MAX,1,1,17,,"?/ANI_QAAL2:Label=?, ANI=?"
Huawei,Measurement of Cell Performance,67108972,VS.HSDPA.MeanChThroughput.Times,VS.HSDPA.MeanChThroughput.Times,67190567,Duration of HSDPA MAC-D Flow Sending Data for Cell,ms,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Huawei,Measurement of SAAL Link Performance,67108973,VS.AAL5.SAALLnk.BytesRx,VS.AAL5.SAALLnk.BytesRx,67190615,Number of Bytes Received by SAAL Link,byte,SUM,1,1,16,,?/SAALLNK:SAAL link No.=?
Huawei,Measurement of SAAL Link Performance,67108973,VS.AAL5.SAALLnk.BytesTx,VS.AAL5.SAALLnk.BytesTx,67190616,Number of Bytes Sent by SAAL Link,byte,SUM,1,1,16,,?/SAALLNK:SAAL link No.=?
Huawei,Measurement of Cell Performance,67108972,VS.TCP.NonHS.SAMPLE,VS.TCP.NonHS.SAMPLE,67190621,Number of Received Measurement Reports of Non-HSDPA Transmitted Carrier Power for Cell,None,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Huawei,Measurement of Cell Performance,67108972,VS.LCS.OutCellCover.AgpsAss,VS.LCS.OutCellCover.AgpsAss,67190670,Number of Positioning Results Out of the Reference Cell's Coverage in Case of UE ASSISTED AGPS Method for Cell,None,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Huawei,Measurement of Cell Performance,67108972,VS.LCS.OutCellCover.AgpsBas,VS.LCS.OutCellCover.AgpsBas,67190671,Number of Positioning Results Out of the Reference Cell's Coverage in Case of UE Based AGPS Method for Cell,None,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Huawei,Measurement of Cell Performance,67108972,VS.LCS.OutCellCover.CellIdRtt,VS.LCS.OutCellCover.CellIdRtt,67190673,Number of Positioning Results Out of the Reference Cell's Coverage in Case of CELLID + RTT Method for Cell,None,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Huawei,Measurement of Cell Performance,67108972,VS.HSDPA.H2F.Att,VS.HSDPA.H2F.Att,67190697,Number of Channel Conversion Attempts from HS-DSCH to FACH for HSDPA Service for Cell,None,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Huawei,Measurement of Cell Performance,67108972,VS.DCCC.D2C.Att,VS.DCCC.D2C.Att,67190706,Number of Dynamic Channel Conversion Attempts from DCHs to FACHs for Cell,None,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Huawei,Measurement of Cell Performance,67108972,VS.DCCC.C2D.Att,VS.DCCC.C2D.Att,67190707,Number of Dynamic Channel Conversion Attempts from FACHs to DCHs for Cell,None,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Huawei,Measurement of Cell Performance,67108972,VS.IRATHO.SuccRelocPrepOutCS.Service,VS.IRATHO.SuccRelocPrepOutCS.Service,67190856,Number of Successful Preparations for CS Outgoing Inter-RAT Handover Based on Service Type for Cell,None,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Huawei,Measurement of Cell Performance,67108972,VS.IRATHO.AttOutPSUTRAN.Service,VS.IRATHO.AttOutPSUTRAN.Service,67190858,Number of PS Outgoing Inter-RAT Handover Attempts Initiated by the RNC Based on Service Type for Cell,None,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Huawei,Measurement of Cell Performance,67108972,VS.IRATHO.SuccOutPSUTRAN.Service,VS.IRATHO.SuccOutPSUTRAN.Service,67190859,Number of Successful PS Outgoing Inter-RAT Handovers Initiated by the RNC Based on Service Type for Cell,None,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Huawei,Measurement of Cell Performance,67108972,VS.HHO.AttInterFreqOut.IntraNodeB,VS.HHO.AttInterFreqOut.IntraNodeB,67190877,Number of Outgoing Inter-Frequency Hard Handover Attempts in NodeB for Cell,None,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Huawei,Measurement of Cell Performance,67108972,VS.HHO.SuccInterFreqOut.IntraNodeB,VS.HHO.SuccInterFreqOut.IntraNodeB,67190878,Number of Successful Outgoing Inter-Frequency Hard Handovers in NodeB for Cell,None,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Huawei,Measurement of Cell Performance,1526726657,L.Reserve.67,L.Reserve.67,1526732864,,packet,SUM,0,0,117,,"?/Cell:eNodeB Function Name=?, Local Cell ID=?, Cell Name=?, eNodeB ID=?, Cell FDD TDD indication=?"
Huawei,Measurement of Cell Performance,67108972,VS.HHO.AttInterFreqOut.InterRNC,VS.HHO.AttInterFreqOut.InterRNC,67190891,Number of Outgoing Inter-Frequency Hard Handovers Attempts Between RNCs for Cell,None,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Huawei,Measurement of Cell Performance,67108972,VS.HHO.AttInterFreqRelocExec,VS.HHO.AttInterFreqRelocExec,67190898,Number of Relocation Execution Attempts with Outgoing Inter-Frequency Hard Handovers for Cell,None,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Huawei,Measurement of Cell Performance,67108972,VS.HHO.SuccInterFreqRelocExec,VS.HHO.SuccInterFreqRelocExec,67190899,Number of Successful Relocation Executions with Outgoing Inter-Frequency Hard Handovers for Cell,None,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Huawei,Measurement of UNI Link Performance,67108998,VS.UNILNK.Fwd.Cong.Dur,VS.UNILNK.Fwd.Cong.Dur,67193238,Duration of UNI Link Forward Congestions,s,SUM,1,1,22,,"?/UNILNK:SRN=?, UNILNKN=?, SN=?"
Huawei,Measurement of Local Cell Performance,50331648,VS.ScchCodeUtil.Max,VS.ScchCodeUtil.Max,50341649,,per mill,MAX,1,1,1,huawei_nodeb_50331648,"?/ULoCell:NodeB Function Name=?, Local Cell ID=?, Cell Name=?"
Huawei,Measurement of UNI Link Performance,67108998,VS.UNILNK.Bwd.Cong,VS.UNILNK.Bwd.Cong,67193239,Number of UNI Link Backward Congestions,None,SUM,1,1,22,,"?/UNILNK:SRN=?, UNILNKN=?, SN=?"
Huawei,Measurement of Cell Performance,67108972,VS.HSDPA.RequiredPwr.SAMPLE,VS.HSDPA.RequiredPwr.SAMPLE,67191149,Number of Received Measurement Reports for Power Required by HS-DSCH in dBm for Cell,None,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Huawei,Measurement of Cell Performance,67108972,VS.LCC.OLC.HSDPA.UserRel,VS.LCC.OLC.HSDPA.UserRel,67191150,Number of HSDPA UEs Released Due to Overload Congestion for Cell,None,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Huawei,Measurement of Cell Performance,67108972,VS.LCC.LDR.HSDPA.InterRATPS,VS.LCC.LDR.HSDPA.InterRATPS,67191152,Number of HSDPA UEs Performing PS Inter-RAT Handovers in Basic Congestion for Cell,None,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Huawei,Measurement of UNI Link Performance,67108998,VS.UNILNK.Bwd.Cong.Dur,VS.UNILNK.Bwd.Cong.Dur,67193240,Duration of UNI Link Backward Congestions,s,SUM,1,1,22,,"?/UNILNK:SRN=?, UNILNKN=?, SN=?"
Huawei,Measurement of Cell Performance,67108972,VS.HSDPA.HHO.H2D.AttOutIntraFreq,VS.HSDPA.HHO.H2D.AttOutIntraFreq,67191157,Number of Intra-Frequency H2D Hard Handover Attempts for Cell,None,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Huawei,Measurement of Local Cell Performance,50331648,VS.CQI.1,VS.CQI.1,50331670,,None,SUM,1,1,1,huawei_nodeb_50331648,"?/ULoCell:NodeB Function Name=?, Local Cell ID=?, Cell Name=?"
Huawei,Measurement of Cell Performance,67108972,VS.RAB.SFOccupy.MAX,VS.RAB.SFOccupy.MAX,67191657,Maximum Number of SFs that Have Been Occupied (Let the SFs that Have Been Occupied a Unitary SF of 256) for Cell,None,MAX,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Huawei,Measurement of Cell Performance,67108972,VS.HHO.AttBlindHO,VS.HHO.AttBlindHO,67191694,Number of Outgoing Emergency Blind Handover Attempts for Cell,None,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Huawei,Measurement of Cell Performance,67108972,VS.HHO.SuccBlindHO,VS.HHO.SuccBlindHO,67191695,Number of Successful Outgoing Emergency Blind Hard Handovers for Cell,None,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Huawei,Measurement of Cell Performance,67108972,VS.RAB.AbnormRel.PS.CCH,VS.RAB.AbnormRel.PS.CCH,67191818,Number of PS RABs Mapped on CCH Abnormally Released for Cell,None,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Huawei,Measurement of Cell Performance,67108972,VS.RAB.NormRel.PS.UEGen,VS.RAB.NormRel.PS.UEGen,67191835,Number of PS RABs Normally Released for Cell (UE Signaling Connection Release),None,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Huawei,Measurement of Cell Performance,67108972,VS.RAC.DCCC.Fail.DLCE.Cong,VS.RAC.DCCC.Fail.DLCE.Cong,67191840,Number of Failed Requests for DL CE Resources During DCCC for Cell,None,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Huawei,Measurement of Cell Performance,1526726657,L.Reserve.71,L.Reserve.71,1526732868,,None,SUM,0,0,117,,"?/Cell:eNodeB Function Name=?, Local Cell ID=?, Cell Name=?, eNodeB ID=?, Cell FDD TDD indication=?"
Huawei,Measurement of Cell Performance,67108972,VS.RAC.SHO.Fail.DLCE.Cong,VS.RAC.SHO.Fail.DLCE.Cong,67191842,Number of Failed Requests for DL CE Resources During SHO for Cell,None,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Nokia,TBF Observation for GPRS Trace,025,PFI 2,,025289,This counter is not in use.,None,,1,1,213,,"BSC-BCF-BTS-TRX,SEG,TRCREF"
Huawei,Measurement of Cell Performance,67108972,VS.RAC.NewCallReq.Fail.ULCE.Cong,VS.RAC.NewCallReq.Fail.ULCE.Cong,67191843,Number of Failed Requests for Uplink CE Resources During RAB Establishment for Cell,None,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Huawei,Measurement of Cell Performance,67108972,VS.RAC.NewCallReq.Fail.DLCE.Cong,VS.RAC.NewCallReq.Fail.DLCE.Cong,67191844,Number of Failed Requests for Downlink CE Resources During RAB Establishment for Cell,None,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Huawei,Measurement of Cell Performance,67108972,VS.AMRWB.DLRateUp,VS.AMRWB.DLRateUp,67192001,Number of Increases of DL Rate for AMR WB Speech Service,None,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Huawei,Measurement of Cell Performance,67108972,VS.AMRWB.DLRateDown,VS.AMRWB.DLRateDown,67192002,Number of Decreases of DL Rate for AMR WB Speech Service,None,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Huawei,Measurement of Cell Performance,67108972,VS.AMRWB.ULRateUp,VS.AMRWB.ULRateUp,67192003,Number of Increases of UL Rate for AMR WB Speech Service,None,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Huawei,Measurement of Cell Performance,67108972,VS.AMRWB.ULRateDown,VS.AMRWB.ULRateDown,67192004,Number of Decreases of UL Rate for AMR WB Speech Service,None,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Huawei,Measurement of Cell Performance,67108972,VS.HSUPA.MACD.SuccSetup,VS.HSUPA.MACD.SuccSetup,67192110,Number of Successful EDCH MAC-d Flow Establishments for Cell,None,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Huawei,Measurement of Cell Performance,67108972,VS.RAB.AttEstabCS.AMRWB,VS.RAB.AttEstabCS.AMRWB,67192120,Number of CS Wideband AMR Service RAB Establishment Attempts for Cell,None,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Huawei,Measurement of Cell Performance,67108972,VS.RAB.SuccEstabCS.AMRWB,VS.RAB.SuccEstabCS.AMRWB,67192121,Number of Successful CS Wideband AMR RAB Establishments for Cell,None,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Huawei,Measurement of Cell Performance,67108972,VS.DRD.RBSetup.AttIn,VS.DRD.RBSetup.AttIn,67192391,Number of RB Setup Attempts for Incoming Inter-Frequency Directed Retry for Cell,None,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Huawei,Measurement of Cell Performance,67108972,IRATHO.FailRelocPrepOutCS.HigherTrafficLod,IRATHO.FailRelocPrepOutCS.HigherTrafficLod,67192186,Number of Failed Preparations for CS Outgoing Inter-RAT Handover for Cell (Traffic Load In The Target Cell Higher Than In The Source Cell),None,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Huawei,Measurement of Cell Performance,67108972,VS.IRATHO.FailRelocPrepInCS.TgtHighLoad,VS.IRATHO.FailRelocPrepInCS.TgtHighLoad,67192187,Number of Failed Preparations for CS Incoming Inter-RAT Handover (Traffic Load In The Target Cell Higher Than In The Source Cell),None,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Huawei,Measurement of Cell Performance,67108972,VS.RAB.AbnormRel.AMRWB.23.85,VS.RAB.AbnormRel.AMRWB.23.85,67192201,Number of CS 23.85kbit/s WB AMR RABs Abnormally Released for Cell,None,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Huawei,Measurement of Cell Performance,67108972,VS.RAB.AbnormRel.AMRWB.23.05,VS.RAB.AbnormRel.AMRWB.23.05,67192202,Number of CS 23.05kbit/s WB AMR RABs Abnormally Released for Cell,None,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Huawei,Measurement of Cell Performance,67108972,VS.RAB.AbnormRel.AMRWB.18.25,VS.RAB.AbnormRel.AMRWB.18.25,67192204,Number of CS 18.25kbit/s WB AMR RABs Abnormally Released for Cell,None,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Huawei,Measurement of Cell Performance,67108972,VS.RAB.AbnormRel.AMRWB.15.85,VS.RAB.AbnormRel.AMRWB.15.85,67192205,Number of CS 15.85kbit/s WB AMR RABs Abnormally Released for Cell,None,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Huawei,Measurement of Cell Performance,67108972,VS.RAB.AbnormRel.AMRWB.14.25,VS.RAB.AbnormRel.AMRWB.14.25,67192206,Number of CS 14.25kbit/s WB AMR RABs Abnormally Released for Cell,None,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Huawei,Measurement of Cell Performance,67108972,VS.RAB.AbnormRel.AMRWB.12.65,VS.RAB.AbnormRel.AMRWB.12.65,67192207,Number of CS 12.65kbit/s WB AMR RABs Abnormally Released for Cell,None,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Huawei,Measurement of Cell Performance,67108972,VS.RAB.AbnormRel.AMRWB.6.6,VS.RAB.AbnormRel.AMRWB.6.6,67192209,Number of CS 6.6kbit/s WB AMR RABs Abnormally Released for Cell,None,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Huawei,Measurement of Cell Performance,67108972,VS.HSUPA.RAB.NormRel.UEGen,VS.HSUPA.RAB.NormRel.UEGen,67192366,Number of HSUPA RAB Releases Due to UE Signal Connection Release for Cell,None,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Huawei,Measurement of Cell Performance,67108972,VS.HSUPA.HHO.E2E.AttOutIntraFreq,VS.HSUPA.HHO.E2E.AttOutIntraFreq,67192372,Number of HSUPA Serving Cell Change Attempts Due to Intra-Frequency Hard Handover without Channel Change for Cell,None,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Huawei,Measurement of Cell Performance,67108972,VS.DRD.RBSetup.AttOut,VS.DRD.RBSetup.AttOut,67192389,Number of RB Setup Attempts for Outgoing Inter-Frequency Directed Retry for Cell,None,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Huawei,Measurement of Cell Performance,67108972,VS.DRD.RBSetup.SuccOut,VS.DRD.RBSetup.SuccOut,67192390,Number of Successful RB Setup for Outgoing Inter-Frequency Directed Retry for Cell,None,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Huawei,Measurement of Cell Performance,1526726657,L.Reserve.68,L.Reserve.68,1526732865,,packet,SUM,0,0,117,,"?/Cell:eNodeB Function Name=?, Local Cell ID=?, Cell Name=?, eNodeB ID=?, Cell FDD TDD indication=?"
Huawei,Measurement of Cell Performance,67108972,VS.DRD.RBRecfg.SuccOut,VS.DRD.RBRecfg.SuccOut,67192394,Number of Successful RB Reconfiguration for Outgoing Inter-Frequency Directed Retry for Cell,None,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Huawei,Measurement of Cell Performance,67108972,VS.DRD.RBRecfg.AttIn,VS.DRD.RBRecfg.AttIn,67192395,Number of RB Reconfiguration Attempts for Incoming Inter-Frequency Directed Retry for Cell,None,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Huawei,Measurement of Cell Performance,67108972,VS.DRD.RBRecfg.SuccIn,VS.DRD.RBRecfg.SuccIn,67192396,Number of Successful RB Reconfiguration for Incoming Inter-Frequency Directed Retry for Cell,None,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Huawei,Measurement of Cell Performance,67108972,VS.LCC.LDR.CodeAdj.Att,VS.LCC.LDR.CodeAdj.Att,67192397,Number of UEs Performing Code Adjustment Attempts in DL Basic Congestion for Cell,None,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Huawei,Measurement of Dual-Stack Transport Adjacent Node Performance,67109030,VS.IPPART.Node.Conn.Rel,VS.IPPART.Node.Conn.Rel,67192415,Number of IP Connection Release Requests Sent from the Radio Network Layer to the Transport Layer on the Dual-Stack Transport Adjacent Node,None,SUM,1,1,24,,"?/ANI_QAAL2_IP:Label=?, ANI=?"
Huawei,Measurement of Dual-Stack Transport Adjacent Node Performance,67109030,VS.QAAL2IP.AttResAlloc,VS.QAAL2IP.AttResAlloc,67192422,Number of Resource Requests Sent from the Radio Network Layer to the Transport Layer on Dual-Stack Transport Adjacent Node,None,SUM,1,1,24,,"?/ANI_QAAL2_IP:Label=?, ANI=?"
Huawei,Measurement of Dual-Stack Transport Adjacent Node Performance,67109030,VS.QAAL2IP.SuccResAlloc,VS.QAAL2IP.SuccResAlloc,67192423,Number of Successful Resource Allocations After the Transport Layer Receives the Resource Requests from the Radio Network Layer on Dual-Stack Transport Adjacent Node,None,SUM,1,1,24,,"?/ANI_QAAL2_IP:Label=?, ANI=?"
Huawei,Measurement of Dual-Stack Transport Adjacent Node Performance,67109030,VS.QAAL2PART.Est.RLC.NoRoute.Rx,VS.QAAL2PART.Est.RLC.NoRoute.Rx,67192424,Number of AAL2 Connection Release Confirmations Received by QAAL2 on Dual-Stack Adjacent Node Due to No Route at the Remote End,None,SUM,1,1,24,,"?/ANI_QAAL2_IP:Label=?, ANI=?"
Huawei,Measurement of Dual-Stack Transport Adjacent Node Performance,67109030,VS.QAAL2PART.Est.RLC.NoPath.Rx,VS.QAAL2PART.Est.RLC.NoPath.Rx,67192425,Number of AAL2 Connection Release Confirmations Received by QAAL2 on Dual-Stack Adjacent Node Due to No Path path Configured at the Remote End,None,SUM,1,1,24,,"?/ANI_QAAL2_IP:Label=?, ANI=?"
Huawei,Measurement of Cell Performance,67108972,VS.LCC.LDR.AMRRateUL,VS.LCC.LDR.AMRRateUL,67192426,Number of UEs Performing AMR Rate Decrease in UL Basic Congestion for Cell,None,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Huawei,Measurement of Cell Performance,67108972,VS.LCC.LDR.AMRRateDL,VS.LCC.LDR.AMRRateDL,67192427,Number of UEs Performing AMR Rate Decrease in DL Basic Congestion for Cell,None,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Huawei,Measurement of Cell Performance,67108972,VS.DRD.RB.D2H.AttOut,VS.DRD.RB.D2H.AttOut,67192440,Number of Outgoing DCH-to-HSDPA Directed Retry Attempts for Cell,None,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Huawei,Measurement of Cell Performance,67108972,VS.DRD.RB.D2H.SuccOut,VS.DRD.RB.D2H.SuccOut,67192441,Number of Successful Outgoing DCH-to-HSDPA Directed Retry for Cell,None,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Huawei,Measurement of Cell Performance,67108972,VS.DRD.RB.D2H.SuccIn,VS.DRD.RB.D2H.SuccIn,67192443,Number of Successful Incoming DCH-to-HSDPA Directed Retry for Cell,None,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Huawei,Measurement of Dual-Stack Transport Adjacent Node Performance,67109030,VS.QAAL2PART.TxModRej,VS.QAAL2PART.TxModRej,67192447,Number of MOR Messages Sent by QAAL2 on the Dual-Stack Adjacent Node After the QAAL2 Receives Connection MOD Messages,None,SUM,1,1,24,,"?/ANI_QAAL2_IP:Label=?, ANI=?"
Huawei,Measurement of Dual-Stack Transport Adjacent Node Performance,67109030,VS.QAAL2PART.TxMod,VS.QAAL2PART.TxMod,67192448,Number of MOD Messages Sent by QAAL2 on Dual-Stack Adjacent Node,None,SUM,1,1,24,,"?/ANI_QAAL2_IP:Label=?, ANI=?"
Huawei,Measurement of Dual-Stack Transport Adjacent Node Performance,67109030,VS.QAAL2PART.RxMod,VS.QAAL2PART.RxMod,67192449,Number of MOD Messages Received by QAAL2 on Dual-Stack Adjacent Node,None,SUM,1,1,24,,"?/ANI_QAAL2_IP:Label=?, ANI=?"
Huawei,Measurement of Cell Performance,67108972,VS.HSUPA.HHO.E2D.AttOutIntraFreq,VS.HSUPA.HHO.E2D.AttOutIntraFreq,67192473,Number of HSUPA Intra-Frequency Hard Handover Attempts for Cell(EDCH to DCH),None,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Huawei,Measurement of Cell Performance,67108972,VS.HSUPA.E2F.Att,VS.HSUPA.E2F.Att,67192480,Number of Channel Conversion Attempts from EDCH to FACH for HSUPA Service for Cell,None,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Huawei,Measurement of Cell Performance,67108972,VS.HSUPA.F2E.Att,VS.HSUPA.F2E.Att,67192482,Number of Channel Conversion Attempts from FACH to EDCH for HSUPA Service for Cell,None,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Huawei,Measurement of Cell Performance,67108972,VS.HSUPA.F2E.Succ,VS.HSUPA.F2E.Succ,67192483,Number of Successful Channel Conversions from FACH to EDCH for HSUPA Service for Cell,None,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Huawei,Measurement of Cell Performance,67108972,VS.HSUPA.MeanChThroughput.Times,VS.HSUPA.MeanChThroughput.Times,67192487,Duration of HSUPA MAC-D Flow Receiving Data for Cell,ms,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Huawei,Measurement of Cell Performance,67108972,VS.RAC.HHO.Fail.ULCE.Cong,VS.RAC.HHO.Fail.ULCE.Cong,67192492,Number of Failed Requests for UL CE Resources During HHO for Cell,None,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Huawei,Measurement of Cell Performance,67108972,VS.RAC.HHO.Fail.DLCE.Cong,VS.RAC.HHO.Fail.DLCE.Cong,67192493,Number of Failed Requests for DL CE Resources During HHO for Cell,None,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Huawei,Measurement of Cell Performance,67108972,VS.LCC.OLC.D2C,VS.LCC.OLC.D2C,67192549,Number of UEs Transferring BE Service to Common Channel in Overload Congestion for Cell,None,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Huawei,Measurement of Cell Performance,67108972,VS.HHO.AttInterFreqRelocPrep,VS.HHO.AttInterFreqRelocPrep,67192551,Number of Relocation Preparation Attempts with Outgoing Inter-Frequency Hard Handovers for Cell,None,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Huawei,Measurement of Cell Performance,67108972,VS.HHO.SuccInterFreqRelocPrep,VS.HHO.SuccInterFreqRelocPrep,67192552,Number of Successful Relocation Preparations with Outgoing Inter-Frequency Hard Handovers for Cell,None,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
