begintime,sk_object,duration,M51361C0,M51361C1,M51361C2,M51361C3,M51361C4
2022-03-11 01:00:00,15731.0,15,14400.0,-1139.0,-1101.0,-1072.0,900.0
2022-03-11 01:00:00,15732.0,15,14400.0,-7386.0,-5875.0,-4093.0,900.0
2022-03-11 01:00:00,15733.0,15,14400.0,-4367.0,-3197.0,-2080.0,900.0
2022-03-11 01:00:00,15734.0,15,14400.0,-974.0,-663.0,-406.0,900.0
2022-03-11 01:00:00,15735.0,15,14399.0,-5064.0,-3278.0,-599.0,900.0
2022-03-11 01:00:00,15736.0,15,14400.0,-1462.0,-1286.0,-1008.0,900.0
2022-03-11 01:00:00,15737.0,15,14399.0,-9973.0,-9403.0,-8024.0,900.0
2022-03-11 01:00:00,15738.0,15,14400.0,-89.0,-45.0,-34.0,900.0
2022-03-11 01:00:00,15739.0,15,14400.0,-569.0,-431.0,-388.0,900.0
2022-03-11 01:00:00,15740.0,15,14400.0,-4071.0,-3002.0,-1957.0,900.0
2022-03-11 01:00:00,15741.0,15,14400.0,-6135.0,-4359.0,-2047.0,900.0
2022-03-11 01:00:00,15742.0,15,14390.0,-12260.0,-3769.0,1501.0,900.0
2022-03-11 01:00:00,15743.0,15,14398.0,13.0,26.0,51.0,900.0
2022-03-11 01:00:00,15744.0,15,14400.0,-1007.0,-792.0,-678.0,900.0
2022-03-11 01:00:00,15745.0,15,14400.0,-303.0,-219.0,-103.0,900.0
2022-03-11 01:00:00,15746.0,15,14400.0,-11672.0,-9610.0,-6971.0,900.0
2022-03-11 01:00:00,15747.0,15,14401.0,-15.0,3.0,33.0,900.0
2022-03-11 01:15:00,15729.0,15,14400.0,-129.0,-108.0,-87.0,900.0
2022-03-11 01:15:00,15730.0,15,14400.0,-2951.0,15881.0,29028.0,900.0
2022-03-11 01:15:00,15731.0,15,14400.0,-1139.0,-818.0,-442.0,900.0
2022-03-11 01:15:00,15732.0,15,14400.0,-4093.0,-2332.0,231.0,900.0
2022-03-11 01:15:00,15733.0,15,14400.0,-2080.0,-1881.0,-1600.0,900.0
2022-03-11 01:15:00,15734.0,15,14400.0,-406.0,-351.0,-281.0,900.0
2022-03-11 01:15:00,15735.0,15,14400.0,-599.0,-382.0,-83.0,900.0
2022-03-11 01:15:00,15736.0,15,14400.0,-1008.0,-769.0,-662.0,900.0
2022-03-11 01:15:00,15737.0,15,14400.0,-8024.0,-4903.0,-2744.0,900.0
2022-03-11 01:15:00,15738.0,15,14400.0,-51.0,-28.0,0.0,900.0
2022-03-11 01:15:00,15739.0,15,14400.0,-388.0,-351.0,-323.0,900.0
2022-03-11 01:15:00,15740.0,15,14400.0,-1957.0,-1329.0,-829.0,900.0
2022-03-11 01:15:00,15741.0,15,14400.0,-6135.0,-4126.0,-2691.0,900.0
2022-03-11 01:15:00,15742.0,15,14385.0,-12260.0,-11875.0,-11331.0,900.0
2022-03-11 01:15:00,15743.0,15,14399.0,13.0,63.0,91.0,900.0
2022-03-11 01:15:00,15744.0,15,14400.0,-678.0,-463.0,-322.0,900.0
2022-03-11 01:15:00,15745.0,15,14400.0,-112.0,-106.0,-103.0,900.0
2022-03-11 01:15:00,15746.0,15,14400.0,-6971.0,-5324.0,-3028.0,900.0
2022-03-11 01:15:00,15747.0,15,14400.0,-15.0,33.0,46.0,900.0
2022-03-11 01:30:00,15729.0,15,14399.0,-91.0,-84.0,-30.0,900.0
2022-03-11 01:30:00,15730.0,15,14400.0,-12085.0,-9335.0,-2951.0,900.0
2022-03-11 01:30:00,15731.0,15,14400.0,-442.0,-405.0,-336.0,900.0
2022-03-11 01:30:00,15732.0,15,14400.0,231.0,322.0,479.0,900.0
2022-03-11 01:30:00,15733.0,15,14400.0,-1600.0,-1361.0,-1057.0,900.0
2022-03-11 01:30:00,15734.0,15,14400.0,-281.0,-189.0,-99.0,900.0
2022-03-11 01:30:00,15735.0,15,14400.0,-83.0,747.0,2593.0,900.0
2022-03-11 01:30:00,15736.0,15,14400.0,-662.0,-422.0,-315.0,900.0
2022-03-11 01:30:00,15737.0,15,14400.0,-2744.0,-1670.0,-749.0,900.0
2022-03-11 01:30:00,15738.0,15,14399.0,-9.0,-2.0,0.0,900.0
2022-03-11 01:30:00,15739.0,15,14400.0,-323.0,-181.0,-80.0,900.0
2022-03-11 01:30:00,15740.0,15,14400.0,-829.0,-676.0,-461.0,900.0
2022-03-11 01:30:00,15741.0,15,14400.0,-2691.0,-2273.0,-1815.0,900.0
2022-03-11 01:30:00,15742.0,15,14389.0,-11331.0,-9907.0,-7373.0,900.0
2022-03-11 01:30:00,15743.0,15,14400.0,91.0,96.0,99.0,900.0
2022-03-11 01:30:00,15744.0,15,14398.0,-322.0,-256.0,-205.0,900.0
2022-03-11 01:30:00,15745.0,15,14400.0,-112.0,-67.0,-42.0,900.0
2022-03-11 01:30:00,15746.0,15,14400.0,-3028.0,-1726.0,-806.0,900.0
2022-03-11 01:30:00,15747.0,15,14400.0,9.0,23.0,35.0,900.0
2022-03-11 01:45:00,15729.0,15,14400.0,-48.0,-37.0,-30.0,900.0
2022-03-11 01:45:00,15730.0,15,14400.0,-18822.0,-3683.0,2823.0,900.0
2022-03-11 01:45:00,15731.0,15,14401.0,-336.0,-229.0,-172.0,900.0
2022-03-11 01:45:00,15732.0,15,14400.0,479.0,522.0,543.0,900.0
2022-03-11 01:45:00,15733.0,15,14400.0,-1057.0,-1037.0,-995.0,900.0
2022-03-11 01:45:00,15734.0,15,14399.0,-99.0,-68.0,-12.0,900.0
2022-03-11 01:45:00,15735.0,15,14400.0,1620.0,1996.0,2593.0,900.0
2022-03-11 01:45:00,15736.0,15,14400.0,-315.0,-251.0,-209.0,900.0
2022-03-11 01:45:00,15737.0,15,14400.0,-749.0,-220.0,307.0,900.0
2022-03-11 01:45:00,15738.0,15,14400.0,-9.0,-8.0,-6.0,900.0
2022-03-11 01:45:00,15739.0,15,14400.0,-80.0,-64.0,-47.0,900.0
2022-03-11 01:45:00,15740.0,15,14400.0,-1317.0,-324.0,-236.0,900.0
2022-03-11 01:45:00,15741.0,15,14400.0,-1815.0,-1274.0,-755.0,900.0
2022-03-11 01:45:00,15742.0,15,14390.0,-7373.0,-6948.0,-6063.0,900.0
2022-03-11 01:45:00,15743.0,15,14400.0,-186.0,-36.0,99.0,900.0
2022-03-11 01:45:00,15744.0,15,14399.0,-205.0,-155.0,-125.0,900.0
2022-03-11 01:45:00,15745.0,15,14400.0,-55.0,-41.0,-4.0,900.0
2022-03-11 01:45:00,15746.0,15,14400.0,-806.0,-550.0,-16.0,900.0
2022-03-11 01:45:00,15747.0,15,14400.0,35.0,53.0,73.0,900.0
2022-03-11 02:00:00,15729.0,15,14400.0,-99.0,-83.0,-41.0,900.0
2022-03-11 02:00:00,15730.0,15,14400.0,-18822.0,-18313.0,-17971.0,900.0
2022-03-11 02:00:00,15731.0,15,14400.0,-172.0,-136.0,-106.0,900.0
2022-03-11 02:00:00,15732.0,15,14400.0,324.0,444.0,543.0,900.0
2022-03-11 02:00:00,15733.0,15,14400.0,-995.0,-833.0,-737.0,900.0
2022-03-11 02:00:00,15734.0,15,14400.0,-12.0,-5.0,-2.0,900.0
2022-03-11 02:00:00,15735.0,15,14400.0,-3217.0,415.0,1620.0,900.0
2022-03-11 02:00:00,15736.0,15,14400.0,-209.0,-171.0,-126.0,900.0
2022-03-11 02:00:00,15737.0,15,14400.0,-54804.0,-43664.0,307.0,900.0
2022-03-11 02:00:00,15738.0,15,14400.0,-7.0,-7.0,-6.0,900.0
2022-03-11 02:00:00,15739.0,15,14400.0,-47.0,-17.0,-7.0,900.0
2022-03-11 02:00:00,15740.0,15,14400.0,-5158.0,-2572.0,-1317.0,900.0
2022-03-11 02:00:00,15741.0,15,14400.0,-755.0,-686.0,-577.0,900.0
2022-03-11 02:00:00,15742.0,15,14391.0,-6063.0,-5904.0,-5809.0,900.0
2022-03-11 02:00:00,15743.0,15,14399.0,-293.0,-237.0,-186.0,900.0
2022-03-11 02:00:00,15744.0,15,14400.0,-146.0,-135.0,-125.0,900.0
2022-03-11 02:00:00,15745.0,15,14400.0,-65.0,-38.0,-4.0,900.0
2022-03-11 02:00:00,15746.0,15,14400.0,-16.0,28.0,54.0,900.0
2022-03-11 02:00:00,15747.0,15,14400.0,34.0,56.0,73.0,900.0
2022-03-11 02:15:00,15729.0,15,14400.0,-50.0,-44.0,-41.0,900.0
2022-03-11 02:15:00,15730.0,15,14400.0,-17971.0,-16904.0,-15129.0,900.0
2022-03-11 02:15:00,15731.0,15,14400.0,-106.0,-88.0,-73.0,900.0
2022-03-11 02:15:00,15732.0,15,14400.0,-2049.0,-1058.0,324.0,900.0
2022-03-11 02:15:00,15733.0,15,14400.0,-737.0,-478.0,-343.0,900.0
2022-03-11 02:15:00,15734.0,15,14400.0,-2.0,1.0,2.0,900.0
2022-03-11 02:15:00,15735.0,15,14400.0,-3217.0,-2743.0,-2312.0,900.0
2022-03-11 02:15:00,15736.0,15,14400.0,-201.0,-164.0,-126.0,900.0
2022-03-11 02:15:00,15737.0,15,14400.0,-51980.0,-50637.0,-48695.0,900.0
2022-03-11 02:15:00,15738.0,15,14400.0,-7.0,2.0,7.0,900.0
2022-03-11 02:15:00,15739.0,15,14400.0,-66.0,-37.0,-19.0,900.0
2022-03-11 02:15:00,15740.0,15,14400.0,-5158.0,-3853.0,-3086.0,900.0
2022-03-11 02:15:00,15741.0,15,14400.0,-577.0,-502.0,-468.0,900.0
2022-03-11 02:15:00,15742.0,15,14387.0,-5809.0,-4048.0,-2628.0,900.0
2022-03-11 02:15:00,15743.0,15,14400.0,-293.0,-254.0,-224.0,900.0
2022-03-11 02:15:00,15744.0,15,14400.0,-176.0,-167.0,-146.0,900.0
2022-03-11 02:15:00,15745.0,15,14400.0,-177.0,-119.0,-65.0,900.0
2022-03-11 02:15:00,15746.0,15,14400.0,-1754.0,-400.0,54.0,900.0
2022-03-11 02:15:00,15747.0,15,14400.0,34.0,39.0,102.0,900.0
2022-03-11 02:30:00,15729.0,15,14401.0,-62.0,-58.0,-50.0,900.0
2022-03-11 02:30:00,15730.0,15,14398.0,-15129.0,-13998.0,-12902.0,900.0
2022-03-11 02:30:00,15731.0,15,14399.0,-162.0,-142.0,-73.0,900.0
2022-03-11 02:30:00,15732.0,15,14400.0,-2049.0,-1501.0,-1122.0,900.0
2022-03-11 02:30:00,15733.0,15,14400.0,-343.0,-256.0,-181.0,900.0
2022-03-11 02:30:00,15734.0,15,14400.0,-2.0,-2.0,-2.0,900.0
2022-03-11 02:30:00,15735.0,15,14400.0,-2312.0,-1555.0,-888.0,900.0
2022-03-11 02:30:00,15736.0,15,14400.0,-201.0,-157.0,-146.0,900.0
2022-03-11 02:30:00,15737.0,15,14400.0,-48695.0,-42703.0,-33427.0,900.0
2022-03-11 02:30:00,15738.0,15,14400.0,-2.0,2.0,7.0,900.0
2022-03-11 02:30:00,15739.0,15,14400.0,-66.0,-65.0,-65.0,900.0
2022-03-11 02:30:00,15740.0,15,14400.0,-3086.0,-1420.0,-558.0,900.0
2022-03-11 02:30:00,15741.0,15,14400.0,-468.0,-384.0,-313.0,900.0
2022-03-11 02:30:00,15742.0,15,14395.0,-2628.0,-2011.0,-1478.0,900.0
2022-03-11 02:30:00,15743.0,15,14400.0,-224.0,-177.0,-104.0,900.0
2022-03-11 02:30:00,15744.0,15,14400.0,-152.0,-134.0,-106.0,900.0
2022-03-11 02:30:00,15745.0,15,14400.0,-195.0,-185.0,-177.0,900.0
2022-03-11 02:30:00,15746.0,15,14400.0,-1754.0,-1733.0,-1714.0,900.0
2022-03-11 02:30:00,15747.0,15,14400.0,56.0,86.0,102.0,900.0
2022-03-11 02:45:00,15729.0,15,14400.0,-62.0,-27.0,-20.0,900.0
2022-03-11 02:45:00,15730.0,15,14399.0,-12902.0,-10815.0,-7846.0,900.0
2022-03-11 02:45:00,15731.0,15,14400.0,-112.0,-109.0,-105.0,900.0
2022-03-11 02:45:00,15732.0,15,14400.0,-1122.0,-941.0,-754.0,900.0
2022-03-11 02:45:00,15733.0,15,14400.0,-181.0,-135.0,-79.0,900.0
2022-03-11 02:45:00,15734.0,15,14400.0,-53.0,-22.0,-2.0,900.0
2022-03-11 02:45:00,15735.0,15,14400.0,-888.0,-736.0,-539.0,900.0
2022-03-11 02:45:00,15736.0,15,14400.0,-156.0,-155.0,-154.0,900.0
2022-03-11 02:45:00,15737.0,15,14400.0,-33427.0,-31369.0,-26950.0,900.0
2022-03-11 02:45:00,15738.0,15,14400.0,-22.0,-14.0,-2.0,900.0
2022-03-11 02:45:00,15739.0,15,14400.0,-245.0,-206.0,-65.0,900.0
2022-03-11 02:45:00,15740.0,15,14400.0,-558.0,-294.0,-70.0,900.0
2022-03-11 02:45:00,15741.0,15,14400.0,-313.0,-275.0,-250.0,900.0
2022-03-11 02:45:00,15742.0,15,14399.0,-1478.0,-821.0,-218.0,900.0
2022-03-11 02:45:00,15743.0,15,14400.0,-104.0,-96.0,-92.0,900.0
2022-03-11 02:45:00,15744.0,15,14400.0,-123.0,-118.0,-106.0,900.0
2022-03-11 02:45:00,15745.0,15,14400.0,-282.0,-261.0,-195.0,900.0
2022-03-11 02:45:00,15746.0,15,14400.0,-1869.0,-1503.0,-1381.0,900.0
2022-03-11 02:45:00,15747.0,15,14400.0,56.0,57.0,57.0,900.0
2022-03-11 03:00:00,15729.0,15,14400.0,-71.0,-56.0,-38.0,900.0
2022-03-11 03:00:00,15730.0,15,14398.0,-7846.0,-6828.0,-5403.0,900.0
2022-03-11 03:00:00,15731.0,15,14400.0,-105.0,-63.0,-49.0,900.0
2022-03-11 03:00:00,15732.0,15,14400.0,-754.0,-521.0,-356.0,900.0
2022-03-11 03:00:00,15733.0,15,14400.0,-79.0,-57.0,-30.0,900.0
2022-03-11 03:00:00,15734.0,15,14400.0,-88.0,-70.0,-53.0,900.0
2022-03-11 03:00:00,15735.0,15,14400.0,-539.0,-329.0,349.0,900.0
2022-03-11 03:00:00,15736.0,15,14400.0,-159.0,-157.0,-114.0,900.0
2022-03-11 03:00:00,15737.0,15,14398.0,-26950.0,-11489.0,-2013.0,900.0
2022-03-11 03:00:00,15738.0,15,14400.0,-22.0,-21.0,-20.0,900.0
2022-03-11 03:00:00,15739.0,15,14400.0,-276.0,-264.0,-245.0,900.0
2022-03-11 03:00:00,15740.0,15,14400.0,-70.0,864.0,2573.0,900.0
2022-03-11 03:00:00,15741.0,15,14400.0,-250.0,-193.0,-99.0,900.0
2022-03-11 03:00:00,15742.0,15,14400.0,-218.0,308.0,960.0,900.0
2022-03-11 03:00:00,15743.0,15,14400.0,-92.0,-1.0,15.0,900.0
2022-03-11 03:00:00,15744.0,15,14400.0,-123.0,-113.0,-100.0,900.0
2022-03-11 03:00:00,15745.0,15,14400.0,-259.0,-236.0,-198.0,900.0
2022-03-11 03:00:00,15746.0,15,14400.0,-1869.0,-1583.0,-1224.0,900.0
2022-03-11 03:00:00,15747.0,15,14400.0,-43.0,-7.0,57.0,900.0
2022-03-11 03:15:00,15729.0,15,14399.0,-71.0,-39.0,-32.0,900.0
2022-03-11 03:15:00,15730.0,15,14400.0,-5403.0,-4062.0,-2344.0,900.0
2022-03-11 03:15:00,15731.0,15,14400.0,-69.0,-66.0,-64.0,900.0
2022-03-11 03:15:00,15732.0,15,14400.0,-356.0,-329.0,-289.0,900.0
2022-03-11 03:15:00,15733.0,15,14400.0,-67.0,-36.0,-30.0,900.0
2022-03-11 03:15:00,15734.0,15,14400.0,-88.0,-63.0,-56.0,900.0
2022-03-11 03:15:00,15735.0,15,14400.0,233.0,309.0,349.0,900.0
2022-03-11 03:15:00,15736.0,15,14400.0,-135.0,-121.0,-114.0,900.0
2022-03-11 03:15:00,15737.0,15,14400.0,-2013.0,6932.0,8177.0,900.0
2022-03-11 03:15:00,15738.0,15,14400.0,-24.0,-22.0,-6.0,900.0
2022-03-11 03:15:00,15739.0,15,14400.0,-330.0,-293.0,-177.0,900.0
2022-03-11 03:15:00,15740.0,15,14400.0,1684.0,2172.0,2573.0,900.0
2022-03-11 03:15:00,15741.0,15,14399.0,-114.0,-107.0,-99.0,900.0
2022-03-11 03:15:00,15742.0,15,14398.0,465.0,704.0,960.0,900.0
2022-03-11 03:15:00,15743.0,15,14400.0,15.0,26.0,34.0,900.0
2022-03-11 03:15:00,15744.0,15,14400.0,-128.0,-117.0,-100.0,900.0
2022-03-11 03:15:00,15745.0,15,14400.0,-198.0,-174.0,-163.0,900.0
2022-03-11 03:15:00,15746.0,15,14400.0,-1224.0,-947.0,-618.0,900.0
2022-03-11 03:15:00,15747.0,15,14400.0,-43.0,-36.0,-31.0,900.0
2022-03-11 03:30:00,15729.0,15,14400.0,-38.0,-24.0,-6.0,900.0
2022-03-11 03:30:00,15730.0,15,14400.0,-2344.0,-2093.0,-1575.0,900.0
2022-03-11 03:30:00,15731.0,15,14400.0,-69.0,-24.0,-4.0,901.0
2022-03-11 03:30:00,15732.0,15,14400.0,-289.0,-239.0,-125.0,900.0
2022-03-11 03:30:00,15733.0,15,14400.0,-97.0,-78.0,-67.0,900.0
2022-03-11 03:30:00,15734.0,15,14400.0,-56.0,-36.0,-4.0,900.0
2022-03-11 03:30:00,15735.0,15,14400.0,119.0,159.0,233.0,900.0
2022-03-11 03:30:00,15736.0,15,14400.0,-135.0,-103.0,-85.0,900.0
2022-03-11 03:30:00,15737.0,15,14400.0,4142.0,5077.0,6132.0,900.0
2022-03-11 03:30:00,15738.0,15,14400.0,-8.0,-7.0,-6.0,900.0
2022-03-11 03:30:00,15739.0,15,14400.0,-177.0,-165.0,-153.0,900.0
2022-03-11 03:30:00,15740.0,15,14400.0,644.0,1218.0,1684.0,900.0
2022-03-11 03:30:00,15741.0,15,14400.0,-114.0,-70.0,-27.0,900.0
2022-03-11 03:30:00,15742.0,15,14400.0,294.0,404.0,465.0,900.0
2022-03-11 03:30:00,15743.0,15,14400.0,34.0,60.0,67.0,900.0
2022-03-11 03:30:00,15744.0,15,14400.0,-128.0,-83.0,-77.0,900.0
2022-03-11 03:30:00,15745.0,15,14400.0,-163.0,-107.0,-82.0,900.0
2022-03-11 03:30:00,15746.0,15,14400.0,-618.0,-586.0,-526.0,900.0
2022-03-11 03:30:00,15747.0,15,14400.0,-31.0,-1.0,11.0,900.0
2022-03-11 03:45:00,15729.0,15,14399.0,-6.0,19.0,50.0,900.0
2022-03-11 03:45:00,15730.0,15,14399.0,-1575.0,-1227.0,-1024.0,900.0
2022-03-11 03:45:00,15731.0,15,14400.0,-28.0,-25.0,-4.0,900.0
2022-03-11 03:45:00,15732.0,15,14400.0,-125.0,-79.0,21.0,900.0
2022-03-11 03:45:00,15733.0,15,14400.0,-97.0,-92.0,-90.0,900.0
2022-03-11 03:45:00,15734.0,15,14400.0,-6.0,-5.0,-4.0,900.0
2022-03-11 03:45:00,15735.0,15,14400.0,51.0,203.0,639.0,900.0
2022-03-11 03:45:00,15736.0,15,14400.0,-107.0,-87.0,-80.0,900.0
2022-03-11 03:45:00,15737.0,15,14395.0,4142.0,28992.0,35265.0,900.0
2022-03-11 03:45:00,15738.0,15,14400.0,-8.0,-7.0,-7.0,900.0
2022-03-11 03:45:00,15739.0,15,14400.0,-153.0,-112.0,-64.0,900.0
2022-03-11 03:45:00,15740.0,15,14400.0,644.0,1531.0,3101.0,900.0
2022-03-11 03:45:00,15741.0,15,14400.0,-37.0,-31.0,-27.0,900.0
2022-03-11 03:45:00,15742.0,15,14400.0,185.0,222.0,294.0,900.0
2022-03-11 03:45:00,15743.0,15,14400.0,49.0,62.0,75.0,900.0
2022-03-11 03:45:00,15744.0,15,14400.0,-82.0,-64.0,-47.0,900.0
2022-03-11 03:45:00,15745.0,15,14400.0,-82.0,-65.0,-54.0,900.0
2022-03-11 03:45:00,15746.0,15,14400.0,-526.0,-375.0,-295.0,900.0
2022-03-11 03:45:00,15747.0,15,14400.0,-23.0,-5.0,11.0,900.0
2022-03-11 04:00:00,15729.0,15,14400.0,50.0,62.0,84.0,900.0
2022-03-11 04:00:00,15730.0,15,14398.0,-1024.0,1471.0,1752.0,900.0
2022-03-11 04:00:00,15731.0,15,14400.0,-28.0,31.0,71.0,900.0
2022-03-11 04:00:00,15732.0,15,14400.0,21.0,54.0,75.0,900.0
2022-03-11 04:00:00,15733.0,15,14400.0,-101.0,-82.0,-75.0,900.0
2022-03-11 04:00:00,15734.0,15,14400.0,-22.0,-13.0,-6.0,900.0
2022-03-11 04:00:00,15735.0,15,14400.0,471.0,545.0,639.0,900.0
2022-03-11 04:00:00,15736.0,15,14400.0,-107.0,-103.0,-99.0,900.0
2022-03-11 04:00:00,15737.0,15,14398.0,35265.0,39125.0,44173.0,900.0
