begintime,ne_name,ne_type,vendor,integrity,SFP_SMOD_BITS_RECV,id
2022-03-19,"MRBTS-5080,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,95.83,406978560000000.0,263
2022-03-19,"MRBTS-5081,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,90.97,387219456000000.0,264
2022-03-19,"MRBTS-5081,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-2",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,90.97,387219456000000.0,265
2022-03-19,"MRBTS-5082,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,91.04,387219456000000.0,266
2022-03-19,"MRBTS-5083,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,95.83,406978560000000.0,267
2022-03-19,"MRBTS-5084,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,95.83,406978560000000.0,268
2022-03-19,"MRBTS-5084,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-2",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,95.83,406978560000000.0,269
2022-03-19,"MRBTS-5085,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,90.97,387809280000000.0,270
2022-03-19,"MRBTS-5086,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,90.97,387219456000000.0,271
2022-03-19,"MRBTS-5086,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-2",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,90.97,387219456000000.0,272
2022-03-19,"MRBTS-5089,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,95.83,406978560000000.0,273
2022-03-19,"MRBTS-5090,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,91.67,388988928000000.0,274
2022-03-19,"MRBTS-5090,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-2",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,91.67,388988928000000.0,275
2022-03-19,"MRBTS-5091,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,90.97,387219456000000.0,276
2022-03-19,"MRBTS-5102,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,91.04,387219456000000.0,277
2022-03-19,"MRBTS-5200,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,39.76,337084416000000.0,278
2022-03-19,"MRBTS-5200,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-2",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,39.76,337969152000000.0,279
