begintime,ne_name,ne_type,vendor,integrity,SFP_SMOD_BITS_RECV,id
2022-03-13,"MRBTS-5089,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,87
2022-03-13,"MRBTS-5090,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,88
2022-03-13,"MRBTS-5090,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-2",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,89
2022-03-13,"MRBTS-5091,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,90
2022-03-13,"MRBTS-5102,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,91
2022-03-13,"MRBTS-5200,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,97.5,414351360000000.0,92
2022-03-13,"MRBTS-5200,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-2",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,97.5,414351360000000.0,93
2022-03-14,"MRBTS-5023,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,94
2022-03-14,"MRBTS-5023,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-2",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,95
2022-03-14,"MRBTS-5044,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,96
2022-03-14,"MRBTS-5044,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-2",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,97
2022-03-14,"MRBTS-5045,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,98
2022-03-14,"MRBTS-5045,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-2",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,99
2022-03-14,"MRBTS-5050,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,100
2022-03-14,"MRBTS-5050,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-2",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,101
2022-03-14,"MRBTS-5062,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,102
2022-03-14,"MRBTS-5062,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-2",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,103
2022-03-14,"MRBTS-5078,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,104
2022-03-14,"MRBTS-5078,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-2",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,105
2022-03-14,"MRBTS-5079,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,106
2022-03-14,"MRBTS-5079,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-2",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,107
2022-03-14,"MRBTS-5080,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,108
2022-03-14,"MRBTS-5081,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,109
2022-03-14,"MRBTS-5081,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-2",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,110
2022-03-14,"MRBTS-5082,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,111
2022-03-14,"MRBTS-5083,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,112
2022-03-14,"MRBTS-5084,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,113
2022-03-14,"MRBTS-5084,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-2",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,114
2022-03-14,"MRBTS-5085,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,115
2022-03-14,"MRBTS-5086,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,116
2022-03-14,"MRBTS-5086,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-2",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,117
2022-03-14,"MRBTS-5089,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,118
2022-03-14,"MRBTS-5090,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,119
2022-03-14,"MRBTS-5090,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-2",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,120
2022-03-14,"MRBTS-5091,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,121
2022-03-14,"MRBTS-5102,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,122
2022-03-14,"MRBTS-5200,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,98.75,419659776000000.0,123
2022-03-14,"MRBTS-5200,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-2",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,98.75,419659776000000.0,124
2022-03-15,"MRBTS-5023,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,125
2022-03-15,"MRBTS-5023,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-2",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,126
2022-03-15,"MRBTS-5044,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,127
2022-03-15,"MRBTS-5044,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-2",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,100.0,424673280000000.0,128
2022-03-15,"MRBTS-5045,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,98.33,417300480000000.0,129
2022-03-15,"MRBTS-5045,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-2",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,98.33,417300480000000.0,130
2022-03-15,"MRBTS-5050,EQM-1,APEQM-1,CABINET-1,SMOD-1,SFP-1",4G : PLMN-MRBTS-EQM-APEQM-CABINET-SMOD-SFP,Nokia,95.69,406683648000000.0,131
