sk_object,object,objecttypeid,duration,userlabel,is_connected,is_included_in_validation,dwh_created,dwh_last_modified,object_technology
7489133,"FTBSC02/GCELL_GCELL:LABEL=BARMHOTEL-7, CellIndex=1794, CGI=6190502582771/CGI:61905025A3814",huawei_bsc6900gsm_1275069423,PT3600S,FTBSC02,1.0,0.0,2022-02-08 00:17:15.976451,2022-02-08 00:17:15.976451,
11550872,"FTBSC02/GCELL_NCELL:LABEL=KABALA-2, CellIndex=826, CGI=61905028C4FB2/BCCH:56/BCC,NCC:0:4",huawei_bsc6900gsm_1275069424,PT3600S,FTBSC02,1.0,0.0,2022-02-08 15:30:00.604237,2022-02-08 15:30:00.604237,
15199758,"FTBSC01/UCELL_NCELL:Label=3G_DUKESTREET_II-42, CellID=35429/RNC:1271/DEST Cell ID:36348",huawei_bsc6900gu_67108979,PT3600S,FTBSC01,1.0,0.0,2022-02-09 05:30:03.145990,2022-05-13 02:48:36.753596,
11252209,"FTBSC02/GCELL_NCELL:LABEL=AFCOM-6, CellIndex=302, CGI=61905025A3846/BCCH:59/BCC,NCC:2:4",huawei_bsc6900gsm_1275069424,PT3600S,FTBSC02,1.0,0.0,2022-02-08 14:30:02.085649,2022-02-08 14:30:02.085649,
7489174,"FTBSC02/GCELL_GCELL:LABEL=KROOTOWNROAD-9, CellIndex=437, CGI=6190502583709/CGI:6190502583707",huawei_bsc6900gsm_1275069423,PT3600S,FTBSC02,1.0,0.0,2022-02-08 00:17:15.976451,2022-02-08 00:17:15.976451,
23357841,"FTBSC01/GCELL_NCELL:LABEL=WATERLOO-6, CellIndex=173, CGI=61905024E3206/BCCH:765/BCC,NCC:3:7",huawei_bsc6900gu_1275069424,PT3600S,FTBSC01,1.0,0.0,2022-02-11 00:30:03.722680,2022-05-13 02:24:38.964570,
24431088,"FTBSC01/UCELL_NCELL:Label=3G_ADAMSTREET-23, CellID=37425/RNC:1271/DEST Cell ID:34029",huawei_bsc6900gu_67108979,PT3600S,FTBSC01,1.0,0.0,2022-02-11 05:30:03.631076,2022-05-13 02:48:36.753596,
324863,"FTBSC02/E1T1_ES:Port No.=49, Slot No.=15, Subrack No.=1",huawei_bsc6900gu_82835615,PT3600S,FTBSC02,1.0,0.0,2022-02-04 23:34:06.795618,2022-05-13 02:54:52.910966,
7480779,"FTBSC02/Cell:LABEL=MOKABA-2, CellIndex=1690, CGI=6190501ED526E/TRX:TRX Index=2229, TRX Name=MOKABA-2-3",huawei_bsc6900gsm_1275069422,PT3600S,FTBSC02,1.0,0.0,2022-02-08 00:17:15.976451,2022-02-08 00:17:15.976451,
25577870,"FTBSC02/GCELL_NCELL:LABEL=BINKOLO-9, CellIndex=1648, CGI=61905028B5063/BCCH:51/BCC,NCC:2:1",huawei_bsc6900gsm_1275069424,PT3600S,FTBSC02,1.0,0.0,2022-02-11 10:30:03.516177,2022-05-13 02:19:20.048997,
35351761,"FTBSC01/UCELL_NCELL:Label=3G_SPURROAD_II-34, CellID=36753/RNC:1271/DEST Cell ID:37257",huawei_bsc6900gu_67108979,PT3600S,FTBSC01,1.0,0.0,2022-02-12 20:35:06.677363,2022-05-13 02:48:36.753596,
7515561,"FTBSC02/GCELL_NCELL:LABEL=OAU_II-9, CellIndex=422, CGI=61905025A37D1/BCCH:54/BCC,NCC:2:2",huawei_bsc6900gsm_1275069424,PT3600S,FTBSC02,1.0,0.0,2022-02-08 00:17:15.976451,2022-02-08 00:17:15.976451,
336724,"FTBSC01/GCELL_NCELL:LABEL=KOSSOHTOWN_II-1, CellIndex=137, CGI=6190502642F95/BCCH:762/BCC,NCC:0:1",huawei_bsc6900gu_1275069424,PT3600S,FTBSC01,1.0,0.0,2022-02-04 23:34:06.795618,2022-05-13 02:24:38.964570,
363704,"FTBSC01/GCELL_NCELL:LABEL=ADDAX-1, CellIndex=1129, CGI=6190502815079/BCCH:58/BCC,NCC:3:3",huawei_bsc6900gu_1275069424,PT3600S,FTBSC01,1.0,0.0,2022-02-04 23:34:06.795618,2022-05-13 02:24:38.964570,
23358961,"FTBSC01/GCELL_NCELL:LABEL=WELLINGTON-7, CellIndex=77, CGI=6190502652F55/BCCH:53/BCC,NCC:3:3",huawei_bsc6900gu_1275069424,PT3600S,FTBSC01,1.0,0.0,2022-02-11 00:30:03.722680,2022-05-13 02:24:38.964570,
106981319,"FTBSC01/UCELL_NCELL:Label=3G_KONAKRIDIE-11, CellID=44451/RNC:1271/DEST Cell ID:37303",huawei_bsc6900gu_67108979,PT3600S,FTBSC01,1.0,0.0,2022-03-10 21:30:53.226689,2022-05-13 02:48:36.753596,
11590869,"FTBSC01/GCELL_NCELL:LABEL=ALLENTOWN-2, CellIndex=66, CGI=6190502652F0A/BCCH:762/BCC,NCC:0:2",huawei_bsc6900gu_1275069424,PT3600S,FTBSC01,1.0,0.0,2022-02-08 15:30:00.604237,2022-05-13 02:24:38.964570,
11590863,"FTBSC01/GCELL_NCELL:LABEL=ALLENTOWN-2, CellIndex=66, CGI=6190502652F0A/BCCH:759/BCC,NCC:0:6",huawei_bsc6900gu_1275069424,PT3600S,FTBSC01,1.0,0.0,2022-02-08 15:30:00.604237,2022-05-13 02:24:38.964570,
16386505,"FTBSC02/GCELL_GCELL:LABEL=DAMAROAD_S-2, CellIndex=1982, CGI=619050227584A/CGI:6190502275661",huawei_bsc6900gsm_1275069423,PT3600S,FTBSC02,1.0,0.0,2022-02-09 11:30:03.044196,2022-02-09 11:30:03.044196,
11591873,"FTBSC01/GCELL_NCELL:LABEL=ALLENTOWN_RELIEF-3, CellIndex=350, CGI=61905026558A5/BCCH:761/BCC,NCC:2:3",huawei_bsc6900gu_1275069424,PT3600S,FTBSC01,1.0,0.0,2022-02-08 15:30:00.604237,2022-05-13 02:24:38.964570,
25578014,"FTBSC02/GCELL_NCELL:LABEL=BLAMA-1, CellIndex=1145, CGI=6190502275655/BCCH:62/BCC,NCC:2:4",huawei_bsc6900gsm_1275069424,PT3600S,FTBSC02,1.0,0.0,2022-02-11 10:30:03.516177,2022-02-11 10:30:03.516177,
13660738,"FTBSC01/GCELL_NCELL:LABEL=CALABATOWN_II-3, CellIndex=108, CGI=6190502652F8D/BCCH:62/BCC,NCC:5:2",huawei_bsc6900gu_1275069424,PT3600S,FTBSC01,1.0,0.0,2022-02-08 22:30:04.642836,2022-02-08 22:30:04.642836,
117120611,"FTBSC01/UCELL_NCELL:Label=3G_WILBERFORCEMSC-53, CellID=35047/RNC:1271/DEST Cell ID:34224",huawei_bsc6900gu_67108979,PT3600S,FTBSC01,1.0,0.0,2022-03-18 01:30:37.774547,2022-05-13 02:48:36.753596,
92930573,"FTBSC01/UCELL_NCELL:Label=3G_ODEON-64, CellID=38856/RNC:1271/DEST Cell ID:38053",huawei_bsc6900gu_67108979,PT3600S,FTBSC01,1.0,0.0,2022-03-07 15:32:12.681854,2022-05-13 02:48:36.753596,
11592747,"FTBSC01/GCELL_NCELL:LABEL=AYV-2, CellIndex=733, CGI=6190502502F1E/BCCH:781/BCC,NCC:3:6",huawei_bsc6900gu_1275069424,PT3600S,FTBSC01,1.0,0.0,2022-02-08 15:30:00.604237,2022-05-13 02:24:38.964570,
11593403,"FTBSC01/GCELL_NCELL:LABEL=BANGAWILI-4, CellIndex=2002, CGI=61905024E3222/BCCH:64/BCC,NCC:1:6",huawei_bsc6900gu_1275069424,PT3600S,FTBSC01,1.0,0.0,2022-02-08 15:30:00.604237,2022-05-13 02:24:38.964570,
92664766,"FTBSC01/UCELL_NCELL:Label=3G_ODEON-11, CellID=38831/RNC:1271/DEST Cell ID:34160",huawei_bsc6900gu_67108979,PT3600S,FTBSC01,1.0,0.0,2022-03-07 14:32:30.836744,2022-05-13 02:48:36.753596,
31281895,"FTBSC01/UCELL_NCELL:Label=3G_KISSY_II-63, CellID=36332/RNC:1271/DEST Cell ID:35194",huawei_bsc6900gu_67108979,PT3600S,FTBSC01,1.0,0.0,2022-02-12 07:44:59.073869,2022-05-13 02:48:36.753596,
11594778,"FTBSC01/GCELL_NCELL:LABEL=BLACKHALLROAD-7, CellIndex=186, CGI=61905020031FD/BCCH:58/BCC,NCC:7:0",huawei_bsc6900gu_1275069424,PT3600S,FTBSC01,1.0,0.0,2022-02-08 15:30:00.604237,2022-05-13 02:24:38.964570,
16170044,"FTBSC02/GCELL_NCELL:LABEL=DAMAROAD-6, CellIndex=1431, CGI=619050227568C/BCCH:54/BCC,NCC:1:5",huawei_bsc6900gsm_1275069424,PT3600S,FTBSC02,1.0,0.0,2022-02-09 10:30:02.463579,2022-05-13 02:19:20.048997,
11595426,"FTBSC01/GCELL_NCELL:LABEL=BLACKHALLROAD_II-7, CellIndex=111, CGI=6190501F72F5F/BCCH:772/BCC,NCC:5:3",huawei_bsc6900gu_1275069424,PT3600S,FTBSC01,1.0,0.0,2022-02-08 15:30:00.604237,2022-05-13 02:24:38.964570,
11533492,"FTBSC02/GCELL_GCELL:LABEL=BOTOWN-8, CellIndex=1166, CGI=61905021D572E/CGI:61905021D571D",huawei_bsc6900gsm_1275069423,PT3600S,FTBSC02,1.0,0.0,2022-02-08 15:30:00.604237,2022-02-08 15:30:00.604237,
11596267,"FTBSC01/GCELL_NCELL:LABEL=CITYROAD-1, CellIndex=17, CGI=6190502652F27/BCCH:52/BCC,NCC:5:7",huawei_bsc6900gu_1275069424,PT3600S,FTBSC01,1.0,0.0,2022-02-08 15:30:00.604237,2022-05-13 02:24:38.964570,
11596162,"FTBSC01/GCELL_NCELL:LABEL=BUNUMBU-3, CellIndex=1507, CGI=61905022657BF/BCCH:54/BCC,NCC:1:2",huawei_bsc6900gu_1275069424,PT3600S,FTBSC01,1.0,0.0,2022-02-08 15:30:00.604237,2022-05-13 02:24:38.964570,
30489679,"FTBSC01/UCELL_NCELL:Label=3G_OAU_II-13, CellID=34550/RNC:1271/DEST Cell ID:38569",huawei_bsc6900gu_67108979,PT3600S,FTBSC01,1.0,0.0,2022-02-12 03:30:00.858855,2022-05-13 02:48:36.753596,
11246364,"FTBSC02/GCELL_GCELL:LABEL=KENEMA_LUMA-8, CellIndex=864, CGI=619050227544A/CGI:61905022751F1",huawei_bsc6900gsm_1275069423,PT3600S,FTBSC02,1.0,0.0,2022-02-08 14:30:02.085649,2022-02-08 14:30:02.085649,
11596446,"FTBSC01/GCELL_NCELL:LABEL=CITYROAD-3, CellIndex=19, CGI=6190502652F29/BCCH:62/BCC,NCC:3:2",huawei_bsc6900gu_1275069424,PT3600S,FTBSC01,1.0,0.0,2022-02-08 15:30:00.604237,2022-05-13 02:24:38.964570,
121635943,"FTBSC01/UCELL_NCELL:Label=3G_KENNEDYSTREET-33, CellID=35089/RNC:1271/DEST Cell ID:34214",huawei_bsc6900gu_67108979,PT3600S,FTBSC01,1.0,0.0,2022-03-19 06:30:47.521571,2022-05-13 02:48:36.753596,
32094904,"FTBSC01/UCELL_NCELL:Label=3G_BYRNELANECOLLIGATE-32, CellID=34948/RNC:1271/DEST Cell ID:34646",huawei_bsc6900gu_67108979,PT3600S,FTBSC01,1.0,0.0,2022-02-12 09:35:03.244841,2022-05-13 02:48:36.753596,
116497923,"FTBSC01/GCELL_NCELL:LABEL=DARU-3, CellIndex=1171, CGI=6190502265611/BCCH:51/BCC,NCC:4:0",huawei_bsc6900gu_1275069424,PT3600S,FTBSC01,1.0,0.0,2022-03-17 23:30:20.674866,2022-05-13 02:24:38.964570,
90339,"FTBSC01/GCELL_NCELL:LABEL=KAMBIA_II-1, CellIndex=1017, CGI=61905022B4F07/BCCH:60/BCC,NCC:4:3",huawei_bsc6900gu_1275069424,PT3600S,FTBSC01,1.0,0.0,2022-02-04 23:34:06.795618,2022-05-13 02:24:38.964570,
11598925,"FTBSC01/GCELL_NCELL:LABEL=DUKESTREET_II-7, CellIndex=308, CGI=61905025027E9/BCCH:771/BCC,NCC:6:0",huawei_bsc6900gu_1275069424,PT3600S,FTBSC01,1.0,0.0,2022-02-08 15:30:00.604237,2022-05-13 02:24:38.964570,
406552,"FTBSC01/GCELL_NCELL:LABEL=ECOWASST-1, CellIndex=217, CGI=6190501F727F7/BCCH:56/BCC,NCC:2:1",huawei_bsc6900gu_1275069424,PT3600S,FTBSC01,1.0,0.0,2022-02-04 23:34:06.795618,2022-05-13 02:24:38.964570,
10451928,"FTBSC01/GCELL_NCELL:LABEL=KAMBIA_RELIEVE-2, CellIndex=2037, CGI=61905022B51CE/BCCH:62/BCC,NCC:2:2",huawei_bsc6900gu_1275069424,PT3600S,FTBSC01,1.0,0.0,2022-02-08 11:30:00.744126,2022-05-13 02:24:38.964570,
377956,"FTBSC01/GCELL_NCELL:LABEL=FBC-1, CellIndex=225, CGI=6190501F72829/BCCH:766/BCC,NCC:4:0",huawei_bsc6900gu_1275069424,PT3600S,FTBSC01,1.0,0.0,2022-02-04 23:34:06.795618,2022-05-13 02:24:38.964570,
17085399,"FTBSC02/GCELL_NCELL:LABEL=AFCOM-7, CellIndex=303, CGI=61905025A3847/BCCH:54/BCC,NCC:3:0",huawei_bsc6900gsm_1275069424,PT3600S,FTBSC02,1.0,0.0,2022-02-09 14:30:02.021533,2022-02-09 14:30:02.021533,
11600625,"FTBSC01/GCELL_NCELL:LABEL=FORTSTREET-7, CellIndex=379, CGI=61905025027F3/BCCH:755/BCC,NCC:2:3",huawei_bsc6900gu_1275069424,PT3600S,FTBSC01,1.0,0.0,2022-02-08 15:30:00.604237,2022-05-13 02:24:38.964570,
29713492,"FTBSC02/GCELL_NCELL:LABEL=WAXTON-1, CellIndex=1553, CGI=61905028B51FF/BCCH:766/BCC,NCC:6:5",huawei_bsc6900gsm_1275069424,PT3600S,FTBSC02,1.0,0.0,2022-02-12 00:30:01.755944,2022-02-12 00:30:01.755944,
11600899,"FTBSC01/GCELL_NCELL:LABEL=GODRECHSTREET-1, CellIndex=233, CGI=6190501F727C5/BCCH:781/BCC,NCC:5:1",huawei_bsc6900gu_1275069424,PT3600S,FTBSC01,1.0,0.0,2022-02-08 15:30:00.604237,2022-05-13 02:24:38.964570,
11601266,"FTBSC01/GCELL_NCELL:LABEL=GODRECHSTREET-6, CellIndex=104, CGI=6190501F727CA/BCCH:770/BCC,NCC:3:7",huawei_bsc6900gu_1275069424,PT3600S,FTBSC01,1.0,0.0,2022-02-08 15:30:00.604237,2022-05-13 02:24:38.964570,
113640548,"FTBSC01/UCELL_NCELL:Label=3G_DILLET-14, CellID=36421/RNC:1271/DEST Cell ID:36859",huawei_bsc6900gu_67108979,PT3600S,FTBSC01,1.0,0.0,2022-03-17 13:30:39.741782,2022-05-13 02:48:36.753596,
18387514,"FTBSC01/GCELL_NCELL:LABEL=KENNEDYSTREET-8, CellIndex=363, CGI=6190501F727AE/BCCH:51/BCC,NCC:7:1",huawei_bsc6900gu_1275069424,PT3600S,FTBSC01,1.0,0.0,2022-02-10 07:30:01.354800,2022-05-13 02:24:38.964570,
11601733,"FTBSC01/GCELL_NCELL:LABEL=HAGANSTREET-2, CellIndex=357, CGI=6190501F7279E/BCCH:64/BCC,NCC:0:2",huawei_bsc6900gu_1275069424,PT3600S,FTBSC01,1.0,0.0,2022-02-08 15:30:00.604237,2022-05-13 02:24:38.964570,
10979802,"FTBSC02/GCELL_NCELL:LABEL=KINGHARMAN-8, CellIndex=568, CGI=61905025827E0/BCCH:60/BCC,NCC:1:2",huawei_bsc6900gsm_1275069424,PT3600S,FTBSC02,1.0,0.0,2022-02-08 13:30:00.589777,2022-05-13 02:19:20.048997,
11602140,"FTBSC01/GCELL_NCELL:LABEL=HAGANSTREET-7, CellIndex=359, CGI=6190501F727A3/BCCH:777/BCC,NCC:2:5",huawei_bsc6900gu_1275069424,PT3600S,FTBSC01,1.0,0.0,2022-02-08 15:30:00.604237,2022-05-13 02:24:38.964570,
122408336,"FTBSC01/UCELL_NCELL:Label=3G_GODRECHSTREET-52, CellID=35746/RNC:1271/DEST Cell ID:38841",huawei_bsc6900gu_67108979,PT3600S,FTBSC01,1.0,0.0,2022-03-19 09:30:58.820851,2022-05-13 02:48:36.753596,
13618798,"FTBSC02/GCELL_NCELL:LABEL=KINGHARMAN-6, CellIndex=566, CGI=61905025827DE/BCCH:761/BCC,NCC:3:0",huawei_bsc6900gsm_1275069424,PT3600S,FTBSC02,1.0,0.0,2022-02-08 22:30:04.642836,2022-05-13 02:19:20.048997,
89771730,"FTBSC01/GCELL_NCELL:LABEL=WATERLOO-9, CellIndex=176, CGI=61905024E3209/BCCH:760/BCC,NCC:5:2",huawei_bsc6900gu_1275069424,PT3600S,FTBSC01,1.0,0.0,2022-03-06 22:58:39.886614,2022-03-06 22:58:39.886614,
12702998,"FTBSC02/GCELL_NCELL:LABEL=COLEFARM_II-7, CellIndex=533, CGI=619050258372F/BCCH:54/BCC,NCC:1:4",huawei_bsc6900gsm_1275069424,PT3600S,FTBSC02,1.0,0.0,2022-02-08 19:30:04.093803,2022-05-13 02:19:20.048997,
11604213,"FTBSC01/GCELL_NCELL:LABEL=KAMBIA_II-7, CellIndex=1020, CGI=61905022B4F0D/BCCH:58/BCC,NCC:5:1",huawei_bsc6900gu_1275069424,PT3600S,FTBSC01,1.0,0.0,2022-02-08 15:30:00.604237,2022-05-13 02:24:38.964570,
11604030,"FTBSC01/GCELL_NCELL:LABEL=KAMASASA-3, CellIndex=543, CGI=61905022B5887/BCCH:55/BCC,NCC:6:2",huawei_bsc6900gu_1275069424,PT3600S,FTBSC01,1.0,0.0,2022-02-08 15:30:00.604237,2022-05-13 02:24:38.964570,
47969,"FTBSC01/GCELL_NCELL:LABEL=KENNEDYSTREET-6, CellIndex=126, CGI=6190501F727AC/BCCH:64/BCC,NCC:3:7",huawei_bsc6900gu_1275069424,PT3600S,FTBSC01,1.0,0.0,2022-02-04 23:34:06.795618,2022-05-13 02:24:38.964570,
14810734,"FTBSC01/UCELL_NCELL:Label=3G_ECOWASST-21, CellID=34852/RNC:1271/DEST Cell ID:35823",huawei_bsc6900gu_67108979,PT3600S,FTBSC01,1.0,0.0,2022-02-09 03:30:02.118086,2022-05-13 02:48:36.753596,
455015,"FTBSC01/GCELL_NCELL:LABEL=KAMBIA_RELIEVE-2, CellIndex=2037, CGI=61905022B51CE/BCCH:61/BCC,NCC:0:7",huawei_bsc6900gu_1275069424,PT3600S,FTBSC01,1.0,0.0,2022-02-04 23:34:06.795618,2022-05-13 02:24:38.964570,
13005500,"FTBSC02/GCELL_NCELL:LABEL=BUMBUNA-3, CellIndex=811, CGI=61905028D4ED7/BCCH:56/BCC,NCC:3:2",huawei_bsc6900gsm_1275069424,PT3600S,FTBSC02,1.0,0.0,2022-02-08 20:30:01.002255,2022-05-13 02:19:20.048997,
11722421,"FTBSC01/UCELL_NCELL:Label=3G_YOUYIBUILDING-22, CellID=34677/RNC:1271/DEST Cell ID:34330",huawei_bsc6900gu_67108979,PT3600S,FTBSC01,1.0,0.0,2022-02-08 15:30:00.604237,2022-05-13 02:48:36.753596,
247340,"FTBSC01/GCELL_NCELL:LABEL=KENNEDYSTREET-7, CellIndex=362, CGI=6190501F727AD/BCCH:57/BCC,NCC:5:2",huawei_bsc6900gu_1275069424,PT3600S,FTBSC01,1.0,0.0,2022-02-04 23:34:06.795618,2022-05-13 02:24:38.964570,
11255188,"FTBSC02/GCELL_NCELL:LABEL=COLEFARM_II-7, CellIndex=533, CGI=619050258372F/BCCH:59/BCC,NCC:0:5",huawei_bsc6900gsm_1275069424,PT3600S,FTBSC02,1.0,0.0,2022-02-08 14:30:02.085649,2022-05-13 02:19:20.048997,
23366041,"FTBSC01/UCELL_GCELL:Label=3G_DUKESTREET_II-24, CellID=36432/MCC:619/MNC:05:600:14076",huawei_bsc6900gu_67108978,PT3600S,FTBSC01,1.0,0.0,2022-02-11 00:30:03.722680,2022-05-13 02:31:31.022365,
306916,"FTBSC01/GCELL_NCELL:LABEL=KENNEDYSTREET-8, CellIndex=363, CGI=6190501F727AE/BCCH:51/BCC,NCC:6:5",huawei_bsc6900gu_1275069424,PT3600S,FTBSC01,1.0,0.0,2022-02-04 23:34:06.795618,2022-05-13 02:24:38.964570,
10452870,"FTBSC01/GCELL_NCELL:LABEL=KENNEDYSTREET-8, CellIndex=363, CGI=6190501F727AE/BCCH:61/BCC,NCC:1:5",huawei_bsc6900gu_1275069424,PT3600S,FTBSC01,1.0,0.0,2022-02-08 11:30:00.744126,2022-05-13 02:24:38.964570,
15001174,"FTBSC01/UCELL_NCELL:Label=3G_ECOWASST-31, CellID=34853/RNC:1271/DEST Cell ID:34989",huawei_bsc6900gu_67108979,PT3600S,FTBSC01,1.0,0.0,2022-02-09 04:30:00.545985,2022-05-13 02:48:36.753596,
21202143,"FTBSC02/GCELL_NCELL:LABEL=DAMAROAD_S-3, CellIndex=1983, CGI=619050227584B/BCCH:55/BCC,NCC:1:2",huawei_bsc6900gsm_1275069424,PT3600S,FTBSC02,1.0,0.0,2022-02-10 17:30:01.487566,2022-02-10 17:30:01.487566,
11037614,"FTBSC01/GCELL_NCELL:LABEL=LEICESTERROAD-6, CellIndex=652, CGI=6190502502824/BCCH:63/BCC,NCC:3:5",huawei_bsc6900gu_1275069424,PT3600S,FTBSC01,1.0,0.0,2022-02-08 13:30:00.589777,2022-05-13 02:24:38.964570,
22392675,"FTBSC02/GCELL_NCELL:LABEL=IMATT_II-2, CellIndex=554, CGI=61905025A378E/BCCH:56/BCC,NCC:1:1",huawei_bsc6900gsm_1275069424,PT3600S,FTBSC02,1.0,0.0,2022-02-10 21:30:04.724696,2022-05-13 02:19:20.048997,
10970560,"FTBSC02/GCELL_NCELL:LABEL=CONGOTOWN-6, CellIndex=1612, CGI=6190502582720/BCCH:55/BCC,NCC:0:3",huawei_bsc6900gsm_1275069424,PT3600S,FTBSC02,1.0,0.0,2022-02-08 13:30:00.589777,2022-02-08 13:30:00.589777,
23366780,"FTBSC01/UCELL_GCELL:Label=3G_JUBAHILL-43, CellID=35364/MCC:619/MNC:05:602:14202",huawei_bsc6900gu_67108978,PT3600S,FTBSC01,1.0,0.0,2022-02-11 00:30:03.722680,2022-05-13 02:31:31.022365,
509291,"FTBSC01/GCELL_NCELL:LABEL=KISSYROAD-6, CellIndex=268, CGI=6190501F7275C/BCCH:53/BCC,NCC:1:3",huawei_bsc6900gu_1275069424,PT3600S,FTBSC01,1.0,0.0,2022-02-04 23:34:06.795618,2022-05-13 02:24:38.964570,
13342713,"FTBSC02/GCELL_NCELL:LABEL=WILBERFORCEMSC-1, CellIndex=489, CGI=61905025836B1/BCCH:56/BCC,NCC:5:4",huawei_bsc6900gsm_1275069424,PT3600S,FTBSC02,1.0,0.0,2022-02-08 21:30:02.932724,2022-02-08 21:30:02.932724,
12703214,"FTBSC02/GCELL_NCELL:LABEL=COLEFARM_II-8, CellIndex=531, CGI=6190502583730/BCCH:771/BCC,NCC:7:5",huawei_bsc6900gsm_1275069424,PT3600S,FTBSC02,1.0,0.0,2022-02-08 19:30:04.093803,2022-05-13 02:19:20.048997,
10981119,"FTBSC02/GCELL_NCELL:LABEL=KROOTOWNROAD-3, CellIndex=435, CGI=6190502583703/BCCH:63/BCC,NCC:5:2",huawei_bsc6900gsm_1275069424,PT3600S,FTBSC02,1.0,0.0,2022-02-08 13:30:00.589777,2022-02-08 13:30:00.589777,
7511717,"FTBSC02/GCELL_NCELL:LABEL=MAMBO-8, CellIndex=279, CGI=61905028E3852/BCCH:755/BCC,NCC:1:6",huawei_bsc6900gsm_1275069424,PT3600S,FTBSC02,1.0,0.0,2022-02-08 00:17:15.976451,2022-05-13 02:19:20.048997,
12557007,"FTBSC01/UCELL_NCELL:Label=3G_KISSYSHELL_II-14, CellID=36531/RNC:1271/DEST Cell ID:38122",huawei_bsc6900gu_67108979,PT3600S,FTBSC01,1.0,0.0,2022-02-08 18:30:02.797367,2022-05-13 02:48:36.753596,
10409244,"FTBSC02/GCELL_NCELL:LABEL=PENDUMA-3, CellIndex=1719, CGI=6190501FE50FD/BCCH:59/BCC,NCC:5:3",huawei_bsc6900gsm_1275069424,PT3600S,FTBSC02,1.0,0.0,2022-02-08 11:30:00.744126,2022-02-08 11:30:00.744126,
20077263,"FTBSC02/GCELL_NCELL:LABEL=YOUYIBUILDING-7, CellIndex=518, CGI=61905025836E9/BCCH:52/BCC,NCC:6:7",huawei_bsc6900gsm_1275069424,PT3600S,FTBSC02,1.0,0.0,2022-02-10 13:30:04.714217,2022-05-13 02:19:20.048997,
11610563,"FTBSC01/GCELL_NCELL:LABEL=KUMRABAI-3, CellIndex=369, CGI=6190501F82853/BCCH:54/BCC,NCC:7:0",huawei_bsc6900gu_1275069424,PT3600S,FTBSC01,1.0,0.0,2022-02-08 15:30:00.604237,2022-05-13 02:24:38.964570,
7525829,FTBSC02/GBTSIP:BTS Index=145,huawei_bsc6900gsm_1290825292,PT3600S,FTBSC02,1.0,0.0,2022-02-08 00:17:15.976451,2022-02-08 00:17:15.976451,
330088,"FTBSC01/GCELL_NCELL:LABEL=LEICESTERROAD-1, CellIndex=649, CGI=619050250281F/BCCH:59/BCC,NCC:5:4",huawei_bsc6900gu_1275069424,PT3600S,FTBSC01,1.0,0.0,2022-02-04 23:34:06.795618,2022-05-13 02:24:38.964570,
32098762,"FTBSC01/UCELL_NCELL:Label=3G_CONGOTOWN-12, CellID=34936/RNC:1271/DEST Cell ID:34546",huawei_bsc6900gu_67108979,PT3600S,FTBSC01,1.0,0.0,2022-02-12 09:35:03.244841,2022-05-13 02:48:36.753596,
26593381,"FTBSC01/UCELL_NCELL:Label=3G_DUKESTREET_II-34, CellID=36433/RNC:1271/DEST Cell ID:37832",huawei_bsc6900gu_67108979,PT3600S,FTBSC01,1.0,0.0,2022-02-11 13:30:02.505635,2022-05-13 02:48:36.753596,
32099197,"FTBSC01/UCELL_NCELL:Label=3G_CONGOTOWN-32, CellID=34938/RNC:1271/DEST Cell ID:34228",huawei_bsc6900gu_67108979,PT3600S,FTBSC01,1.0,0.0,2022-02-12 09:35:03.244841,2022-05-13 02:48:36.753596,
16590327,"FTBSC02/GCELL_NCELL:LABEL=COLLEGIATESCHOOL_II-6, CellIndex=538, CGI=61905025836D4/BCCH:765/BCC,NCC:1:0",huawei_bsc6900gsm_1275069424,PT3600S,FTBSC02,1.0,0.0,2022-02-09 12:30:01.987189,2022-02-09 12:30:01.987189,
14634241,"FTBSC01/UCELL_NCELL:Label=3G_KROOTOWNROAD-53, CellID=35277/RNC:1271/DEST Cell ID:35742",huawei_bsc6900gu_67108979,PT3600S,FTBSC01,1.0,0.0,2022-02-09 02:30:04.370714,2022-05-13 02:48:36.753596,
20045850,"FTBSC02/GCELL_NCELL:LABEL=BINTUMANI-6, CellIndex=1796, CGI=619050258277A/BCCH:773/BCC,NCC:4:0",huawei_bsc6900gsm_1275069424,PT3600S,FTBSC02,1.0,0.0,2022-02-10 13:30:04.714217,2022-02-10 13:30:04.714217,
7483618,"FTBSC02/GCELL_GCELL:LABEL=HILLTOP-8, CellIndex=1913, CGI=61905025A382A/CGI:61905025A3826",huawei_bsc6900gsm_1275069423,PT3600S,FTBSC02,1.0,0.0,2022-02-08 00:17:15.976451,2022-02-08 00:17:15.976451,
17999671,"FTBSC01/UCELL_NCELL:Label=3G_DILLET-12, CellID=34536/RNC:1271/DEST Cell ID:36858",huawei_bsc6900gu_67108979,PT3600S,FTBSC01,1.0,0.0,2022-02-10 05:30:00.400182,2022-05-13 02:48:36.753596,
7859629,"FTBSC01/UCELL_NCELL:Label=3G_BLACKHALLROAD_III-41, CellID=34954/RNC:1271/DEST Cell ID:37575",huawei_bsc6900gu_67108979,PT3600S,FTBSC01,1.0,0.0,2022-02-08 00:30:01.506752,2022-05-13 02:48:36.753596,
