nodename,peernodename,mapping_name
G_George Town@George Town,G_Faji Kunda@Faji Kunda,GSM_cell_relation
G09_Farato_1,G09_Farato_2,GSM_cell_relation
G09_Farato_2,G09_Farato_1,GSM_cell_relation
G09_Farato_3,G09_Farato_1,GSM_cell_relation
G09_Farato_3,G09_Farato_2,GSM_cell_relation
G09_Farato_1,G09_Farato_3,GSM_cell_relation
G09_Farato_2,G09_Farato_3,GSM_cell_relation
G09_Brikama Newtown_2,G09_Brikama Newtown_1,GSM_cell_relation
G09_Brikama Newtown_1,G09_Brikama Newtown_2,GSM_cell_relation
G09_Brikama Newtown_1,G09_Brikama Newtown_3,GSM_cell_relation
G09_Brikama Newtown_2,G09_Brikama Newtown_3,GSM_cell_relation
G09_Brikama Newtown_3,G09_Brikama Newtown_1,GSM_cell_relation
G09_Brikama Newtown_3,G09_Brikama Newtown_2,GSM_cell_relation
G09_Brikama Cow_1,G09_Brikama Medina_1,GSM_cell_relation
G09_Ebo Town_3,G09_Gamtel Bakau_1,GSM_cell_relation
G09_Ebo Town_3,G_Marakissa@Marakissa,GSM_cell_relation
G09_Ebo Town_3,G09_Gamtel Bakau_2,GSM_cell_relation
G09_Ebo Town_3,G_Ebo Town@Ebo Town,GSM_cell_relation
G09_Ebo Town_3,G09_Nemasu_1,GSM_cell_relation
G09_Ebo Town_3,G_Califonia@Califonia,GSM_cell_relation
G09_Ebo Town_3,G09_Soul Samba Street_2,GSM_cell_relation
G09_Arab Islamic Bank_1,G09_Sukuta_2,GSM_cell_relation
G_Fatoto@Fatoto,G09_Sukuta_2,GSM_cell_relation
G09_Brikama Cow_3,G09_Farato-Paradise City_2,GSM_cell_relation
G09_Brikama Cow_3,G09_Farato-Paradise City_3,GSM_cell_relation
G09_Gamtel Bakau_1,G09_Future Lecce_2,GSM_cell_relation
G09_Gamtel Bakau_1,G_Banjul Tower@Banjul Tower,GSM_cell_relation
G_Marakissa@Marakissa,G09_Future Lecce_2,GSM_cell_relation
G_Marakissa@Marakissa,G_Banjul Tower@Banjul Tower,GSM_cell_relation
G09_Sukuta_2,G09_Arab Islamic Bank_1,GSM_cell_relation
G09_Sukuta_2,G_Fatoto@Fatoto,GSM_cell_relation
G09_Farato-Paradise City_2,G09_Brikama Cow_3,GSM_cell_relation
G09_Farato-Paradise City_3,G09_Brikama Cow_3,GSM_cell_relation
G09_Soul Samba Street_2,G09_Ebo Town_3,GSM_cell_relation
G09_Gamtel Bakau_2,G09_Ebo Town_3,GSM_cell_relation
G_Ebo Town@Ebo Town,G09_Ebo Town_3,GSM_cell_relation
G09_Brikama Medina_1,G09_Brikama Cow_1,GSM_cell_relation
G09_Jambur_2,G09_Farato_3,GSM_cell_relation
G_Somita@Somita,G09_Farato_3,GSM_cell_relation
G09_Farato_3,G09_Jambur_2,GSM_cell_relation
G09_Farato_3,G_Somita@Somita,GSM_cell_relation
G09_Future Lecce_2,G09_Gamtel Bakau_1,GSM_cell_relation
G09_Future Lecce_2,G_Marakissa@Marakissa,GSM_cell_relation
G_Banjul Tower@Banjul Tower,G09_Gamtel Bakau_1,GSM_cell_relation
G_Banjul Tower@Banjul Tower,G_Marakissa@Marakissa,GSM_cell_relation
G09_Essau_3,G09_Gamstar_1,GSM_cell_relation
G09_Essau_3,G_White House@White House,GSM_cell_relation
G09_Denton Bridge_1,G09_Gamstar_2,GSM_cell_relation
G09_Denton Bridge_1,G_Ndugu Kebbeh@Ndugu Kebbeh,GSM_cell_relation
G09_Gamstar_1,G09_Essau_3,GSM_cell_relation
G_White House@White House,G09_Essau_3,GSM_cell_relation
G09_Gamstar_2,G09_Denton Bridge_1,GSM_cell_relation
G_Ndugu Kebbeh@Ndugu Kebbeh,G09_Denton Bridge_1,GSM_cell_relation
G09_Brusubi_3,G09_Tabokoto_2,GSM_cell_relation
G09_Brikama Cow_3,G09_Busumbala_3,GSM_cell_relation
G09_Brikama Cow_1,G09_Busumbala_3,GSM_cell_relation
G09_Earth Station_2,G09_Serra kunda mkt bldg_3,GSM_cell_relation
G09_Earth Station_2,G_Lamin Sateyba@Lamin Sateyba,GSM_cell_relation
G_Faji Kunda@Faji Kunda,G09_Serra kunda mkt bldg_3,GSM_cell_relation
G_Faji Kunda@Faji Kunda,G_Lamin Sateyba@Lamin Sateyba,GSM_cell_relation
G09_Earth Station_2,G09_Sukuta_3,GSM_cell_relation
G_Faji Kunda@Faji Kunda,G09_Sukuta_3,GSM_cell_relation
G09_Gamtel Bakau_1,G09_New Jeshwang_3,GSM_cell_relation
G_Marakissa@Marakissa,G09_New Jeshwang_3,GSM_cell_relation
G09_Denton Bridge_2,G09_HQ_3,GSM_cell_relation
G09_Jabang Estate_3,G09_Sinchubaliya_2,GSM_cell_relation
G09_Jabang Estate_3,G_Allunghari@Allunghari,GSM_cell_relation
G09_Gamtel Bakau_3,G09_New Jeshwang_3,GSM_cell_relation
G_Bakadagi@Bakadagi,G09_New Jeshwang_3,GSM_cell_relation
G09_Nema Kunku_2,G09_Arab Islamic Bank_1,GSM_cell_relation
G09_Nema Kunku_2,G_Fatoto@Fatoto,GSM_cell_relation
G09_SOS_2,G09_Gamtel Bakau_3,GSM_cell_relation
G09_SOS_2,G_Bakadagi@Bakadagi,GSM_cell_relation
G_Bakau Newtown@Bakau Newtown,G09_Gamtel Bakau_3,GSM_cell_relation
G_Bakau Newtown@Bakau Newtown,G_Bakadagi@Bakadagi,GSM_cell_relation
G09_Soul Samba Street_3,G09_Somo Bldg_2,GSM_cell_relation
G09_Soul Samba Street_3,G_Test@Test,GSM_cell_relation
G09_Senegambia_1,G09_Soul Samba Street_1,GSM_cell_relation
G_HQ@HQ,G09_Soul Samba Street_1,GSM_cell_relation
G09_Tabokoto_2,G09_Brusubi_3,GSM_cell_relation
G09_Busumbala_3,G09_Brikama Cow_3,GSM_cell_relation
G09_Busumbala_3,G09_Brikama Cow_1,GSM_cell_relation
G09_Gamtel Bakau_3,G09_SOS_2,GSM_cell_relation
G09_Gamtel Bakau_3,G_Bakau Newtown@Bakau Newtown,GSM_cell_relation
G_Bakadagi@Bakadagi,G09_SOS_2,GSM_cell_relation
G_Bakadagi@Bakadagi,G_Bakau Newtown@Bakau Newtown,GSM_cell_relation
G09_Sinchubaliya_2,G09_Jabang Estate_3,GSM_cell_relation
G_Allunghari@Allunghari,G09_Jabang Estate_3,GSM_cell_relation
G09_Arab Islamic Bank_1,G09_Nema Kunku_2,GSM_cell_relation
G_Fatoto@Fatoto,G09_Nema Kunku_2,GSM_cell_relation
G09_New Jeshwang_3,G09_Gamtel Bakau_1,GSM_cell_relation
G09_New Jeshwang_3,G_Marakissa@Marakissa,GSM_cell_relation
G09_New Jeshwang_3,G09_Gamtel Bakau_3,GSM_cell_relation
G09_New Jeshwang_3,G_Bakadagi@Bakadagi,GSM_cell_relation
G09_Soul Samba Street_1,G09_Senegambia_1,GSM_cell_relation
G09_Soul Samba Street_1,G_HQ@HQ,GSM_cell_relation
G09_Tendaba Camp_1,G09_Illiassa_1,GSM_cell_relation
G09_Tendaba Camp_1,G09_Illiassa_2,GSM_cell_relation
G09_Tendaba Camp_1,G09_Illiassa_3,GSM_cell_relation
G09_Tendaba Camp_2,G09_Tendaba Camp_1,GSM_cell_relation
G09_Tendaba Camp_1,G09_Tendaba Camp_2,GSM_cell_relation
G09_Tendaba Camp_1,G09_Kwenilla_1,GSM_cell_relation
G09_Tendaba Camp_1,G_Farato@Farato,GSM_cell_relation
G09_Tendaba Camp_1,G09_Kwenilla_2,GSM_cell_relation
G09_Tendaba Camp_1,G_Tendaba Camp,GSM_cell_relation
G09_Tendaba Camp_1,G09_Kaiaf_3,GSM_cell_relation
G09_Tendaba Camp_1,G_Bwiam@Bwiam,GSM_cell_relation
G09_Tendaba Camp_1,G09_Kaiaf_1,GSM_cell_relation
G09_Tendaba Camp_1,G_Saad Raslan@Saad Raslan,GSM_cell_relation
G09_Tendaba Camp_1,G09_Kaiaf_2,GSM_cell_relation
G09_Tendaba Camp_1,G_Bajakunda@Baja Kunda,GSM_cell_relation
G09_Tendaba Camp_1,G09_Kwenilla_3,GSM_cell_relation
G09_Tendaba Camp_1,G_Jambajelli@Jambajelli,GSM_cell_relation
G09_Tendaba Camp_1,G09_Minteh Kunda_1,GSM_cell_relation
G09_Tendaba Camp_1,G_Sukuta 2@Sukuta 2,GSM_cell_relation
G09_Tendaba Camp_1,G09_Minteh Kunda_2,GSM_cell_relation
G09_Tendaba Camp_1,G_Jalambang@Jalambang,GSM_cell_relation
G09_Tendaba Camp_1,G09_Minteh Kunda_3,GSM_cell_relation
G09_Tendaba Camp_1,G_Jabang@Jabang,GSM_cell_relation
G09_Tendaba Camp_2,G09_Illiassa_1,GSM_cell_relation
G09_Tendaba Camp_2,G09_Kaiaf_1,GSM_cell_relation
G09_Tendaba Camp_2,G_Saad Raslan@Saad Raslan,GSM_cell_relation
G09_Tendaba Camp_2,G09_Kwenilla_1,GSM_cell_relation
G09_Tendaba Camp_2,G_Farato@Farato,GSM_cell_relation
G09_Tendaba Camp_2,G09_Kwenilla_2,GSM_cell_relation
G09_Tendaba Camp_2,G_Tendaba Camp,GSM_cell_relation
G09_Tendaba Camp_2,G09_Kwenilla_3,GSM_cell_relation
G09_Tendaba Camp_2,G_Jambajelli@Jambajelli,GSM_cell_relation
G09_Tendaba Camp_2,G09_Kaiaf_3,GSM_cell_relation
G09_Tendaba Camp_2,G_Bwiam@Bwiam,GSM_cell_relation
G09_Tendaba Camp_2,G09_Kaiaf_2,GSM_cell_relation
G09_Tendaba Camp_2,G_Bajakunda@Baja Kunda,GSM_cell_relation
G09_Tendaba Camp_2,G09_Minteh Kunda_1,GSM_cell_relation
G09_Tendaba Camp_2,G_Sukuta 2@Sukuta 2,GSM_cell_relation
G09_Tendaba Camp_2,G09_Minteh Kunda_2,GSM_cell_relation
G09_Tendaba Camp_2,G_Jalambang@Jalambang,GSM_cell_relation
G09_Tendaba Camp_2,G09_Minteh Kunda_3,GSM_cell_relation
G09_Tendaba Camp_2,G_Jabang@Jabang,GSM_cell_relation
G09_Kaiaf_3,G09_Tendaba Camp_1,GSM_cell_relation
G_Bwiam@Bwiam,G09_Tendaba Camp_1,GSM_cell_relation
G09_Illiassa_1,G09_Tendaba Camp_1,GSM_cell_relation
G09_Illiassa_2,G09_Tendaba Camp_1,GSM_cell_relation
G09_Illiassa_3,G09_Tendaba Camp_1,GSM_cell_relation
G09_Kaiaf_1,G09_Tendaba Camp_1,GSM_cell_relation
G_Saad Raslan@Saad Raslan,G09_Tendaba Camp_1,GSM_cell_relation
G09_Kaiaf_2,G09_Tendaba Camp_1,GSM_cell_relation
G_Bajakunda@Baja Kunda,G09_Tendaba Camp_1,GSM_cell_relation
G09_Kwenilla_1,G09_Tendaba Camp_1,GSM_cell_relation
G09_Yuna_3,G09_Yuna_2,GSM_cell_relation
G_Farato@Farato,G09_Tendaba Camp_1,GSM_cell_relation
G09_Kwenilla_2,G09_Tendaba Camp_1,GSM_cell_relation
