measObjLdn,duration,begin_time,20006571,20006572,20006573,20006574
NUCRELGPRS.KIN002A-KIN002J,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002A-KIN002K,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002A-KIN002L,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002A-KIN002M,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002A-KIN002N,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002A-KIN002O,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002A-KIN002P,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002A-KIN004G,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002A-KIN004H,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002A-KIN004I,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002A-KIN004J,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002A-KIN009H,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002A-KIN009I,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002A-KIN009O,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002A-KIN077E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002A-KIN077F,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002A-KIN077R,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002A-KIN077S,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002A-KIN081E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002A-KIN081F,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002A-KIN081J,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002A-KIN149E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002A-KIN149F,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002A-KIN149I,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002A-KIN149J,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002A-KIN150E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002A-KIN150F,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002A-KIN150G,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002A-KIN150H,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002A-KIN150I,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002A-KIN150J,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002A-KIN169E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002A-KIN171E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002A-KIN171F,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002A-KIN171G,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002A-KIN172G,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002A-KIN172H,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002A-KIN173E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002A-KIN173F,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002A-KIN173G,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002A-KIN173H,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002A-KIN173I,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002A-KIN173J,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002A-KIN180E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002A-KIN180F,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002A-KIN180G,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002A-KIN281E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002A-KIN281F,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002A-KIN281G,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002B-KIN002E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002B-KIN002F,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002B-KIN002G,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002B-KIN002H,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002B-KIN002I,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002B-KIN002J,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002B-KIN004G,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002B-KIN004H,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002B-KIN004I,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002B-KIN009G,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002B-KIN009H,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002B-KIN010E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002B-KIN010F,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002B-KIN011E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002B-KIN011F,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002B-KIN077E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002B-KIN077F,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002B-KIN077G,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002B-KIN077H,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002B-KIN077R,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002B-KIN077S,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002B-KIN081E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002B-KIN081F,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002B-KIN081G,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002B-KIN081I,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002B-KIN081J,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002B-KIN149E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002B-KIN149F,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002B-KIN149G,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002B-KIN149H,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002B-KIN149I,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002B-KIN149J,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002B-KIN150F,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002B-KIN150G,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002B-KIN150H,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002B-KIN150I,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002B-KIN150J,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002B-KIN152E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002B-KIN152G,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002B-KIN169E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002B-KIN169F,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002B-KIN169G,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002B-KIN171E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002B-KIN171F,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002B-KIN171G,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002B-KIN171H,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002B-KIN172G,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002B-KIN173E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002B-KIN173F,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002B-KIN173G,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002B-KIN173H,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002B-KIN173I,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002B-KIN173J,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002B-KIN175E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002B-KIN175F,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002B-KIN180E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002B-KIN180F,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002B-KIN180G,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002B-KIN186F,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002B-KIN187E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002B-KIN187J,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002B-KIN198E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002B-KIN281E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002B-KIN281F,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002C-KIN001E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002C-KIN001F,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002C-KIN001G,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002C-KIN001H,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002C-KIN002E,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002C-KIN002F,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002C-KIN002G,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002C-KIN002H,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002C-KIN002I,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002C-KIN002J,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002C-KIN002K,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002C-KIN002L,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002C-KIN002M,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002C-KIN002N,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002C-KIN002O,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002C-KIN002P,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002C-KIN004G,900.0,2022-10-25 12:15:00,0,0,0,0
NUCRELGPRS.KIN002C-KIN004H,900.0,2022-10-25 12:15:00,0,0,0,0
