begintime,ne_name,ne_type,vendor,integrity,VS.E1T1.ES.ES,id
2022-02-06,"FTBSC02/E1T1_ES:Port No.=238,Slot No.=16,Subrack No.=0",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,14
2022-02-06,"FTBSC02/E1T1_ES:Port No.=63,Slot No.=16,Subrack No.=0",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,15
2022-02-06,"FTBSC02/E1T1_ES:Port No.=96,Slot No.=21,Subrack No.=2",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,16
2022-02-08,"FTBSC02/E1T1_ES:Port No.=172,Slot No.=21,Subrack No.=2",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,17
2022-02-08,"FTBSC02/E1T1_ES:Port No.=238,Slot No.=16,Subrack No.=0",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,18
2022-02-08,"FTBSC02/E1T1_ES:Port No.=63,Slot No.=16,Subrack No.=0",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,19
2022-02-08,"FTBSC02/E1T1_ES:Port No.=96,Slot No.=21,Subrack No.=2",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,20
2022-02-10,"FTBSC02/E1T1_ES:Port No.=172,Slot No.=21,Subrack No.=2",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,21
2022-02-10,"FTBSC02/E1T1_ES:Port No.=238,Slot No.=16,Subrack No.=0",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,22
2022-02-10,"FTBSC02/E1T1_ES:Port No.=63,Slot No.=16,Subrack No.=0",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,23
2022-02-10,"FTBSC02/E1T1_ES:Port No.=96,Slot No.=21,Subrack No.=2",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,24
2022-02-11,"FTBSC02/E1T1_ES:Port No.=172,Slot No.=21,Subrack No.=2",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,25
2022-02-11,"FTBSC02/E1T1_ES:Port No.=238,Slot No.=16,Subrack No.=0",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,26
2022-02-11,"FTBSC02/E1T1_ES:Port No.=63,Slot No.=16,Subrack No.=0",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,27
2022-02-11,"FTBSC02/E1T1_ES:Port No.=96,Slot No.=21,Subrack No.=2",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,28
2022-02-12,"FTBSC02/E1T1_ES:Port No.=172,Slot No.=21,Subrack No.=2",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,29
2022-02-12,"FTBSC02/E1T1_ES:Port No.=238,Slot No.=16,Subrack No.=0",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,30
2022-02-12,"FTBSC02/E1T1_ES:Port No.=63,Slot No.=16,Subrack No.=0",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,31
2022-02-12,"FTBSC02/E1T1_ES:Port No.=96,Slot No.=21,Subrack No.=2",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,32
2022-02-13,"FTBSC02/E1T1_ES:Port No.=172,Slot No.=21,Subrack No.=2",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,33
2022-02-13,"FTBSC02/E1T1_ES:Port No.=238,Slot No.=16,Subrack No.=0",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,34
2022-02-13,"FTBSC02/E1T1_ES:Port No.=63,Slot No.=16,Subrack No.=0",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,35
2022-02-13,"FTBSC02/E1T1_ES:Port No.=96,Slot No.=21,Subrack No.=2",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,36
2022-02-17,"FTBSC02/E1T1_ES:Port No.=172,Slot No.=21,Subrack No.=2",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,87.5,0.0,37
2022-02-17,"FTBSC02/E1T1_ES:Port No.=238,Slot No.=16,Subrack No.=0",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,87.5,0.0,38
2022-02-17,"FTBSC02/E1T1_ES:Port No.=63,Slot No.=16,Subrack No.=0",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,87.5,0.0,39
2022-02-17,"FTBSC02/E1T1_ES:Port No.=96,Slot No.=21,Subrack No.=2",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,87.5,0.0,40
2022-02-18,"FTBSC02/E1T1_ES:Port No.=172,Slot No.=21,Subrack No.=2",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,41
2022-02-18,"FTBSC02/E1T1_ES:Port No.=238,Slot No.=16,Subrack No.=0",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,42
2022-02-18,"FTBSC02/E1T1_ES:Port No.=63,Slot No.=16,Subrack No.=0",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,43
2022-02-18,"FTBSC02/E1T1_ES:Port No.=96,Slot No.=21,Subrack No.=2",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,44
2022-02-19,"FTBSC02/E1T1_ES:Port No.=172,Slot No.=21,Subrack No.=2",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,45
2022-02-19,"FTBSC02/E1T1_ES:Port No.=238,Slot No.=16,Subrack No.=0",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,46
2022-02-19,"FTBSC02/E1T1_ES:Port No.=63,Slot No.=16,Subrack No.=0",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,47
2022-02-19,"FTBSC02/E1T1_ES:Port No.=96,Slot No.=21,Subrack No.=2",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,48
2022-02-20,"FTBSC02/E1T1_ES:Port No.=172,Slot No.=21,Subrack No.=2",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,49
2022-02-20,"FTBSC02/E1T1_ES:Port No.=238,Slot No.=16,Subrack No.=0",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,50
2022-02-20,"FTBSC02/E1T1_ES:Port No.=63,Slot No.=16,Subrack No.=0",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,51
2022-02-20,"FTBSC02/E1T1_ES:Port No.=96,Slot No.=21,Subrack No.=2",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,52
2022-03-01,"FTBSC02/E1T1_ES:Port No.=172,Slot No.=21,Subrack No.=2",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,53
2022-03-01,"FTBSC02/E1T1_ES:Port No.=238,Slot No.=16,Subrack No.=0",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,54
2022-03-01,"FTBSC02/E1T1_ES:Port No.=63,Slot No.=16,Subrack No.=0",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,55
2022-03-01,"FTBSC02/E1T1_ES:Port No.=96,Slot No.=21,Subrack No.=2",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,56
2022-03-02,"FTBSC02/E1T1_ES:Port No.=172,Slot No.=21,Subrack No.=2",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,57
2022-03-02,"FTBSC02/E1T1_ES:Port No.=238,Slot No.=16,Subrack No.=0",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,58
2022-03-02,"FTBSC02/E1T1_ES:Port No.=63,Slot No.=16,Subrack No.=0",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,59
2022-03-02,"FTBSC02/E1T1_ES:Port No.=96,Slot No.=21,Subrack No.=2",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,60
2022-03-03,"FTBSC02/E1T1_ES:Port No.=172,Slot No.=21,Subrack No.=2",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,61
2022-03-03,"FTBSC02/E1T1_ES:Port No.=238,Slot No.=16,Subrack No.=0",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,62
2022-03-03,"FTBSC02/E1T1_ES:Port No.=63,Slot No.=16,Subrack No.=0",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,63
2022-03-03,"FTBSC02/E1T1_ES:Port No.=96,Slot No.=21,Subrack No.=2",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,64
2022-03-06,"FTBSC02/E1T1_ES:Port No.=172,Slot No.=21,Subrack No.=2",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,91.67,0.0,65
2022-03-06,"FTBSC02/E1T1_ES:Port No.=238,Slot No.=16,Subrack No.=0",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,91.67,0.0,66
2022-03-06,"FTBSC02/E1T1_ES:Port No.=63,Slot No.=16,Subrack No.=0",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,91.67,0.0,67
2022-03-06,"FTBSC02/E1T1_ES:Port No.=96,Slot No.=21,Subrack No.=2",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,91.67,0.0,68
2022-03-07,"FTBSC02/E1T1_ES:Port No.=172,Slot No.=21,Subrack No.=2",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,69
2022-03-07,"FTBSC02/E1T1_ES:Port No.=238,Slot No.=16,Subrack No.=0",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,70
2022-03-07,"FTBSC02/E1T1_ES:Port No.=63,Slot No.=16,Subrack No.=0",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,71
2022-03-07,"FTBSC02/E1T1_ES:Port No.=96,Slot No.=21,Subrack No.=2",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,72
2022-03-09,"FTBSC02/E1T1_ES:Port No.=172,Slot No.=21,Subrack No.=2",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,4.17,0.0,73
2022-03-09,"FTBSC02/E1T1_ES:Port No.=238,Slot No.=16,Subrack No.=0",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,4.17,0.0,74
2022-03-09,"FTBSC02/E1T1_ES:Port No.=63,Slot No.=16,Subrack No.=0",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,4.17,0.0,75
2022-03-09,"FTBSC02/E1T1_ES:Port No.=96,Slot No.=21,Subrack No.=2",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,4.17,0.0,76
2022-03-10,"FTBSC02/E1T1_ES:Port No.=172,Slot No.=21,Subrack No.=2",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,95.83,0.0,77
2022-03-10,"FTBSC02/E1T1_ES:Port No.=238,Slot No.=16,Subrack No.=0",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,95.83,0.0,78
2022-03-10,"FTBSC02/E1T1_ES:Port No.=63,Slot No.=16,Subrack No.=0",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,95.83,0.0,79
2022-03-10,"FTBSC02/E1T1_ES:Port No.=96,Slot No.=21,Subrack No.=2",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,95.83,0.0,80
2022-03-11,"FTBSC02/E1T1_ES:Port No.=172,Slot No.=21,Subrack No.=2",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,81
2022-03-11,"FTBSC02/E1T1_ES:Port No.=238,Slot No.=16,Subrack No.=0",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,82
2022-03-11,"FTBSC02/E1T1_ES:Port No.=63,Slot No.=16,Subrack No.=0",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,83
2022-03-11,"FTBSC02/E1T1_ES:Port No.=96,Slot No.=21,Subrack No.=2",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,84
2022-03-12,"FTBSC02/E1T1_ES:Port No.=172,Slot No.=21,Subrack No.=2",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,79.17,0.0,85
2022-03-12,"FTBSC02/E1T1_ES:Port No.=238,Slot No.=16,Subrack No.=0",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,79.17,0.0,86
2022-03-12,"FTBSC02/E1T1_ES:Port No.=63,Slot No.=16,Subrack No.=0",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,79.17,0.0,87
2022-03-12,"FTBSC02/E1T1_ES:Port No.=96,Slot No.=21,Subrack No.=2",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,79.17,0.0,88
2022-03-13,"FTBSC02/E1T1_ES:Port No.=172,Slot No.=21,Subrack No.=2",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,91.67,0.0,89
2022-03-13,"FTBSC02/E1T1_ES:Port No.=238,Slot No.=16,Subrack No.=0",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,91.67,0.0,90
2022-03-13,"FTBSC02/E1T1_ES:Port No.=63,Slot No.=16,Subrack No.=0",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,91.67,0.0,91
2022-03-13,"FTBSC02/E1T1_ES:Port No.=96,Slot No.=21,Subrack No.=2",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,91.67,0.0,92
2022-03-14,"FTBSC02/E1T1_ES:Port No.=172,Slot No.=21,Subrack No.=2",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,93
2022-03-14,"FTBSC02/E1T1_ES:Port No.=238,Slot No.=16,Subrack No.=0",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,94
2022-03-14,"FTBSC02/E1T1_ES:Port No.=63,Slot No.=16,Subrack No.=0",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,95
2022-03-14,"FTBSC02/E1T1_ES:Port No.=96,Slot No.=21,Subrack No.=2",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,96
2022-03-15,"FTBSC02/E1T1_ES:Port No.=172,Slot No.=21,Subrack No.=2",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,97
2022-03-15,"FTBSC02/E1T1_ES:Port No.=238,Slot No.=16,Subrack No.=0",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,98
2022-03-15,"FTBSC02/E1T1_ES:Port No.=63,Slot No.=16,Subrack No.=0",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,99
2022-03-15,"FTBSC02/E1T1_ES:Port No.=96,Slot No.=21,Subrack No.=2",Controller : Measurement of E1/T1 Port Bit Error Performance,Huawei,100.0,0.0,100
