begintime,ne_name,sk_object,vendor,ne_type,aggregation,integrity,VS.HSDPA.MeanChThroughput.TotalBytes,L.Thrp.bits.DL,L.Thrp.bits.UL,L.Thrp.Time.Cell.DL.HighPrecision,L.Thrp.Time.Cell.UL.HighPrecision
2022-03-07,"4G_MARJAYTOWN_II/Cell:eNodeB Function Name=4G_MARJAYTOWN_II, Local Cell ID=8, Cell Name=4G_MARJAYTOWN_II-8, eNodeB ID=5065, Cell FDD TDD indication=CELL_FDD",808700.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,608604428680.0,69610208264.0,25052337.0,18933610.0
2022-03-10,"4G_MARJAYTOWN_II/Cell:eNodeB Function Name=4G_MARJAYTOWN_II, Local Cell ID=8, Cell Name=4G_MARJAYTOWN_II-8, eNodeB ID=5065, Cell FDD TDD indication=CELL_FDD",808700.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,95.83333333333333,0,424287031392.0,57562295440.0,19275529.0,15976979.0
2022-03-11,"4G_MARJAYTOWN_II/Cell:eNodeB Function Name=4G_MARJAYTOWN_II, Local Cell ID=8, Cell Name=4G_MARJAYTOWN_II-8, eNodeB ID=5065, Cell FDD TDD indication=CELL_FDD",808700.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,453457104288.0,65564017712.0,21120165.0,17985711.0
2022-03-12,"4G_MARJAYTOWN_II/Cell:eNodeB Function Name=4G_MARJAYTOWN_II, Local Cell ID=8, Cell Name=4G_MARJAYTOWN_II-8, eNodeB ID=5065, Cell FDD TDD indication=CELL_FDD",808700.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,79.16666666666667,0,400656954952.0,50204032288.0,17568713.0,13924184.0
2022-03-13,"4G_MARJAYTOWN_II/Cell:eNodeB Function Name=4G_MARJAYTOWN_II, Local Cell ID=8, Cell Name=4G_MARJAYTOWN_II-8, eNodeB ID=5065, Cell FDD TDD indication=CELL_FDD",808700.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,87.5,0,450623516600.0,61136935824.0,20414118.0,16283063.0
2022-03-14,"4G_MARJAYTOWN_II/Cell:eNodeB Function Name=4G_MARJAYTOWN_II, Local Cell ID=8, Cell Name=4G_MARJAYTOWN_II-8, eNodeB ID=5065, Cell FDD TDD indication=CELL_FDD",808700.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,95.83333333333333,0,418164755384.0,106231927072.0,18635694.0,14814919.0
2022-03-15,"4G_MARJAYTOWN_II/Cell:eNodeB Function Name=4G_MARJAYTOWN_II, Local Cell ID=8, Cell Name=4G_MARJAYTOWN_II-8, eNodeB ID=5065, Cell FDD TDD indication=CELL_FDD",808700.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,384975207480.0,74934031312.0,19927540.0,17224272.0
2022-02-02,"4G_DILLET/Cell:eNodeB Function Name=4G_DILLET, Local Cell ID=6, Cell Name=4G_DILLET-6, eNodeB ID=5069, Cell FDD TDD indication=CELL_FDD",808701.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,95.83333333333333,0,261814740920.0,42498351856.0,19391534.0,10895563.0
2022-02-03,"4G_DILLET/Cell:eNodeB Function Name=4G_DILLET, Local Cell ID=6, Cell Name=4G_DILLET-6, eNodeB ID=5069, Cell FDD TDD indication=CELL_FDD",808701.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,275667451768.0,48270314256.0,17684226.0,10669311.0
2022-02-04,"4G_DILLET/Cell:eNodeB Function Name=4G_DILLET, Local Cell ID=6, Cell Name=4G_DILLET-6, eNodeB ID=5069, Cell FDD TDD indication=CELL_FDD",808701.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,261107729472.0,20576161752.0,16921480.0,8477573.0
2022-02-05,"4G_DILLET/Cell:eNodeB Function Name=4G_DILLET, Local Cell ID=6, Cell Name=4G_DILLET-6, eNodeB ID=5069, Cell FDD TDD indication=CELL_FDD",808701.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,155098852752.0,18068707840.0,8882370.0,6691155.0
2022-02-06,"4G_DILLET/Cell:eNodeB Function Name=4G_DILLET, Local Cell ID=6, Cell Name=4G_DILLET-6, eNodeB ID=5069, Cell FDD TDD indication=CELL_FDD",808701.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,151357298552.0,27093978088.0,8200594.0,7468321.0
2022-02-08,"4G_DILLET/Cell:eNodeB Function Name=4G_DILLET, Local Cell ID=6, Cell Name=4G_DILLET-6, eNodeB ID=5069, Cell FDD TDD indication=CELL_FDD",808701.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,143693254000.0,12594294248.0,7858237.0,6220452.0
2022-02-10,"4G_DILLET/Cell:eNodeB Function Name=4G_DILLET, Local Cell ID=6, Cell Name=4G_DILLET-6, eNodeB ID=5069, Cell FDD TDD indication=CELL_FDD",808701.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,159058098352.0,19226195752.0,8279641.0,6573915.0
2022-02-11,"4G_DILLET/Cell:eNodeB Function Name=4G_DILLET, Local Cell ID=6, Cell Name=4G_DILLET-6, eNodeB ID=5069, Cell FDD TDD indication=CELL_FDD",808701.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,126377591680.0,11500032176.0,6984992.0,6024117.0
2022-02-12,"4G_DILLET/Cell:eNodeB Function Name=4G_DILLET, Local Cell ID=6, Cell Name=4G_DILLET-6, eNodeB ID=5069, Cell FDD TDD indication=CELL_FDD",808701.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,128637144600.0,22749857552.0,6480601.0,5323350.0
2022-02-17,"4G_DILLET/Cell:eNodeB Function Name=4G_DILLET, Local Cell ID=6, Cell Name=4G_DILLET-6, eNodeB ID=5069, Cell FDD TDD indication=CELL_FDD",808701.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,87.5,0,144395771896.0,16584259984.0,7867612.0,6925140.0
2022-02-13,"4G_DILLET/Cell:eNodeB Function Name=4G_DILLET, Local Cell ID=6, Cell Name=4G_DILLET-6, eNodeB ID=5069, Cell FDD TDD indication=CELL_FDD",808701.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,194724793400.0,20262220512.0,8650504.0,6371866.0
2022-02-18,"4G_DILLET/Cell:eNodeB Function Name=4G_DILLET, Local Cell ID=6, Cell Name=4G_DILLET-6, eNodeB ID=5069, Cell FDD TDD indication=CELL_FDD",808701.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,169984300176.0,15498262968.0,8385600.0,6865461.0
2022-02-19,"4G_DILLET/Cell:eNodeB Function Name=4G_DILLET, Local Cell ID=6, Cell Name=4G_DILLET-6, eNodeB ID=5069, Cell FDD TDD indication=CELL_FDD",808701.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,154405763248.0,18440385176.0,7595729.0,6678182.0
2022-03-09,"4G_DILLET/Cell:eNodeB Function Name=4G_DILLET, Local Cell ID=6, Cell Name=4G_DILLET-6, eNodeB ID=5069, Cell FDD TDD indication=CELL_FDD",808701.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,4.166666666666667,0,7725927440.0,1503501456.0,344333.0,361870.0
2022-02-20,"4G_DILLET/Cell:eNodeB Function Name=4G_DILLET, Local Cell ID=6, Cell Name=4G_DILLET-6, eNodeB ID=5069, Cell FDD TDD indication=CELL_FDD",808701.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,188572238840.0,18655970416.0,8395045.0,5985793.0
2022-03-01,"4G_DILLET/Cell:eNodeB Function Name=4G_DILLET, Local Cell ID=6, Cell Name=4G_DILLET-6, eNodeB ID=5069, Cell FDD TDD indication=CELL_FDD",808701.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,120913468664.0,20469031464.0,7451187.0,6667809.0
2022-03-02,"4G_DILLET/Cell:eNodeB Function Name=4G_DILLET, Local Cell ID=6, Cell Name=4G_DILLET-6, eNodeB ID=5069, Cell FDD TDD indication=CELL_FDD",808701.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,145022832168.0,19644163496.0,8161722.0,6961357.0
2022-03-03,"4G_DILLET/Cell:eNodeB Function Name=4G_DILLET, Local Cell ID=6, Cell Name=4G_DILLET-6, eNodeB ID=5069, Cell FDD TDD indication=CELL_FDD",808701.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,215006077688.0,44281625096.0,19170373.0,12534269.0
2022-03-06,"4G_DILLET/Cell:eNodeB Function Name=4G_DILLET, Local Cell ID=6, Cell Name=4G_DILLET-6, eNodeB ID=5069, Cell FDD TDD indication=CELL_FDD",808701.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,91.66666666666667,0,128825497304.0,9715231112.0,6605392.0,5008475.0
2022-03-07,"4G_DILLET/Cell:eNodeB Function Name=4G_DILLET, Local Cell ID=6, Cell Name=4G_DILLET-6, eNodeB ID=5069, Cell FDD TDD indication=CELL_FDD",808701.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,176858204264.0,26559985680.0,14173588.0,8649079.0
2022-03-10,"4G_DILLET/Cell:eNodeB Function Name=4G_DILLET, Local Cell ID=6, Cell Name=4G_DILLET-6, eNodeB ID=5069, Cell FDD TDD indication=CELL_FDD",808701.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,95.83333333333333,0,174376999544.0,19866583360.0,12608082.0,6611148.0
2022-03-11,"4G_DILLET/Cell:eNodeB Function Name=4G_DILLET, Local Cell ID=6, Cell Name=4G_DILLET-6, eNodeB ID=5069, Cell FDD TDD indication=CELL_FDD",808701.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,185781970128.0,24874787616.0,12225864.0,7679403.0
2022-03-12,"4G_DILLET/Cell:eNodeB Function Name=4G_DILLET, Local Cell ID=6, Cell Name=4G_DILLET-6, eNodeB ID=5069, Cell FDD TDD indication=CELL_FDD",808701.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,79.16666666666667,0,132943819992.0,23736239056.0,7603552.0,6196180.0
2022-03-13,"4G_DILLET/Cell:eNodeB Function Name=4G_DILLET, Local Cell ID=6, Cell Name=4G_DILLET-6, eNodeB ID=5069, Cell FDD TDD indication=CELL_FDD",808701.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,87.5,0,112815868504.0,16303640368.0,6309318.0,5008367.0
2022-03-14,"4G_DILLET/Cell:eNodeB Function Name=4G_DILLET, Local Cell ID=6, Cell Name=4G_DILLET-6, eNodeB ID=5069, Cell FDD TDD indication=CELL_FDD",808701.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,112360804784.0,21575403016.0,7085419.0,5878250.0
2022-03-15,"4G_DILLET/Cell:eNodeB Function Name=4G_DILLET, Local Cell ID=6, Cell Name=4G_DILLET-6, eNodeB ID=5069, Cell FDD TDD indication=CELL_FDD",808701.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,229374998232.0,34828929776.0,18488555.0,8820335.0
2022-02-02,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET, Local Cell ID=7, Cell Name=4G_DUNDASTREET-7, eNodeB ID=5020, Cell FDD TDD indication=CELL_FDD",808702.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,95.83333333333333,0,345491728640.0,39663864176.0,17686410.0,15864354.0
2022-02-03,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET, Local Cell ID=7, Cell Name=4G_DUNDASTREET-7, eNodeB ID=5020, Cell FDD TDD indication=CELL_FDD",808702.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,419077690864.0,53348146848.0,19934168.0,16842875.0
2022-02-04,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET, Local Cell ID=7, Cell Name=4G_DUNDASTREET-7, eNodeB ID=5020, Cell FDD TDD indication=CELL_FDD",808702.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,368863465704.0,38717610704.0,18331881.0,15785641.0
2022-02-05,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET, Local Cell ID=7, Cell Name=4G_DUNDASTREET-7, eNodeB ID=5020, Cell FDD TDD indication=CELL_FDD",808702.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,392482313536.0,50360200152.0,17740658.0,15666123.0
2022-02-06,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET, Local Cell ID=7, Cell Name=4G_DUNDASTREET-7, eNodeB ID=5020, Cell FDD TDD indication=CELL_FDD",808702.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,339909386792.0,55639078688.0,16568990.0,14540603.0
2022-02-08,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET, Local Cell ID=7, Cell Name=4G_DUNDASTREET-7, eNodeB ID=5020, Cell FDD TDD indication=CELL_FDD",808702.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,469141830072.0,68161912144.0,21535631.0,18495225.0
2022-02-10,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET, Local Cell ID=7, Cell Name=4G_DUNDASTREET-7, eNodeB ID=5020, Cell FDD TDD indication=CELL_FDD",808702.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,425452500096.0,56020624872.0,21972678.0,18383041.0
2022-02-11,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET, Local Cell ID=7, Cell Name=4G_DUNDASTREET-7, eNodeB ID=5020, Cell FDD TDD indication=CELL_FDD",808702.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,390058359456.0,39371448176.0,19796697.0,16937054.0
2022-02-12,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET, Local Cell ID=7, Cell Name=4G_DUNDASTREET-7, eNodeB ID=5020, Cell FDD TDD indication=CELL_FDD",808702.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,398775041064.0,55643184584.0,19913597.0,17930355.0
2022-02-17,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET, Local Cell ID=7, Cell Name=4G_DUNDASTREET-7, eNodeB ID=5020, Cell FDD TDD indication=CELL_FDD",808702.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,87.5,0,388377708848.0,40106022104.0,18295477.0,15411323.0
2022-02-13,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET, Local Cell ID=7, Cell Name=4G_DUNDASTREET-7, eNodeB ID=5020, Cell FDD TDD indication=CELL_FDD",808702.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,301078729128.0,45853110096.0,15149638.0,15189248.0
2022-02-18,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET, Local Cell ID=7, Cell Name=4G_DUNDASTREET-7, eNodeB ID=5020, Cell FDD TDD indication=CELL_FDD",808702.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,373439427408.0,44283729680.0,19158841.0,16908550.0
2022-02-19,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET, Local Cell ID=7, Cell Name=4G_DUNDASTREET-7, eNodeB ID=5020, Cell FDD TDD indication=CELL_FDD",808702.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,398804148592.0,52720383800.0,19171116.0,17614925.0
2022-03-09,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET, Local Cell ID=7, Cell Name=4G_DUNDASTREET-7, eNodeB ID=5020, Cell FDD TDD indication=CELL_FDD",808702.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,4.166666666666667,0,15214599856.0,1378577624.0,735784.0,567982.0
2022-02-20,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET, Local Cell ID=7, Cell Name=4G_DUNDASTREET-7, eNodeB ID=5020, Cell FDD TDD indication=CELL_FDD",808702.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,406669416064.0,43855423000.0,19229793.0,16842949.0
2022-03-01,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET, Local Cell ID=7, Cell Name=4G_DUNDASTREET-7, eNodeB ID=5020, Cell FDD TDD indication=CELL_FDD",808702.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,454540634112.0,61744198568.0,21950439.0,19166623.0
2022-03-02,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET, Local Cell ID=7, Cell Name=4G_DUNDASTREET-7, eNodeB ID=5020, Cell FDD TDD indication=CELL_FDD",808702.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,444449707672.0,42241064616.0,22032009.0,17952581.0
2022-03-03,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET, Local Cell ID=7, Cell Name=4G_DUNDASTREET-7, eNodeB ID=5020, Cell FDD TDD indication=CELL_FDD",808702.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,478482718968.0,56977155224.0,23758939.0,18455694.0
2022-03-06,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET, Local Cell ID=7, Cell Name=4G_DUNDASTREET-7, eNodeB ID=5020, Cell FDD TDD indication=CELL_FDD",808702.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,91.66666666666667,0,394250289296.0,51154839840.0,19402330.0,15265186.0
2022-03-07,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET, Local Cell ID=7, Cell Name=4G_DUNDASTREET-7, eNodeB ID=5020, Cell FDD TDD indication=CELL_FDD",808702.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,441654710520.0,59238094064.0,21514300.0,17774812.0
2022-03-10,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET, Local Cell ID=7, Cell Name=4G_DUNDASTREET-7, eNodeB ID=5020, Cell FDD TDD indication=CELL_FDD",808702.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,95.83333333333333,0,468171952304.0,74355875840.0,21160037.0,18316800.0
2022-03-11,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET, Local Cell ID=7, Cell Name=4G_DUNDASTREET-7, eNodeB ID=5020, Cell FDD TDD indication=CELL_FDD",808702.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,487172208344.0,44504894664.0,22002656.0,17165740.0
2022-03-12,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET, Local Cell ID=7, Cell Name=4G_DUNDASTREET-7, eNodeB ID=5020, Cell FDD TDD indication=CELL_FDD",808702.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,79.16666666666667,0,400295505088.0,47197468720.0,17344245.0,13889137.0
2022-03-13,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET, Local Cell ID=7, Cell Name=4G_DUNDASTREET-7, eNodeB ID=5020, Cell FDD TDD indication=CELL_FDD",808702.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,87.5,0,238140418576.0,21377946704.0,11592583.0,9998527.0
2022-03-14,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET, Local Cell ID=7, Cell Name=4G_DUNDASTREET-7, eNodeB ID=5020, Cell FDD TDD indication=CELL_FDD",808702.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,418756868424.0,41371266280.0,19237250.0,14850568.0
2022-03-15,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET, Local Cell ID=7, Cell Name=4G_DUNDASTREET-7, eNodeB ID=5020, Cell FDD TDD indication=CELL_FDD",808702.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,380384790792.0,41736082176.0,17426339.0,14376833.0
2022-02-02,"4G_DUKESTREET_II/Cell:eNodeB Function Name=4G_DUKESTREET_II, Local Cell ID=6, Cell Name=4G_DUKESTREET_II-6, eNodeB ID=5010, Cell FDD TDD indication=CELL_FDD",808703.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,95.83333333333333,0,802738734624.0,105015234632.0,36958412.0,27033998.0
2022-02-03,"4G_DUKESTREET_II/Cell:eNodeB Function Name=4G_DUKESTREET_II, Local Cell ID=6, Cell Name=4G_DUKESTREET_II-6, eNodeB ID=5010, Cell FDD TDD indication=CELL_FDD",808703.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,662811413928.0,77961935520.0,32280573.0,24477797.0
2022-02-04,"4G_DUKESTREET_II/Cell:eNodeB Function Name=4G_DUKESTREET_II, Local Cell ID=6, Cell Name=4G_DUKESTREET_II-6, eNodeB ID=5010, Cell FDD TDD indication=CELL_FDD",808703.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,739581286376.0,85601736496.0,34077952.0,25041266.0
2022-02-05,"4G_DUKESTREET_II/Cell:eNodeB Function Name=4G_DUKESTREET_II, Local Cell ID=6, Cell Name=4G_DUKESTREET_II-6, eNodeB ID=5010, Cell FDD TDD indication=CELL_FDD",808703.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,683754886312.0,88789660168.0,34296505.0,26735195.0
2022-02-06,"4G_DUKESTREET_II/Cell:eNodeB Function Name=4G_DUKESTREET_II, Local Cell ID=6, Cell Name=4G_DUKESTREET_II-6, eNodeB ID=5010, Cell FDD TDD indication=CELL_FDD",808703.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,625730034168.0,68558955160.0,28023253.0,22695157.0
2022-02-08,"4G_DUKESTREET_II/Cell:eNodeB Function Name=4G_DUKESTREET_II, Local Cell ID=6, Cell Name=4G_DUKESTREET_II-6, eNodeB ID=5010, Cell FDD TDD indication=CELL_FDD",808703.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,719585734848.0,77295822712.0,33197614.0,24491145.0
2022-02-10,"4G_DUKESTREET_II/Cell:eNodeB Function Name=4G_DUKESTREET_II, Local Cell ID=6, Cell Name=4G_DUKESTREET_II-6, eNodeB ID=5010, Cell FDD TDD indication=CELL_FDD",808703.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,822593997536.0,124091526032.0,38724205.0,27839235.0
2022-02-11,"4G_DUKESTREET_II/Cell:eNodeB Function Name=4G_DUKESTREET_II, Local Cell ID=6, Cell Name=4G_DUKESTREET_II-6, eNodeB ID=5010, Cell FDD TDD indication=CELL_FDD",808703.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,759654664208.0,102146513528.0,36982774.0,26027402.0
2022-02-12,"4G_DUKESTREET_II/Cell:eNodeB Function Name=4G_DUKESTREET_II, Local Cell ID=6, Cell Name=4G_DUKESTREET_II-6, eNodeB ID=5010, Cell FDD TDD indication=CELL_FDD",808703.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,728960178912.0,100487169112.0,36170321.0,26927671.0
2022-02-13,"4G_DUKESTREET_II/Cell:eNodeB Function Name=4G_DUKESTREET_II, Local Cell ID=6, Cell Name=4G_DUKESTREET_II-6, eNodeB ID=5010, Cell FDD TDD indication=CELL_FDD",808703.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,675274290480.0,79448277344.0,33570946.0,25075815.0
2022-02-17,"4G_DUKESTREET_II/Cell:eNodeB Function Name=4G_DUKESTREET_II, Local Cell ID=6, Cell Name=4G_DUKESTREET_II-6, eNodeB ID=5010, Cell FDD TDD indication=CELL_FDD",808703.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,87.5,0,465010248232.0,47927533280.0,21275932.0,17042552.0
2022-02-18,"4G_DUKESTREET_II/Cell:eNodeB Function Name=4G_DUKESTREET_II, Local Cell ID=6, Cell Name=4G_DUKESTREET_II-6, eNodeB ID=5010, Cell FDD TDD indication=CELL_FDD",808703.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,570665837600.0,56968564736.0,26996827.0,21978618.0
2022-02-19,"4G_DUKESTREET_II/Cell:eNodeB Function Name=4G_DUKESTREET_II, Local Cell ID=6, Cell Name=4G_DUKESTREET_II-6, eNodeB ID=5010, Cell FDD TDD indication=CELL_FDD",808703.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,625519639840.0,64234665776.0,26844841.0,22505747.0
2022-02-20,"4G_DUKESTREET_II/Cell:eNodeB Function Name=4G_DUKESTREET_II, Local Cell ID=6, Cell Name=4G_DUKESTREET_II-6, eNodeB ID=5010, Cell FDD TDD indication=CELL_FDD",808703.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,461940794616.0,49000509024.0,21865730.0,19255047.0
2022-03-01,"4G_DUKESTREET_II/Cell:eNodeB Function Name=4G_DUKESTREET_II, Local Cell ID=6, Cell Name=4G_DUKESTREET_II-6, eNodeB ID=5010, Cell FDD TDD indication=CELL_FDD",808703.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,779341676288.0,108527216328.0,37478497.0,27397207.0
2022-03-02,"4G_DUKESTREET_II/Cell:eNodeB Function Name=4G_DUKESTREET_II, Local Cell ID=6, Cell Name=4G_DUKESTREET_II-6, eNodeB ID=5010, Cell FDD TDD indication=CELL_FDD",808703.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,701118831336.0,86739907256.0,34173329.0,24768700.0
2022-03-03,"4G_DUKESTREET_II/Cell:eNodeB Function Name=4G_DUKESTREET_II, Local Cell ID=6, Cell Name=4G_DUKESTREET_II-6, eNodeB ID=5010, Cell FDD TDD indication=CELL_FDD",808703.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,695305042872.0,96215750832.0,36873472.0,27874707.0
2022-03-06,"4G_DUKESTREET_II/Cell:eNodeB Function Name=4G_DUKESTREET_II, Local Cell ID=6, Cell Name=4G_DUKESTREET_II-6, eNodeB ID=5010, Cell FDD TDD indication=CELL_FDD",808703.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,91.66666666666667,0,656995982528.0,104054512616.0,32545870.0,26174803.0
2022-03-07,"4G_DUKESTREET_II/Cell:eNodeB Function Name=4G_DUKESTREET_II, Local Cell ID=6, Cell Name=4G_DUKESTREET_II-6, eNodeB ID=5010, Cell FDD TDD indication=CELL_FDD",808703.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0,694655197352.0,96168502304.0,33280795.0,25884316.0
2022-03-09,"4G_DUKESTREET_II/Cell:eNodeB Function Name=4G_DUKESTREET_II, Local Cell ID=6, Cell Name=4G_DUKESTREET_II-6, eNodeB ID=5010, Cell FDD TDD indication=CELL_FDD",808703.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,4.166666666666667,0,21154844576.0,3136545096.0,982290.0,900201.0
2022-03-10,"4G_DUKESTREET_II/Cell:eNodeB Function Name=4G_DUKESTREET_II, Local Cell ID=6, Cell Name=4G_DUKESTREET_II-6, eNodeB ID=5010, Cell FDD TDD indication=CELL_FDD",808703.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,95.83333333333333,0,682385730416.0,70011861480.0,30714447.0,22847179.0
