NE Name,fdn,ADJNODENAME,ANI,BTSID,MOIndex,NODET,className,name,neID
FTBSC02,"NE=280,ADJNODE=201",GBANGBATOK,201,201,26_201,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=201, Label=GBANGBATOK",26
FTBSC02,"NE=280,ADJNODE=214",GBANDI,214,214,26_214,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=214, Label=GBANDI",26
FTBSC02,"NE=280,ADJNODE=152",KORIBONDO_II,152,152,26_152,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=152, Label=KORIBONDO_II",26
FTBSC02,"NE=280,ADJNODE=183",YELE,183,183,26_183,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=183, Label=YELE",26
FTBSC02,"NE=280,ADJNODE=223",BUMPEH,223,223,26_223,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=223, Label=BUMPEH",26
FTBSC02,"NE=280,ADJNODE=66",BLACKJOHNSON_II,66,66,26_66,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=66, Label=BLACKJOHNSON_II",26
FTBSC02,"NE=280,ADJNODE=234",KABALAHILL,234,234,26_234,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=234, Label=KABALAHILL",26
FTBSC02,"NE=280,ADJNODE=159",POTORU_II,159,159,26_159,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=159, Label=POTORU_II",26
FTBSC02,"NE=280,ADJNODE=168",ZIMMI_II,168,168,26_168,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=168, Label=ZIMMI_II",26
FTBSC02,"NE=280,ADJNODE=237",SULIMA,237,237,26_237,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=237, Label=SULIMA",26
FTBSC02,"NE=280,ADJNODE=104",KAMAKWI,104,104,26_104,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=104, Label=KAMAKWI",26
FTBSC02,"NE=280,ADJNODE=142",BANDAJUMASEWA,142,142,26_142,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=142, Label=BANDAJUMASEWA",26
FTBSC02,"NE=280,ADJNODE=239",BINTUMANI,239,239,26_239,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=239, Label=BINTUMANI",26
FTBSC02,"NE=280,ADJNODE=100",BAGBEMA,100,100,26_100,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=100, Label=BAGBEMA",26
FTBSC02,"NE=280,ADJNODE=251",KAYIMA,251,251,26_251,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=251, Label=KAYIMA",26
FTBSC02,"NE=280,ADJNODE=259",COMPOUND_RELIEF,259,259,26_259,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=259, Label=COMPOUND_RELIEF",26
FTBSC02,"NE=280,ADJNODE=262",MAKENISOS_RELIEF,262,262,26_262,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=262, Label=MAKENISOS_RELIEF",26
FTBSC02,"NE=280,ADJNODE=198",SOCFIN,198,198,26_198,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=198, Label=SOCFIN",26
FTBSC02,"NE=280,ADJNODE=222",GBUNDAPI,222,222,26_222,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=222, Label=GBUNDAPI",26
FTBSC02,"NE=280,ADJNODE=143",BLAMA,143,143,26_143,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=143, Label=BLAMA",26
FTBSC02,"NE=280,ADJNODE=212",JENNEH,212,212,26_212,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=212, Label=JENNEH",26
FTBSC02,"NE=280,ADJNODE=272",TIHUN,272,272,26_272,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=272, Label=TIHUN",26
FTBSC02,"NE=280,ADJNODE=276",MASUMBIRI,276,276,26_276,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=276, Label=MASUMBIRI",26
FTBSC02,"NE=280,ADJNODE=288",ALKALIA,288,288,26_288,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=288, Label=ALKALIA",26
FTBSC02,"NE=280,ADJNODE=297",MAKENI_ENTRANCE,297,297,26_297,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=297, Label=MAKENI_ENTRANCE",26
FTBSC02,"NE=280,ADJNODE=301",SINKUNIA,301,301,26_301,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=301, Label=SINKUNIA",26
FTBSC02,"NE=280,ADJNODE=303",MAMBO,303,303,26_303,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=303, Label=MAMBO",26
FTBSC02,"NE=280,ADJNODE=304",MASADU,304,304,26_304,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=304, Label=MASADU",26
FTBSC02,"NE=280,ADJNODE=309",SFD_RELIEF,309,309,26_309,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=309, Label=SFD_RELIEF",26
FTBSC02,"NE=280,ADJNODE=138",FARANGBAYA,138,138,26_138,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=138, Label=FARANGBAYA",26
FTBSC02,"NE=280,ADJNODE=77",SPURROAD_II,77,77,26_77,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=77, Label=SPURROAD_II",26
FTBSC02,"NE=280,ADJNODE=139",FARANGBAYA_II,139,139,26_139,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=139, Label=FARANGBAYA_II",26
FTBSC02,"NE=280,ADJNODE=73",MALAMA_II,73,73,26_73,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=73, Label=MALAMA_II",26
FTBSC02,"NE=280,ADJNODE=75",MUCTARUDRIVE_II,75,75,26_75,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=75, Label=MUCTARUDRIVE_II",26
FTBSC02,"NE=280,ADJNODE=213",CONGOTOWN,213,213,26_213,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=213, Label=CONGOTOWN",26
FTBSC02,"NE=280,ADJNODE=176",SAMAITOWN_II,176,176,26_176,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=176, Label=SAMAITOWN_II",26
FTBSC02,"NE=280,ADJNODE=200",MOBIMBI,200,200,26_200,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=200, Label=MOBIMBI",26
FTBSC02,"NE=280,ADJNODE=181",MATTRU,181,181,26_181,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=181, Label=MATTRU",26
FTBSC02,"NE=280,ADJNODE=186",HANGA,186,186,26_186,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=186, Label=HANGA",26
FTBSC02,"NE=280,ADJNODE=182",MANOJUNCTION,182,182,26_182,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=182, Label=MANOJUNCTION",26
FTBSC02,"NE=280,ADJNODE=120",SEFADUCENTRAL,120,120,26_120,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=120, Label=SEFADUCENTRAL",26
FTBSC02,"NE=280,ADJNODE=228",KABALA_PL,228,228,26_228,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=228, Label=KABALA_PL",26
FTBSC02,"NE=280,ADJNODE=145",BOTOWN,145,145,26_145,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=145, Label=BOTOWN",26
FTBSC02,"NE=280,ADJNODE=166",TINKONKO,166,166,26_166,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=166, Label=TINKONKO",26
FTBSC02,"NE=280,ADJNODE=232",FADUGU,232,232,26_232,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=232, Label=FADUGU",26
FTBSC02,"NE=280,ADJNODE=247",BONTHE,247,247,26_247,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=247, Label=BONTHE",26
FTBSC02,"NE=280,ADJNODE=135",WOAMA,135,135,26_135,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=135, Label=WOAMA",26
FTBSC02,"NE=280,ADJNODE=268",GIEMA,268,268,26_268,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=268, Label=GIEMA",26
FTBSC02,"NE=280,ADJNODE=280",FALABA,280,280,26_280,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=280, Label=FALABA",26
FTBSC02,"NE=280,ADJNODE=281",CKC_BO,281,281,26_281,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=281, Label=CKC_BO",26
FTBSC02,"NE=280,ADJNODE=292",FOINDU,292,292,26_292,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=292, Label=FOINDU",26
FTBSC02,"NE=280,ADJNODE=293",MONDEMA,293,293,26_293,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=293, Label=MONDEMA",26
FTBSC02,"NE=280,ADJNODE=294",MEAMINING,294,294,26_294,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=294, Label=MEAMINING",26
FTBSC02,"NE=280,ADJNODE=299",US_EMBASSY,299,299,26_299,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=299, Label=US_EMBASSY",26
FTBSC02,"NE=280,ADJNODE=51",DILLET,51,51,26_51,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=51, Label=DILLET",26
FTBSC02,"NE=280,ADJNODE=55",KROOTOWNROAD,55,55,26_55,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=55, Label=KROOTOWNROAD",26
FTBSC02,"NE=280,ADJNODE=72",KINGTOM_II,72,72,26_72,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=72, Label=KINGTOM_II",26
FTBSC02,"NE=280,ADJNODE=80",DUNDASTREET,80,80,26_80,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=80, Label=DUNDASTREET",26
FTBSC02,"NE=280,ADJNODE=56",LAKKA_II,56,56,26_56,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=56, Label=LAKKA_II",26
FTBSC02,"NE=280,ADJNODE=60",SUSSEX_II,60,60,26_60,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=60, Label=SUSSEX_II",26
FTBSC02,"NE=280,ADJNODE=64",YORK,64,64,26_64,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=64, Label=YORK",26
FTBSC02,"NE=280,ADJNODE=68",COLLEGIATESCHOOL,68,68,26_68,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=68, Label=COLLEGIATESCHOOL",26
FTBSC02,"NE=280,ADJNODE=101",BUMBUNA,101,101,26_101,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=101, Label=BUMBUNA",26
FTBSC02,"NE=280,ADJNODE=122",SFD,122,122,26_122,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=122, Label=SFD",26
FTBSC02,"NE=280,ADJNODE=108",MAGBURAKA,108,108,26_108,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=108, Label=MAGBURAKA",26
FTBSC02,"NE=280,ADJNODE=165",TIAMA_II,165,165,26_165,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=165, Label=TIAMA_II",26
FTBSC02,"NE=280,ADJNODE=204",GONDAMA,204,204,26_204,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=204, Label=GONDAMA",26
FTBSC02,"NE=280,ADJNODE=149",KENEMAHILL,149,149,26_149,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=149, Label=KENEMAHILL",26
FTBSC02,"NE=280,ADJNODE=169",BARGBORHILL_II,169,169,26_169,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=169, Label=BARGBORHILL_II",26
FTBSC02,"NE=280,ADJNODE=175",RESERVATION_II,175,175,26_175,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=175, Label=RESERVATION_II",26
FTBSC02,"NE=280,ADJNODE=179",BOEXTENSION2,179,179,26_179,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=179, Label=BOEXTENSION2",26
FTBSC02,"NE=280,ADJNODE=124",AZZOLINIHIGHWAY_II,124,124,26_124,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=124, Label=AZZOLINIHIGHWAY_II",26
FTBSC02,"NE=280,ADJNODE=107",MAGBAS,107,107,26_107,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=107, Label=MAGBAS",26
FTBSC02,"NE=280,ADJNODE=187",MABONTO,187,187,26_187,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=187, Label=MABONTO",26
FTBSC02,"NE=280,ADJNODE=150",KENEMATOWN,150,150,26_150,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=150, Label=KENEMATOWN",26
FTBSC02,"NE=280,ADJNODE=123",YENGEMA,123,123,26_123,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=123, Label=YENGEMA",26
FTBSC02,"NE=280,ADJNODE=236",MALEMA_REPEATER,236,236,26_236,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=236, Label=MALEMA_REPEATER",26
FTBSC02,"NE=280,ADJNODE=238",BARMHOTEL,238,238,26_238,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=238, Label=BARMHOTEL",26
FTBSC02,"NE=280,ADJNODE=202",SANMALIN,202,202,26_202,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=202, Label=SANMALIN",26
FTBSC02,"NE=280,ADJNODE=114",MASINGBI_II,114,114,26_114,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=114, Label=MASINGBI_II",26
FTBSC02,"NE=280,ADJNODE=249",SERABU,249,249,26_249,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=249, Label=SERABU",26
FTBSC02,"NE=280,ADJNODE=252",YOMADU,252,252,26_252,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=252, Label=YOMADU",26
FTBSC02,"NE=280,ADJNODE=254",GORAHUN,254,254,26_254,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=254, Label=GORAHUN",26
FTBSC02,"NE=280,ADJNODE=258",BAFODIA_RPT,258,258,26_258,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=258, Label=BAFODIA_RPT",26
FTBSC02,"NE=280,ADJNODE=260",PANLAP,260,260,26_260,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=260, Label=PANLAP",26
FTBSC02,"NE=280,ADJNODE=118",ROGBIN,118,118,26_118,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=118, Label=ROGBIN",26
FTBSC02,"NE=280,ADJNODE=269",PRESIDENTIAL_LODGE,269,269,26_269,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=269, Label=PRESIDENTIAL_LODGE",26
FTBSC02,"NE=280,ADJNODE=275",MOUSAIAJUNCTION,275,275,26_275,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=275, Label=MOUSAIAJUNCTION",26
FTBSC02,"NE=280,ADJNODE=277",JORU,277,277,26_277,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=277, Label=JORU",26
FTBSC02,"NE=280,ADJNODE=279",GBINDI,279,279,26_279,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=279, Label=GBINDI",26
FTBSC02,"NE=280,ADJNODE=53",OAU_II,53,53,26_53,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=53, Label=OAU_II",26
FTBSC02,"NE=280,ADJNODE=57",LESTERPEAK,57,57,26_57,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=57, Label=LESTERPEAK",26
FTBSC02,"NE=280,ADJNODE=70",IMATT_II,70,70,26_70,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=70, Label=IMATT_II",26
FTBSC02,"NE=280,ADJNODE=71",KINGHARMAN,71,71,26_71,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=71, Label=KINGHARMAN",26
FTBSC02,"NE=280,ADJNODE=76",SPURLOOP_II,76,76,26_76,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=76, Label=SPURLOOP_II",26
FTBSC02,"NE=280,ADJNODE=83",HILLSTATION_II,83,83,26_83,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=83, Label=HILLSTATION_II",26
FTBSC02,"NE=280,ADJNODE=111",MAKENISOS,111,111,26_111,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=111, Label=MAKENISOS",26
FTBSC02,"NE=280,ADJNODE=91",SWISSHOTEL,91,91,26_91,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=91, Label=SWISSHOTEL",26
FTBSC02,"NE=280,ADJNODE=206",BINKOLO,206,206,26_206,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=206, Label=BINKOLO",26
FTBSC02,"NE=280,ADJNODE=54",JUBA,54,54,26_54,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=54, Label=JUBA",26
FTBSC02,"NE=280,ADJNODE=94",MURRAYTOWNBARRACKS,94,94,26_94,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=94, Label=MURRAYTOWNBARRACKS",26
FTBSC02,"NE=280,ADJNODE=89",GODERICH,89,89,26_89,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=89, Label=GODERICH",26
FTBSC02,"NE=280,ADJNODE=110",MAKENI,110,110,26_110,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=110, Label=MAKENI",26
FTBSC02,"NE=280,ADJNODE=196",SILLAHSTREET,196,196,26_196,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=196, Label=SILLAHSTREET",26
FTBSC02,"NE=280,ADJNODE=129",MAGBURAKA_II,129,129,26_129,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=129, Label=MAGBURAKA_II",26
FTBSC02,"NE=280,ADJNODE=203",MATTA,203,203,26_203,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=203, Label=MATTA",26
FTBSC02,"NE=280,ADJNODE=220",MOKABA,220,220,26_220,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=220, Label=MOKABA",26
FTBSC02,"NE=280,ADJNODE=224",NUMBALAHILL,224,224,26_224,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=224, Label=NUMBALAHILL",26
FTBSC02,"NE=280,ADJNODE=103",KABALA,103,103,26_103,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=103, Label=KABALA",26
FTBSC02,"NE=280,ADJNODE=193",OCTEA,193,193,26_193,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=193, Label=OCTEA",26
FTBSC02,"NE=280,ADJNODE=121",SEFADUTOWN,121,121,26_121,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=121, Label=SEFADUTOWN",26
FTBSC02,"NE=280,ADJNODE=244",KADABIE,244,244,26_244,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=244, Label=KADABIE",26
FTBSC02,"NE=280,ADJNODE=243",FINTONIA,243,243,26_243,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=243, Label=FINTONIA",26
FTBSC02,"NE=280,ADJNODE=245",BAFODIA,245,245,26_245,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=245, Label=BAFODIA",26
FTBSC02,"NE=280,ADJNODE=130",MATOTOKA_II,130,130,26_130,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=130, Label=MATOTOKA_II",26
FTBSC02,"NE=280,ADJNODE=192",SEWAFE,192,192,26_192,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=192, Label=SEWAFE",26
FTBSC02,"NE=280,ADJNODE=109",MAKALI,109,109,26_109,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=109, Label=MAKALI",26
FTBSC02,"NE=280,ADJNODE=257",ADONKIA,257,257,26_257,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=257, Label=ADONKIA",26
FTBSC02,"NE=280,ADJNODE=160",PUJEHUN_II,160,160,26_160,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=160, Label=PUJEHUN_II",26
FTBSC02,"NE=280,ADJNODE=283",DAMAROAD_S,283,283,26_283,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=283, Label=DAMAROAD_S",26
FTBSC02,"NE=280,ADJNODE=290",FORIA,290,290,26_290,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=290, Label=FORIA",26
FTBSC02,"NE=280,ADJNODE=289",BENDUGU,289,289,26_289,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=289, Label=BENDUGU",26
FTBSC02,"NE=280,ADJNODE=153",MANO,153,153,26_153,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=153, Label=MANO",26
FTBSC02,"NE=280,ADJNODE=600",TEST-BSC02,600,600,26_600,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=600, Label=TEST-BSC02",26
FTBSC02,"NE=280,ADJNODE=302",AFCOM,302,302,26_302,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=302, Label=AFCOM",26
FTBSC02,"NE=280,ADJNODE=310",KOMBA,310,310,26_310,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=310, Label=KOMBA",26
FTBSC02,"NE=280,ADJNODE=0",MAPAKI,0,0,26_0,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=0, Label=MAPAKI",26
FTBSC02,"NE=280,ADJNODE=58",MMCE,58,58,26_58,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=58, Label=MMCE",26
FTBSC02,"NE=280,ADJNODE=194",WAXTON,194,194,26_194,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=194, Label=WAXTON",26
FTBSC02,"NE=280,ADJNODE=92",2G_PALMRESORT,92,92,26_92,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=92, Label=2G_PALMRESORT",26
FTBSC02,"NE=280,ADJNODE=67",COLEFARM,67,67,26_67,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=67, Label=COLEFARM",26
FTBSC02,"NE=280,ADJNODE=125",COMPOUNDSTREET_II,125,125,26_125,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=125, Label=COMPOUNDSTREET_II",26
FTBSC02,"NE=280,ADJNODE=144",BOHILL,144,144,26_144,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=144, Label=BOHILL",26
FTBSC02,"NE=280,ADJNODE=177",SHELLMINGO_II,177,177,26_177,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=177, Label=SHELLMINGO_II",26
FTBSC02,"NE=280,ADJNODE=154",MILE91,154,154,26_154,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=154, Label=MILE91",26
FTBSC02,"NE=280,ADJNODE=155",SIEROMCO(REP8)_II,155,155,26_155,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=155, Label=SIEROMCO(REP8)_II",26
FTBSC02,"NE=280,ADJNODE=162",RUTILE_II,162,162,26_162,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=162, Label=RUTILE_II",26
FTBSC02,"NE=280,ADJNODE=216",SEMBEHUN,216,216,26_216,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=216, Label=SEMBEHUN",26
FTBSC02,"NE=280,ADJNODE=217",BYRNELANECOLLIGATE,217,217,26_217,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=217, Label=BYRNELANECOLLIGATE",26
FTBSC02,"NE=280,ADJNODE=147",GEREHUN_II,147,147,26_147,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=147, Label=GEREHUN_II",26
FTBSC02,"NE=280,ADJNODE=225",PENDUMA,225,225,26_225,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=225, Label=PENDUMA",26
FTBSC02,"NE=280,ADJNODE=229",REGENT,229,229,26_229,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=229, Label=REGENT",26
FTBSC02,"NE=280,ADJNODE=207",GONDAMABARRACKS,207,207,26_207,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=207, Label=GONDAMABARRACKS",26
FTBSC02,"NE=280,ADJNODE=231",SUMBUYA,231,231,26_231,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=231, Label=SUMBUYA",26
FTBSC02,"NE=280,ADJNODE=134",TANKORO_II,134,134,26_134,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=134, Label=TANKORO_II",26
FTBSC02,"NE=280,ADJNODE=235",MALEMA,235,235,26_235,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=235, Label=MALEMA",26
FTBSC02,"NE=280,ADJNODE=233",SPURROADMILITARY,233,233,26_233,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=233, Label=SPURROADMILITARY",26
FTBSC02,"NE=280,ADJNODE=170",GBAIMASONGA_II,170,170,26_170,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=170, Label=GBAIMASONGA_II",26
FTBSC02,"NE=280,ADJNODE=246",FORESTRY,246,246,26_246,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=246, Label=FORESTRY",26
FTBSC02,"NE=280,ADJNODE=263",HILLSTATION,263,263,26_263,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=263, Label=HILLSTATION",26
FTBSC02,"NE=280,ADJNODE=267",JUBAHILL,267,267,26_267,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=267, Label=JUBAHILL",26
FTBSC02,"NE=280,ADJNODE=210",KAMABAI,210,210,26_210,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=210, Label=KAMABAI",26
FTBSC02,"NE=280,ADJNODE=115",NJAMANIMEKORO,115,115,26_115,ABIS,BSC6900GSMADJNODE,"Adjacent Node ID=115, Label=NJAMANIMEKORO",26
