begintime,ne_name,ne_type,vendor,integrity,INTRA_HO_PREP_FAIL_NB,INTRA_HO_ATT_NB,id
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-1,MCC-619,MNC-05,ECI-1300225,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,99.0,0.0,0.0,11
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-1,MCC-619,MNC-05,ECI-1300226,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,99.0,0.0,0.0,12
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-1,MCC-619,MNC-05,ECI-1300227,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,99.0,0.0,0.0,13
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-1,MCC-619,MNC-05,ECI-1300235,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,99.0,0.0,0.0,14
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-1,MCC-619,MNC-05,ECI-1300245,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,99.0,0.0,0.0,15
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-1,MCC-619,MNC-05,ECI-1300255,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,99.0,0.0,0.0,16
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-1,MCC-619,MNC-05,ECI-1300481,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,99.0,0.0,0.0,17
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-1,MCC-619,MNC-05,ECI-1300482,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,99.0,0.0,0.0,18
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-1,MCC-619,MNC-05,ECI-1300737,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,99.0,0.0,0.0,19
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-1,MCC-619,MNC-05,ECI-1300738,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,99.0,0.0,0.0,20
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-1,MCC-619,MNC-05,ECI-1300739,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,99.0,0.0,0.0,21
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-1,MCC-619,MNC-05,ECI-1300747,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,99.0,0.0,0.0,22
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-1,MCC-619,MNC-05,ECI-1300757,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,99.0,0.0,0.0,23
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-1,MCC-619,MNC-05,ECI-1300767,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,99.0,0.0,0.0,24
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-1,MCC-619,MNC-05,ECI-1302017,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,99.0,0.0,0.0,25
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-1,MCC-619,MNC-05,ECI-1302018,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,99.0,0.0,0.0,26
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-1,MCC-619,MNC-05,ECI-1302019,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,99.0,0.0,0.0,27
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-1,MCC-619,MNC-05,ECI-1302047,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,71.98,0.0,0.0,28
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-1,MCC-619,MNC-05,ECI-1302785,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,83.13,0.0,0.0,29
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-1,MCC-619,MNC-05,ECI-1302787,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,99.0,0.0,0.0,30
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-1,MCC-619,MNC-05,ECI-1303297,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,99.0,0.0,0.0,31
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-1,MCC-619,MNC-05,ECI-1306113,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,99.0,0.0,0.0,32
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-1,MCC-619,MNC-05,ECI-1306114,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,80.21,0.0,0.0,33
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-1,MCC-619,MNC-05,ECI-1331202,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,99.0,0.0,0.0,34
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-1,MCC-619,MNC-05,ECI-1331221,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,99.0,0.0,0.0,35
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-11,MCC-619,MNC-05,ECI-1283846,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,97.66,0.0,0.0,36
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-11,MCC-619,MNC-05,ECI-1285889,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,99.0,6.0,145493.0,37
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-11,MCC-619,MNC-05,ECI-1285890,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,99.0,3.0,10477.0,38
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-11,MCC-619,MNC-05,ECI-1285891,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,99.0,0.0,4721.0,39
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-11,MCC-619,MNC-05,ECI-1285909,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,99.0,1.0,10253.0,40
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-11,MCC-619,MNC-05,ECI-1285919,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,99.0,2.0,6064.0,41
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-11,MCC-619,MNC-05,ECI-1299969,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,99.0,0.0,0.0,42
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-11,MCC-619,MNC-05,ECI-1299979,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,99.0,0.0,0.0,43
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-11,MCC-619,MNC-05,ECI-1299999,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,82.5,0.0,0.0,44
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-11,MCC-619,MNC-05,ECI-1300225,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,99.0,0.0,0.0,45
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-11,MCC-619,MNC-05,ECI-1300226,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,99.0,0.0,0.0,46
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-11,MCC-619,MNC-05,ECI-1300227,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,99.0,0.0,0.0,47
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-11,MCC-619,MNC-05,ECI-1300235,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,99.0,0.0,0.0,48
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-11,MCC-619,MNC-05,ECI-1300245,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,99.0,0.0,0.0,49
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-11,MCC-619,MNC-05,ECI-1300255,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,99.0,0.0,0.0,50
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-11,MCC-619,MNC-05,ECI-1300481,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,71.73,0.0,0.0,51
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-11,MCC-619,MNC-05,ECI-1300482,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,99.0,0.0,0.0,52
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-11,MCC-619,MNC-05,ECI-1300737,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,99.0,0.0,0.0,53
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-11,MCC-619,MNC-05,ECI-1300738,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,99.0,0.0,0.0,54
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-11,MCC-619,MNC-05,ECI-1300739,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,99.0,0.0,0.0,55
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-11,MCC-619,MNC-05,ECI-1300747,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,99.0,0.0,0.0,56
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-11,MCC-619,MNC-05,ECI-1300757,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,99.0,0.0,0.0,57
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-11,MCC-619,MNC-05,ECI-1300767,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,99.0,0.0,0.0,58
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-11,MCC-619,MNC-05,ECI-1302018,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,98.19,0.0,0.0,59
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-11,MCC-619,MNC-05,ECI-1302019,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,77.86,0.0,0.0,60
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-11,MCC-619,MNC-05,ECI-1302037,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,97.04,0.0,0.0,61
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-11,MCC-619,MNC-05,ECI-1302047,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,99.0,0.0,0.0,62
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-11,MCC-619,MNC-05,ECI-1303297,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,78.82,0.0,0.0,63
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-11,MCC-619,MNC-05,ECI-1306113,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,70.97,0.0,0.0,64
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-11,MCC-619,MNC-05,ECI-1331202,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,99.0,0.0,0.0,65
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-11,MCC-619,MNC-05,ECI-1331221,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,99.0,0.0,0.0,66
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-2,MCC-619,MNC-05,ECI-1285889,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,99.0,12.0,33356.0,67
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-2,MCC-619,MNC-05,ECI-1285891,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,99.0,0.0,1941.0,68
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-2,MCC-619,MNC-05,ECI-1285899,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,99.0,3.0,10187.0,69
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-2,MCC-619,MNC-05,ECI-1285909,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,99.0,36.0,86410.0,70
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-2,MCC-619,MNC-05,ECI-1285919,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,99.0,0.0,959.0,71
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-2,MCC-619,MNC-05,ECI-1299969,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,99.0,0.0,0.0,72
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-2,MCC-619,MNC-05,ECI-1299970,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,99.0,0.0,0.0,73
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-2,MCC-619,MNC-05,ECI-1299971,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,99.0,0.0,0.0,74
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-2,MCC-619,MNC-05,ECI-1299979,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,99.0,0.0,0.0,75
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-2,MCC-619,MNC-05,ECI-1299989,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,99.0,0.0,0.0,76
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-2,MCC-619,MNC-05,ECI-1299999,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,99.0,0.0,0.0,77
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-2,MCC-619,MNC-05,ECI-1300225,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,99.0,0.0,0.0,78
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-2,MCC-619,MNC-05,ECI-1300226,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,99.0,0.0,0.0,79
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-2,MCC-619,MNC-05,ECI-1300227,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,99.0,0.0,0.0,80
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-2,MCC-619,MNC-05,ECI-1300235,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,99.0,0.0,0.0,81
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-2,MCC-619,MNC-05,ECI-1300255,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,99.0,0.0,0.0,82
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-2,MCC-619,MNC-05,ECI-1300482,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,79.51,0.0,0.0,83
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-2,MCC-619,MNC-05,ECI-1300738,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,99.0,0.0,0.0,84
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-2,MCC-619,MNC-05,ECI-1300757,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,99.0,0.0,0.0,85
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-2,MCC-619,MNC-05,ECI-1302018,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,99.0,0.0,0.0,86
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-2,MCC-619,MNC-05,ECI-1302019,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,86.31,0.0,0.0,87
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-2,MCC-619,MNC-05,ECI-1302047,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,49.69,0.0,0.0,88
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-2,MCC-619,MNC-05,ECI-1302787,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,98.77,0.0,0.0,89
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-2,MCC-619,MNC-05,ECI-1303297,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,99.0,0.0,0.0,90
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-2,MCC-619,MNC-05,ECI-1303299,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,73.75,0.0,0.0,91
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-2,MCC-619,MNC-05,ECI-1306113,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,99.0,0.0,0.0,92
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-2,MCC-619,MNC-05,ECI-1306114,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,99.0,0.0,0.0,93
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-2,MCC-619,MNC-05,ECI-1306115,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,84.62,0.0,0.0,94
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-2,MCC-619,MNC-05,ECI-1331202,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,83.06,0.0,0.0,95
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-21,MCC-619,MNC-05,ECI-1285889,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,99.0,0.0,8544.0,96
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-21,MCC-619,MNC-05,ECI-1285890,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,99.0,1.0,86287.0,97
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-21,MCC-619,MNC-05,ECI-1285891,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,99.0,0.0,806.0,98
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-21,MCC-619,MNC-05,ECI-1285899,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,99.0,0.0,9297.0,99
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-21,MCC-619,MNC-05,ECI-1285919,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,99.0,0.0,974.0,100
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-21,MCC-619,MNC-05,ECI-1299969,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,99.0,0.0,0.0,101
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-21,MCC-619,MNC-05,ECI-1299970,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,99.0,0.0,0.0,102
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-21,MCC-619,MNC-05,ECI-1299971,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,99.0,0.0,0.0,103
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-21,MCC-619,MNC-05,ECI-1299979,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,99.0,0.0,0.0,104
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-21,MCC-619,MNC-05,ECI-1299989,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,99.0,0.0,0.0,105
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-21,MCC-619,MNC-05,ECI-1299999,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,99.0,0.0,0.0,106
2022-03,"MRBTS-5023,LNBTS-5023,LNCEL-21,MCC-619,MNC-05,ECI-1300225,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,99.0,0.0,0.0,107
